"Област","Община","Населено място","Училище","Код по НЕИСПУО","Бр. БЕЛ(ООП) З","Ср.усп. БЕЛ(ООП) З","Бр. Мат(ПП) З","Ср.усп. Мат(ПП) З","Бр. Ист(ПП) З","Ср.усп. Ист(ПП) З","Бр. ФА(ПП) З","Ср.усп. ФА(ПП) З","Бр. ГИ(ПП) З","Ср.усп. ГИ(ПП) З","Бр. ХООС(ПП) З","Ср.усп. ХООС(ПП) З","Бр. Фил(ПП) З","Ср.усп. Фил(ПП) З","Бр. БЗО(ПП) З","Ср.усп. БЗО(ПП) З","Бр. Инф(ПП) З","Ср.усп. Инф(ПП) З","Бр. ИТ(ПП) З","Ср.усп. ИТ(ПП) З","Бр. МУЗ(ПП) З","Ср.усп. МУЗ(ПП) З","Бр. ИИ(ПП) З","Ср.усп. ИИ(ПП) З","Бр. Пр(ПП) З","Ср.усп. Пр(ПП) З","Бр. АЕ(ПП) B1-З","Ср.усп. АЕ(ПП) B1-З","Бр. АЕ(ПП) B1.1-З","Ср.усп. АЕ(ПП) B1.1-З","Бр. АЕ(ПП) B2-З","Ср.усп. АЕ(ПП) B2-З","Бр. РЕ(ПП) B1-З","Ср.усп. РЕ(ПП) B1-З","Бр. РЕ(ПП) B1.1-З","Ср.усп. РЕ(ПП) B1.1-З","Бр. РЕ(ПП) B2-З","Ср.усп. РЕ(ПП) B2-З","Бр. НЕ(ПП) B1-З","Ср.усп. НЕ(ПП) B1-З","Бр. НЕ(ПП) B1.1-З","Ср.усп. НЕ(ПП) B1.1-З","Бр. НЕ(ПП) B2-З","Ср.усп. НЕ(ПП) B2-З","Бр. ИсЕ(ПП) B1-З","Ср.усп. ИсЕ(ПП) B1-З","Бр. ИсЕ(ПП) B1.1-З","Ср.усп. ИсЕ(ПП) B1.1-З","Бр. ИсЕ(ПП) B2-З","Ср.усп. ИсЕ(ПП) B2-З","Бр. ФЕ(ПП) B1-З","Ср.усп. ФЕ(ПП) B1-З","Бр. ФЕ(ПП) B1.1-З","Ср.усп. ФЕ(ПП) B1.1-З","Бр. ФЕ(ПП) B2-З","Ср.усп. ФЕ(ПП) B2-З","Бр. ИтЕ(ПП) B1-З","Ср.усп. ИтЕ(ПП) B1-З","Бр. ИтЕ(ПП) B1.1-З","Ср.усп. ИтЕ(ПП) B1.1-З","Бр. ИтЕ(ПП) B2-З","Ср.усп. ИтЕ(ПП) B2-З","Бр. ДИППК-п.р З","Ср.усп. ДИППК-п.р З","Бр. ДИППК-тест З","Ср.усп. ДИППК-тест З","Бр. ДИППК-Д.Пр З","Ср.усп. ДИППК-Д.Пр З","Бр. ДИППК-пр. З","Ср.усп. ДИППК-пр. З"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Средно училище ""Вичо Грънчаров""","300217","26","4.09","","","","","","","10","3.3","","","1","2","","","","","2","3.58","","","","","","","","","","","12","4.99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална техническа гимназия ""Васил Левски""","300218","13","2.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","3.22","","","","","",""
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по електротехника и електроника ""Михайло Василиевич Ломоносов""","300219","84","3.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71","4.89","",""
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по хранителни технологии ""Проф.д-р Асен Златаров""","300220","17","2.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","4.95","",""
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по лека промишленост и икономика ""Атанас Буров""","300221","54","3.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42","5.34","",""
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","Професионална гимназия по железопътен транспорт ""Никола Йонков Вапцаров""","300222","15","2.94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2.55","","","11","4.54","",""
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","ГР.ЕЛЕНА","Средно училище ""Иван Николов Момчилов""","300305","41","3.61","","","","","","","9","4.25","","","","","","","1","5.46","5","4.08","","","","","","","","","","","2","4.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","3.76","","","",""
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","ГР.ЗЛАТАРИЦА","Средно училище ""Св. св. Кирил и Методий""","300404","10","2.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","3.87","","","","","",""
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","ГР.ЗЛАТАРИЦА","Професионална гимназия по механизация на селското стопанство ""Никола Златарски""","300405","8","2.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","2.48","","","","","",""
"ВЕЛИКО ТЪРНОВО","ЛЯСКОВЕЦ","ГР.ЛЯСКОВЕЦ","Средно училище ""Максим Райкович""","300507","29","3.17","","","","","","","23","2.96","","","","","","","","","1","5.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВЕЛИКО ТЪРНОВО","ПАВЛИКЕНИ","ГР.ПАВЛИКЕНИ","Средно училище ""Бачо Киро""","300618","34","4.27","","","3","3.88","","","15","3.74","","","","","","","","","","","","","","","","","","","","","15","4.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВЕЛИКО ТЪРНОВО","ПАВЛИКЕНИ","ГР.ПАВЛИКЕНИ","Професионална гимназия по аграрни технологии ""Цанко Церковски""","300619","38","3.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","4.37","","","2","5.94","",""
"ВЕЛИКО ТЪРНОВО","ПОЛСКИ ТРЪМБЕШ","ГР.ПОЛСКИ ТРЪМБЕШ","Средно училище ""Цанко Церковски""","300711","32","3.92","","","","","","","","","","","","","8","3.61","","","","","","","","","","","","","","","11","5.55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","3.17","","","","","",""
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","ГР.СВИЩОВ","Средно училище ""Цветан Радославов""","300814","11","3.84","","","","","","","","","","","","","6","3.45","","","","","","","","","","","","","","","7","2.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","ГР.СВИЩОВ","Средно училище ""Николай Катранов""","300815","49","4.91","","","","","","","","","","","","","5","4.12","","","","","","","","","","","","","","","46","4.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","ГР.СВИЩОВ","Средно училище ""Димитър Благоев""","300816","78","4.3","","","","","","","","","","","","","","","","","18","3.39","","","","","28","3.54","","","","","7","5.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","5.95","",""
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","ГР.СВИЩОВ","Професионална държавна търговска гимназия ""Димитър Хадживасилев""","300817","32","3.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","5.36","",""
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","ГР.СВИЩОВ","Свищовска професионална гимназия ""Алеко Константинов""","300819","39","3.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","3.84","","","21","4.87","",""
"ВЕЛИКО ТЪРНОВО","СТРАЖИЦА","ГР.СТРАЖИЦА","Средно училище ""Ангел Каралийчев""","300911","33","3.53","","","11","2.91","","","","","","","","","","","","","","","","","","","","","","","","","11","3.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","4.84","","","","","",""
"ВЕЛИКО ТЪРНОВО","СТРАЖИЦА","ГР.СТРАЖИЦА","Професионална гимназия по транспорт ""Васил Друмев""","300912","9","2.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","3.94","","","","","",""
"ВЕЛИКО ТЪРНОВО","СТРАЖИЦА","С.КАМЕН","Средно училище ""Св. Климент Охридски""","300916","4","3.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4.31","","","",""
"ВЕЛИКО ТЪРНОВО","СУХИНДОЛ","ГР.СУХИНДОЛ","Средно училище ""Св. Климент Охридски""","300991","7","2.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2.66","","","","","",""
"ВИДИН","БЕЛОГРАДЧИК","ГР.БЕЛОГРАДЧИК","СУ ""Христо Ботев""","500201","24","3.53","","","","","","","10","4.48","","","4","3.7","","","","","","","","","","","","","","","","","1","5.36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","3.05","","","","","",""
"ВИДИН","БРЕГОВО","ГР.БРЕГОВО","СУ ""Св. св. Кирил и Методий""","500401","10","4.18","","","1","3.88","","","2","3.69","","","","","","","","","","","","","","","5","4.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВИДИН","ВИДИН","ГР.ВИДИН","ППМГ ""Екзарх Антим I""","500102","78","4.8","5","4.63","10","4.53","","","10","3.79","","","","","15","3.98","1","5.96","1","4.64","","","","","","","","","","","40","4.91","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВИДИН","ВИДИН","ГР.ВИДИН","ПТГ ""Васил Левски""","500108","9","2.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4.18","","","",""
"ВИДИН","ВИДИН","ГР.ВИДИН","ПГТ ""Михалаки Георгиев""","500110","41","3.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","5.01","20","4.65","13","5.63","",""
"ВИДИН","ВИДИН","ГР.ВИДИН","ПГ ""Проф. д-р Асен Златаров""","502035","56","4.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53","4.48","",""
"ВИДИН","ВИДИН","ГР.ВИДИН","СУ ""Цар Симеон Велики""","503132","69","4.59","","","18","3.44","","","8","4.67","1","4.2","","","8","3.68","","","","","","","","","","","","","","","36","5.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВИДИН","ВИДИН","ГР.ВИДИН","СУ ""Св. св. Кирил и Методий""","503241","10","3.99","","","4","2.58","","","","","","","","","4","3.36","","","","","","","2","4.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВИДИН","ВИДИН","ГР.ВИДИН","СУ ""Петко Рачов Славейков""","503242","19","3.95","","","","","","","5","4.3","","","","","","","","","","","","","","","10","3.58","","","","","4","4.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВИДИН","ВИДИН","ГР.ВИДИН","ГПЧЕ ""Йордан Радичков""","503322","81","4.91","","","","","","","","","1","3.55","","","","","","","","","","","","","","","","","","","75","4.74","","","5","5.45","","","","","","","","","","","1","5.23","","","","","1","6","","","","","","","","","","","","","","","",""
"ВИДИН","ВИДИН","ГР.ДУНАВЦИ","ПГСС ""Г. М. Димитров""","500117","2","4.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","4.18","","","",""
"ВИДИН","ДИМОВО","ГР.ДИМОВО","СУ ""Св. св. Кирил и Методий""","500103","8","2.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","3.47","","","","","",""
"ВИДИН","ДИМОВО","С.АРЧАР","СУ ""Христо Ботев""","500603","5","2.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4.33","","","","","",""
"ВИДИН","КУЛА","ГР.КУЛА","СУ ""Васил Левски""","500701","9","3.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","5.21","","","",""
"ВИДИН","НОВО СЕЛО","С.НОВО СЕЛО","СУ ""Св. св. Кирил и Методий""","500901","3","3.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","4.53","","","",""
"ВИДИН","РУЖИНЦИ","С.ДРЕНОВЕЦ","СУ ""Никола Йонков Вапцаров""","501003","13","3.62","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","4.38","","","","","",""
"ВИДИН","РУЖИНЦИ","С.РУЖИНЦИ","СУ ""Никола Й. Вапцаров""","501010","8","2.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","2","","","",""
"ВРАЦА","БОРОВАН","С.БОРОВАН","Професионална гимназия по транспорт ""Коста Петров""","603004","4","4.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3.78","","","","","",""
"ВРАЦА","БЯЛА СЛАТИНА","ГР.БЯЛА СЛАТИНА","Професионална гимназия по облекло ""Елисавета Багряна""","600221","10","3.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","5.42","",""
"ВРАЦА","БЯЛА СЛАТИНА","ГР.БЯЛА СЛАТИНА","Средно училище ""Васил Левски""","603024","40","4.03","","","","","","","9","3.82","","","","","","","","","","","","","","","","","","","","","14","5.64","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","4.15","",""
"ВРАЦА","БЯЛА СЛАТИНА","ГР.БЯЛА СЛАТИНА","Професионална агротехническа гимназия ""Никола Йонков Вапцаров""","603026","64","3.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38","4.95","",""
"ВРАЦА","БЯЛА СЛАТИНА","С.ГАБАРЕ","Средно училище ""Христо Ботев""","602022","21","3.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","3.23","","","","","",""
"ВРАЦА","БЯЛА СЛАТИНА","С.ГАЛИЧЕ","Средно училище ""Христо Ботев""","603025","6","2.96","","","","","","","4","2.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3.97","",""
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Профилирана езикова гимназия ""Йоан Екзарх""","600061","108","4.67","","","10","4.1","","","14","3.98","","","13","4.27","3","3.63","","","1","4.59","","","","","","","","","","","35","4.82","","","2","5.41","","","","","","","","","","","1","5.95","","","","","1","4.36","","","","","","","","","","","","","28","5.44","",""
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Средно училище ""Козма Тричков""","600327","26","4.54","","","","","","","","","","","","","","","","","2","2.95","","","","","17","4.23","","","","","7","4.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Профилирана природо-математическа гимназия ""Академик Иван Ценов""","602062","128","5.19","10","5.29","2","5.38","","","13","4.63","1","5.77","","","3","4.22","1","4.22","2","2.66","","","","","","","","","","","72","5.14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","5.28","",""
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Средно училище ""Отец Паисий""","603057","20","3.99","","","","","","","17","3.49","","","","","","","","","","","","","","","","","3","4.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Средно училище ""Христо Ботев""","603058","49","4.9","","","10","4.38","","","","","","","4","5.61","","","","","","","","","","","","","","","","","10","4.92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","5.32","","","13","5.61","",""
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Средно училище ""Васил Кънчов""","603059","24","4.6","","","10","4.03","","","10","4.18","","","","","","","","","","","","","","","","","","","","","4","4.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Професионална техническа гимназия ""Н. Й. Вапцаров""","603065","95","3.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","4.21","",""
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Професионална гимназия по търговия и ресторантьорство","603067","62","3.82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40","4.64","","","17","5.26","1",""
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Средно училище ""Никола Войводов""","603070","20","4.16","","","","","","","","","","","9","3.87","","","","","1","3.05","","","","","","","","","","","9","4.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Професионална гимназия ""Димитраки Хаджитошин""","603071","8","3.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","3.92","",""
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Спортно училище ""Св.Климент Охридски""","608060","26","3.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","5.31","",""
"ВРАЦА","КОЗЛОДУЙ","ГР.КОЗЛОДУЙ","Средно училище ""Христо Ботев""","603076","31","3.94","","","","","","","7","3.86","","","13","3.9","","","","","","","","","","","8","3.26","","","","","5","3.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВРАЦА","КОЗЛОДУЙ","ГР.КОЗЛОДУЙ","Средно училище ""Св. св. Кирил и Методий""","603077","38","4.7","4","4.79","7","3.6","","","","","","","","","","","","","2","4.44","","","","","","","24","4.62","","","","","","","1","4.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВРАЦА","КОЗЛОДУЙ","ГР.КОЗЛОДУЙ","Професионална гимназия по ядрена енергетика ""Игор Курчатов""","603078","56","3.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32","2.76","","","16","4.17","",""
"ВРАЦА","КОЗЛОДУЙ","С.БУТАН","Средно училище ""Св. Св. Кирил и Методий""","602073","14","2.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","3.05","","","","","",""
"ВРАЦА","КРИВОДОЛ","ГР.КРИВОДОЛ","Средно училище ""Св. св. Кирил и Методий""","603087","14","3.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","2.21","","","","","",""
"ВРАЦА","МЕЗДРА","ГР.МЕЗДРА","Средно училище ""Иван Вазов""","603098","52","4.08","","","1","2","","","9","4.28","","","","","","","","","","","","","","","","","","","","","13","3.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","4.77","",""
"ВРАЦА","МЕЗДРА","ГР.МЕЗДРА","Професионална гимназия ""Алеко Константинов""","603100","15","3.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","3.82","","","7","4.76","",""
"ВРАЦА","МЕЗДРА","ГР.МЕЗДРА","Професионална гимназия ""Васил Левски""","603101","11","2.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","4.37","",""
"ВРАЦА","МЕЗДРА","С.ЗВЕРИНО","Средно училище ""Свети Климент Охридски""","603099","10","4.44","","","","","","","","","","","","","","","","","","","","","","","10","4.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ВРАЦА","МИЗИЯ","ГР.МИЗИЯ","Професионална гимназия ""Васил Левски""","603108","13","2.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","2.16","","","","","",""
"ВРАЦА","ОРЯХОВО","ГР.ОРЯХОВО","Средно училище ""Христо Ботев""","603116","33","3.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","3.97","","","","","",""
"ВРАЦА","РОМАН","ГР.РОМАН","Средно училище ""Васил Левски""","603123","22","3.89","","","","","","","15","4.26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","3.05","","","","","",""
"ВРАЦА","РОМАН","С.КУНИНО","Професионална гимназия по каменообработване","2902507","4","2.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","4.2","","","",""
"ВРАЦА","ХАЙРЕДИН","С.ХАЙРЕДИН","Средно училище ""Васил Воденичарски""","603130","8","3.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","4.73","","","","","",""
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","Средно училище ""Отец Паисий""","700113","26","3.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","4.42","","","","","",""
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","Средно училище ""Райчо Каролев""","700114","11","3.57","","","","","","","","","","","11","3.94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","НАЦИОНАЛНА АПРИЛОВСКА ГИМНАЗИЯ","700115","128","5.2","3","4.39","8","5.31","","","","","","","7","4.65","4","4.58","","","","","","","","","","","","","17","5.51","56","5.44","","","","","","","","","1","5.81","5","5.18","","","2","5.24","","","","","","","","","","","","","","","25","4.36","","","","","",""
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","Природоматематическа гимназия ""Академик Иван Гюзелев""","700116","96","5.12","14","5.44","","","","","","","4","5.77","","","13","4.84","1","2","2","3.09","","","","","","","","","12","5.42","25","5.29","","","","","","","","","","","2","3.86","","","","","","","","","","","","","","","","","","","","","","","25","5.86","",""
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","ПРОФЕСИОНАЛНА ТЕХНИЧЕСКА ГИМНАЗИЯ ""Д-р Никола Василиади""","700118","120","3.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","4.13","35","4.88","",""
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","Професионална гимназия по туризъм ""Пенчо Семов""","700120","86","3.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56","4.26","","","25","4.7","",""
"ГАБРОВО","ДРЯНОВО","ГР.ДРЯНОВО","Средно училище ""Максим Райкович""","700204","21","3.99","","","","","","","","","","","18","4.44","1","4.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ГАБРОВО","ДРЯНОВО","ГР.ДРЯНОВО","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ИКОНОМИКА И ТЕХНИКА ""РАЧО СТОЯНОВ""","700205","18","3.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","3.36","","","14","5.13","",""
"ГАБРОВО","СЕВЛИЕВО","ГР.СЕВЛИЕВО","Средно училище ""Васил Левски""","700318","75","4.77","","","","","","","","","","","11","4.37","2","3.83","2","2.74","2","3.75","","","","","9","4.31","","","26","5.41","19","4.8","","","","","4","4.16","","","","","1","3.95","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ГАБРОВО","СЕВЛИЕВО","ГР.СЕВЛИЕВО","Професионална гимназия по механоелектротехника ""Ген.Иван Бъчваров""","700323","88","3.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82","4.36","",""
"ГАБРОВО","СЕВЛИЕВО","ГР.СЕВЛИЕВО","Професионална гимназия ""Марин Попов""","700330","13","3.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","3.32","9","3.53","",""
"ГАБРОВО","СЕВЛИЕВО","С.ГРАДНИЦА","Професионална гимназия по транспорт и машиностроене","700320","12","2.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","3.56","","","",""
"ГАБРОВО","ТРЯВНА","ГР.ТРЯВНА","Средно училище ""Петко Рачев Славейков""","700403","21","4.43","","","","","","","","","","","6","3.83","","","","","","","","","","","","","","","","","15","4.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ГАБРОВО","ТРЯВНА","ГР.ТРЯВНА","НАЦИОНАЛНА ГИМНАЗИЯ ЗА ПРИЛОЖНИ ИЗКУСТВА ""ТРЕВНЕНСКА ШКОЛА""","2902503","22","4.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","4.79","","","1","3.01"
"ДОБРИЧ","БАЛЧИК","ГР.БАЛЧИК","Средно училище ""Христо Ботев""","800061","50","3.98","","","","","","","18","3.82","","","8","4.92","13","4.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","3.92","","","",""
"ДОБРИЧ","БАЛЧИК","С.ОБРОЧИЩЕ","Средно училище ""Христо Смирненски""","800065","16","3.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","5.21","","","",""
