"Област","Община","Населено място","Училище","Код по АДМИН","БЕЛ Явили се","БЕЛ Ср. успех в точки","МАТ Явили се","МАТ  Ср. успех в точки"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Частно основно училище ""Бъдеще""","1690912","4","76,13","4","80"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","Национално училище за музикално и танцово изкуство ""Добрин Петков""","2902102","36","82,92","35","70,94"
"ПЛОВДИВ","ПЪРВОМАЙ","ГР.ПЪРВОМАЙ","Основно училище ""Свети Свети Кирил и Методий""","1602301","12","20,21","12","21"
"ПЛОВДИВ","ПЪРВОМАЙ","ГР.ПЪРВОМАЙ","Основно Училище ""Георги Караславов""","1602302","20","55,6","20","43,15"
"ПЛОВДИВ","ПЪРВОМАЙ","ГР.ПЪРВОМАЙ","Начално училище ""Христо Ботев""","1602311","19","73,21","18","51,72"
"ПЛОВДИВ","ПЪРВОМАЙ","ГР.ПЪРВОМАЙ","Средно училище ""Проф. д-р Асен Златаров""","1602314","68","77,03","67","56,66"
"ПЛОВДИВ","ПЪРВОМАЙ","С.БУКОВО","Основно училище ""Д-р Петър Берон""","1602309","3","74,5","3","55,67"
"ПЛОВДИВ","ПЪРВОМАЙ","С.БЯЛА РЕКА","Основно училище ""Любен Каравелов""","1602308","8","47","8","33,5"
"ПЛОВДИВ","ПЪРВОМАЙ","С.ВИНИЦА","Основно училище ""Васил Априлов""","1602306","8","29,5","8","31"
"ПЛОВДИВ","ПЪРВОМАЙ","С.ГРАДИНА","Основно училище ""Христо Ботев""","1602303","20","58,53","24","35,13"
"ПЛОВДИВ","ПЪРВОМАЙ","С.ДЪЛБОК ИЗВОР","Основно училище ""Свети Свети Кирил и Методий""","1602305","2","52,5","2","53"
"ПЛОВДИВ","ПЪРВОМАЙ","С.ИСКРА","Основно училище ""Отец Паисий""","1602304","8","34,19","8","31,38"
"ПЛОВДИВ","ПЪРВОМАЙ","С.КАРАДЖАЛОВО","Основно училище ""Св. Св. Кирил и Методий""","1602307","8","76,44","8","44,75"
"ПЛОВДИВ","РАКОВСКИ","ГР.РАКОВСКИ","Основно училище ""Христо Ботев""","1602502","80","68,81","79","51,13"
"ПЛОВДИВ","РАКОВСКИ","ГР.РАКОВСКИ","Основно училище ""Христо Смирненски""","1602503","57","60,01","57","41,09"
"ПЛОВДИВ","РАКОВСКИ","С.БЕЛОЗЕМ","Основно училище ""Гео Милев""","1602507","45","47,86","45","36,36"
"ПЛОВДИВ","РАКОВСКИ","С.СТРЯМА","Основно училище ""Отец Паисий""","1602504","27","53,83","26","40,77"
"ПЛОВДИВ","РАКОВСКИ","С.ЧАЛЪКОВИ","Основно училище ""Д-р Петър Берон""","1602505","13","64,65","13","46,77"
"ПЛОВДИВ","РОДОПИ","С.БЕЛАЩИЦА","Основно училище "" Пенчо Славейков""","1602602","18","82,94","18","74,44"
"ПЛОВДИВ","РОДОПИ","С.БРАНИПОЛЕ","Основно училище "" Свети Свети Кирил и Методий ""","1602608","19","75,74","19","67,84"
"ПЛОВДИВ","РОДОПИ","С.БРЕСТНИК","Основно училище ""Васил Левски""","1602604","7","70,71","7","55,57"
"ПЛОВДИВ","РОДОПИ","С.БРЕСТОВИЦА","Основно училище ""Христо Ботев""","1602605","10","72,3","10","52,5"
"ПЛОВДИВ","РОДОПИ","С.КАДИЕВО","Основно училище "" Свети Свети Кирил и Методий""","1602606","5","54,4","5","43,2"
"ПЛОВДИВ","РОДОПИ","С.КРУМОВО","Основно училище ""Христо Ботев""","1602613","12","80,83","12","67,08"
"ПЛОВДИВ","РОДОПИ","С.МАРКОВО","Частно основно училище ""Слънчев лъч""","1600018","12","83,04","11","80,45"
"ПЛОВДИВ","РОДОПИ","С.МАРКОВО","Основно училище ""Св. св. Кирил и Методий""","1602607","20","78,03","20","60,85"
"ПЛОВДИВ","РОДОПИ","С.ПЪРВЕНЕЦ","Основно училище ""Св.Св. Кирил и Методий""","1602603","24","59,46","24","43,75"
"ПЛОВДИВ","РОДОПИ","С.УСТИНА","Основно училище ""Свети свети Кирил и Методий""","1602609","17","72,47","17","54,47"
"ПЛОВДИВ","РОДОПИ","С.ЦАЛАПИЦА","Основно Училище ""Паисий Хилендарски""","1602611","20","67,3","20","54,55"
"ПЛОВДИВ","РОДОПИ","С.ЯГОДОВО","Основно училище ""Неофит Рилски""","1602612","10","47,8","10","43,2"
"ПЛОВДИВ","САДОВО","ГР.САДОВО","Основно Училище ""Гео Милев""","1602803","15","31,67","15","27,2"
"ПЛОВДИВ","САДОВО","С.БОГДАНИЦА","Основно училище с. Богданица","1602806","10","34,8","10","17,8"
"ПЛОВДИВ","САДОВО","С.БОЛЯРЦИ","Основно училище ""Георги Сава Раковски ""","1602808","19","54,95","19","37,53"
"ПЛОВДИВ","САДОВО","С.КАРАДЖОВО","Основно училище ""Васил Левски""","1602807","24","58,92","23","32,39"
"ПЛОВДИВ","САДОВО","С.КАТУНИЦА","Основно училище ""Христо Ботев""","1602801","23","67,07","23","56,61"
"ПЛОВДИВ","САДОВО","С.ПОПОВИЦА","Основно училище "" Христо Ботев ""","1602805","22","70,32","22","53,14"
"ПЛОВДИВ","САДОВО","С.ЧЕШНЕГИРОВО","Основно училище ""Свети Свети Кирил и Методий""","1602804","13","59,42","10","53,2"
"ПЛОВДИВ","СОПОТ","ГР.СОПОТ","Средно училище ""Иван Вазов""","1601303","23","66,13","23","57,26"
"ПЛОВДИВ","СОПОТ","ГР.СОПОТ","Начално училище ""Неделя Петкова""","1601320","66","76,83","65","52,69"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","ГР.СТАМБОЛИЙСКИ","Обединено училище ""Христо Ботев"" гр. Стамболийски","1602904","15","23,8","16","15,31"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","ГР.СТАМБОЛИЙСКИ","Основно училище ""Христо Смирненски""","1602905","21","72,67","21","53,81"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","ГР.СТАМБОЛИЙСКИ","Средно училище Отец Паисий","1602907","44","76,15","44","54,82"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","С.ЙОАКИМ ГРУЕВО","Основно училище ""Христо Ботев"" с. Йоаким Груево","1602901","17","46,62","17","44,76"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","С.КУРТОВО КОНАРЕ","Основно училище ""Св. Св. Кирил и Методий""","1602902","19","49,29","19","37,95"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","С.НОВО СЕЛО","Основно училище "" Христо Смирненски ""","1602903","7","44,07","7","46,14"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","С.ТРИВОДИЦИ","Основно училище ""Васил Левски""","1602906","11","48,73","11","34,36"
"ПЛОВДИВ","СЪЕДИНЕНИЕ","ГР.СЪЕДИНЕНИЕ","Средно училище ""Христо Ботев""","1603301","22","51,27","23","25,35"
"ПЛОВДИВ","СЪЕДИНЕНИЕ","ГР.СЪЕДИНЕНИЕ","Начално училище""Любен Каравелов""","1603302","26","77,98","26","59,46"
"ПЛОВДИВ","ХИСАРЯ","ГР.ХИСАРЯ","Основно училище ""Васил Левски""","1603704","15","69,7","15","56,6"
"ПЛОВДИВ","ХИСАРЯ","ГР.ХИСАРЯ","Основно училище "" Климент Охридски""","1603705","11","68,86","10","54,3"
"ПЛОВДИВ","ХИСАРЯ","ГР.ХИСАРЯ","Средно училище ""Христо Смирненски""","1603708","17","76,12","17","72,53"
"ПЛОВДИВ","ХИСАРЯ","С.КРАСНОВО","Обединено училище "" Христо Ботев ""","1603706","8","32","7","22,57"
"ПЛОВДИВ","ХИСАРЯ","С.ПАНИЧЕРИ","Основно училище "" Христо Ботев ""","1603703","4","20,25","4","9,5"
"РАЗГРАД","ЗАВЕТ","ГР.ЗАВЕТ","Средно училище ""Свети Свети Кирил и Методий""","1701101","20","58,13","19","64,11"
"РАЗГРАД","ЗАВЕТ","С.БРЕСТОВЕНЕ","Основно училище ""Христо Ботев""","1701104","13","56,5","13","34,85"
"РАЗГРАД","ЗАВЕТ","С.ВЕСЕЛЕЦ","Основно училище ""Христо Ботев""","1701106","8","57,56","8","53,63"
"РАЗГРАД","ЗАВЕТ","С.ОСТРОВО","ОУ ""Христо Ботев""","1701105","5","57,9","5","37"
"РАЗГРАД","ЗАВЕТ","С.СУШЕВО","Основно училише ""Васил Левски""","1701108","5","63,4","5","44,6"
"РАЗГРАД","ИСПЕРИХ","ГР.ИСПЕРИХ","Основно училище ""Васил Априлов""","1701402","59","65,01","59","53,05"
"РАЗГРАД","ИСПЕРИХ","ГР.ИСПЕРИХ","ОСНОВНО УЧИЛИЩЕ ""ХРИСТО БОТЕВ"",ГРАД ИСПЕРИХ","1701403","24","62,81","24","43,17"
"РАЗГРАД","ИСПЕРИХ","С.ВАЗОВО","Основно училище ""Никола Йонков Вапцаров""","1701408","8","55,81","8","48"
"РАЗГРАД","ИСПЕРИХ","С.КИТАНЧЕВО","Основно училище ""Христо Ботев""","1701411","12","55,33","12","43,08"
"РАЗГРАД","ИСПЕРИХ","С.ЛУДОГОРЦИ","Основно училище ""Христо Ботев""","1701412","12","53,54","11","48,18"
"РАЗГРАД","ИСПЕРИХ","С.ПОДАЙВА","Основно училище ""Отец Паисий""","1701413","17","53,18","17","55,29"
"РАЗГРАД","ИСПЕРИХ","С.ТОДОРОВО","Основно училище "" Васил Левски ""","1701416","4","45,25","4","38,25"
"РАЗГРАД","КУБРАТ","ГР.КУБРАТ","Средно училище ""Христо Ботев""","1701601","37","65,88","37","42,14"
"РАЗГРАД","КУБРАТ","ГР.КУБРАТ","Основно училище ""Христо Смирненски""","1701604","11","42,41","11","29,73"
"РАЗГРАД","КУБРАТ","С.БЕЛОВЕЦ","Основно училище ""Васил Левски""","1701606","6","39,42","6","18,5"
"РАЗГРАД","КУБРАТ","С.СЕВАР","Основно училище ""Никола Йонков Вапцаров""","1701607","12","60,5","12","42,5"
"РАЗГРАД","КУБРАТ","С.СЕСЛАВ","Основно училище ""Свети Свети Кирил и Методий""","1701612","2","42,25","2","35"
"РАЗГРАД","КУБРАТ","С.ЮПЕР","Основно училище ""Свети Климент""","1701608","5","52,6","5","43,6"
"РАЗГРАД","ЛОЗНИЦА","ГР.ЛОЗНИЦА","Начално училище""Васил Левски""","1701711","33","72,91","32","59,53"
"РАЗГРАД","ЛОЗНИЦА","С.ВЕСЕЛИНА","Основно училище ""Иван Вазов""","1701706","2","19,5","2","19"
"РАЗГРАД","ЛОЗНИЦА","С.ГОРОЦВЕТ","Основно училище ""Христо Ботев""","1701709","11","47,14","11","38,27"
"РАЗГРАД","ЛОЗНИЦА","С.СЕЙДОЛ","Основно училище Виделина","1701703","5","54,5","5","41,8"
"РАЗГРАД","ЛОЗНИЦА","С.ТРАПИЩЕ","Основно училище ""Кирил и Методий""","1701710","3","53,67","3","46,67"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Основно училище Никола Йонков Вапцаров","1702611","53","66,99","53","43,53"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Средно училище ""Христо Ботев""","1702612","27","73,91","26","54,54"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Основно училище ""Васил Левски""","1702613","79","86,39","79","82,99"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Основно училище ""Никола Икономов""","1702614","94","75,82","94","60,45"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Основно училище ""Иван Сергеевич Тургенев""","1702615","32","69,13","32","51,47"
"РАЗГРАД","РАЗГРАД","ГР.РАЗГРАД","Основно училище""Отец Паисий""","1702616","14","61,82","14","43,21"
"РАЗГРАД","РАЗГРАД","С.ДЯНКОВО","Основно училище ""Отец Паисий""","1702621","9","55,89","9","44,22"
"РАЗГРАД","РАЗГРАД","С.КИЧЕНИЦА","Основно училище ""Кирил и Методий""","1702623","7","49","7","37,71"
"РАЗГРАД","РАЗГРАД","С.ОСЕНЕЦ","Основно училище ""Д-р Петър Берон""","1702618","7","53,93","8","29,38"
"РАЗГРАД","РАЗГРАД","С.РАКОВСКИ","Основно училище ""Георги Сава Раковски""","1702620","12","61,79","13","42,77"
"РАЗГРАД","РАЗГРАД","С.СТРАЖЕЦ","Основно училище ""Елин Пелин""","1702625","7","36","7","28"
"РАЗГРАД","РАЗГРАД","С.ЯСЕНОВЕЦ","Основно училище ""Свети Свети Кирил и Методий""","1702622","22","34,11","22","34,36"
"РАЗГРАД","САМУИЛ","С.ВЛАДИМИРОВЦИ","Основно училище ""Христо Ботев""","1702903","11","65,82","11","60,55"
"РАЗГРАД","САМУИЛ","С.САМУИЛ","Средно училище ""Свети Свети Кирил и Методий""","1702901","21","76,21","21","56,57"
"РАЗГРАД","САМУИЛ","С.ХЪРСОВО","Основно училище ""Свети Паисий Хилендарски""","1702902","9","35,78","9","28,89"
"РАЗГРАД","ЦАР КАЛОЯН","ГР.ЦАР КАЛОЯН","Средно училище ""Христо Ботев""","1703601","19","70,84","19","65,21"
"РАЗГРАД","ЦАР КАЛОЯН","С.ЕЗЕРЧЕ","Основно училище ""Свети Паисий Хилендарски""","1703602","9","67,83","9","50"
"РУСЕ","БОРОВО","ГР.БОРОВО","Обединено училище ""Свети Климент Охридски""","1801001","6","53,33","6","38,33"
"РУСЕ","БОРОВО","С.ОБРЕТЕНИК","Основно училище ""Петко Рачев Славейков""","1801004","4","65,5","4","59"
"РУСЕ","БЯЛА","ГР.БЯЛА","Начално училище ""Свети Свети Кирил и Методий""","1802001","17","58,06","17","61,88"
"РУСЕ","БЯЛА","ГР.БЯЛА","Начално училище ""Петко Рачев Славейков""","1802002","42","72,21","42","62,33"
"РУСЕ","БЯЛА","С.КОПРИВЕЦ","Основно училище ""Неофит Рилски""","1802008","13","22,73","12","15,83"
"РУСЕ","БЯЛА","С.ПОЛСКО КОСОВО","Основно училище ""Свети свети Кирил и Методий""","1802009","7","63,71","7","30,86"
"РУСЕ","ВЕТОВО","ГР.ВЕТОВО","Средно училище ""Васил Левски"" с професионални паралелки","1803001","27","47,78","26","26,88"
"РУСЕ","ВЕТОВО","ГР.ГЛОДЖЕВО","Средно училище ""Христо Ботев""","1803005","29","65,28","29","48,1"
"РУСЕ","ВЕТОВО","ГР.СЕНОВО","Основно училище ""Свети свети Кирил и Методий""","1803002","9","23,72","9","16"
"РУСЕ","ВЕТОВО","С.СМИРНЕНСКИ","Основно училище ""Петко Рачов Славейков""","1803008","9","63,56","9","52,22"
"РУСЕ","ДВЕ МОГИЛИ","ГР.ДВЕ МОГИЛИ","Средно училище ""Св. св. Кирил и Методий""","1804007","31","63,5","34","47,71"
"РУСЕ","ДВЕ МОГИЛИ","С.БАНИСКА","Основно училище ""Христо Ботев""","1804004","5","42,3","5","39,6"
"РУСЕ","ИВАНОВО","С.ИВАНОВО","Основно училище "" Никола Йонков Вапцаров ""","1805001","3","49,5","3","22,33"
"РУСЕ","ИВАНОВО","С.СВАЛЕНИК","ОСНОВНО УЧИЛИЩЕ "" СВЕТИ КЛИМЕНТ ОХРИДСКИ ""","1805006","1","45,5","1","40"
"РУСЕ","ИВАНОВО","С.ТРЪСТЕНИК","Основно училище""Васил Левски""","1805004","1","48,5","1","31"
"РУСЕ","ИВАНОВО","С.ЩРЪКЛЕВО","Основно училище ""Христо Ботев""","1805005","8","58,63","8","46,5"
"РУСЕ","РУСЕ","ГР.РУСЕ","Основно училище ""Отец Паисий""","1806101","94","79,5","94","70,22"
"РУСЕ","РУСЕ","ГР.РУСЕ","Основно училище ""Любен Каравелов""","1806102","50","85,96","50","78,16"
"РУСЕ","РУСЕ","ГР.РУСЕ","Основно училище ""Ангел Кънчев""","1806103","39","69,45","39","55,85"
"РУСЕ","РУСЕ","ГР.РУСЕ","Основно училище "" Братя Миладинови""","1806104","20","62,08","20","39,45"
"РУСЕ","РУСЕ","ГР.РУСЕ","Основно училище ""Иван Вазов""","1806106","89","80,9","89","65,93"
"РУСЕ","РУСЕ","ГР.РУСЕ","Основно училище ""Алеко Константинов""","1806108","20","49,68","20","48,9"
"РУСЕ","РУСЕ","ГР.РУСЕ","Основно училище ""Тома Кърджиев""","1806109","54","73,48","54","60,07"
"РУСЕ","РУСЕ","ГР.РУСЕ","Основно училище ""Никола Обретенов""","1806110","43","69,92","43","54,21"
"РУСЕ","РУСЕ","ГР.РУСЕ","Основно училище ""Васил Априлов""","1806111","39","73,59","39","53,51"
"РУСЕ","РУСЕ","ГР.РУСЕ","Основно училище ""Христо Смирненски""","1806112","4","70,13","4","45,5"
"РУСЕ","РУСЕ","ГР.РУСЕ","Средно училище за европейски езици ""Свети Константин-Кирил Философ""","1806203","108","83,48","108","70,21"
"РУСЕ","РУСЕ","ГР.РУСЕ","Средно училище с преподаване на немски език ""Фридрих Шилер""","1806204","79","81,89","78","66,85"
"РУСЕ","РУСЕ","ГР.РУСЕ","Основно училище ""Олимпи Панов""","1806205","39","74,42","39","58,46"
"РУСЕ","РУСЕ","ГР.РУСЕ","Средно училище ""Йордан Йовков""","1806206","28","69,79","28","48,11"
"РУСЕ","РУСЕ","ГР.РУСЕ","Средно училище ""Христо Ботев""","1806207","90","80,11","90","70,92"
"РУСЕ","РУСЕ","ГР.РУСЕ","Средно училище ""Възраждане""","1806208","59","71,16","57","55,98"
"РУСЕ","РУСЕ","ГР.РУСЕ","Средно училище ""Васил Левски""","1806209","141","72,5","140","55,01"
"РУСЕ","РУСЕ","ГР.РУСЕ","Първо частно средно училище ""Леонардо да Винчи"" ООД","1806213","1","82","1","80"
"РУСЕ","РУСЕ","ГР.РУСЕ","Частно Начално Училище ""Вяра Надежда Любов"" ООД","1806216","7","79,21","7","75,29"
"РУСЕ","РУСЕ","ГР.РУСЕ","НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ""ПРОФ.ВЕСЕЛИН СТОЯНОВ""","2902105","25","75,44","24","56,13"
"РУСЕ","РУСЕ","С.МАРТЕН","Основно училище ""Отец Паисий""","1806115","23","77,43","23","63,04"
"РУСЕ","РУСЕ","С.НИКОЛОВО","Основно училище ""Свети свети Кирил и Методий""","1806114","9","65,39","9","75,56"
"РУСЕ","РУСЕ","С.НОВО СЕЛО","Основно училище ""Георги Стойков Раковски""","1806117","9","67,22","9","36,67"
"РУСЕ","РУСЕ","С.СЕМЕРДЖИЕВО","ОСНОВНО УЧИЛИЩЕ ""СВ. СВ. КИРИЛ И МЕТОДИЙ""","1806118","6","48,58","6","34,83"
"РУСЕ","РУСЕ","С.ТЕТОВО","Основно училище ""Отец Паисий""","1806120","6","66,58","6","70,17"
"РУСЕ","РУСЕ","С.ХОТАНЦА","Начално училище ""Васил Априлов""","1806121","4","52,25","4","62,25"
"РУСЕ","СЛИВО ПОЛЕ","ГР.СЛИВО ПОЛЕ","Средно училище ""Св.Паисий Хилендарски""","1807008","34","58,94","34","44,71"
"РУСЕ","СЛИВО ПОЛЕ","С.ГОЛЯМО ВРАНОВО","Основно училище Иван Вазов","1807006","17","49,32","17","29,53"
"РУСЕ","СЛИВО ПОЛЕ","С.РЯХОВО","Основно училище ""Свети свети Кирил и Методий""","1807007","3","59,5","3","52,33"
"РУСЕ","ЦЕНОВО","С.ДОЛНА СТУДЕНА","Основно училище ""Свети Климент Охридски""","1808004","8","55,69","8","59,25"
"РУСЕ","ЦЕНОВО","С.КАРАМАНОВО","Основно училище ""Христо Ботев""","1808002","3","70,33","3","45,33"
"РУСЕ","ЦЕНОВО","С.НОВГРАД","Основно училище ""Алеко Константинов""","1808003","3","83","3","73,33"
"РУСЕ","ЦЕНОВО","С.ЦЕНОВО","Основно училище ""Христо Ботев""","1808001","4","50,25","4","63,25"
"СИЛИСТРА","АЛФАТАР","ГР.АЛФАТАР","Основно училище ""Христо Ботев""","1900101","9","67,44","9","41,44"
"СИЛИСТРА","ГЛАВИНИЦА","ГР.ГЛАВИНИЦА","Средно училище ""Васил Левски""","1900201","28","55,98","28","47,93"
"СИЛИСТРА","ГЛАВИНИЦА","С.ЗАФИРОВО","Обединено училище ""Иван Вазов""","1900202","17","43,15","17","40,18"
"СИЛИСТРА","ГЛАВИНИЦА","С.СОКОЛ","Основно училище ""Свети Свети Кирил и Методий""","1900206","5","41,9","5","24"
"СИЛИСТРА","ГЛАВИНИЦА","С.СТЕФАН КАРАДЖА","Основно училище ""Отец Паисий""","1900207","4","46,63","4","24,75"
"СИЛИСТРА","ДУЛОВО","ГР.ДУЛОВО","Средно училище ""Васил Левски""","1900301","39","51,88","40","38,13"
"СИЛИСТРА","ДУЛОВО","ГР.ДУЛОВО","Основно училище ""Христо Смирненски""","1900314","39","64,55","40","51,28"
"СИЛИСТРА","ДУЛОВО","С.ОКОРШ","Средно училище ""Йордан Йовков""","1900302","15","56,73","15","53,2"
"СИЛИСТРА","ДУЛОВО","С.ПАИСИЕВО","Средно училище ""Христо Ботев""","1900303","20","57,85","20","42,9"
"СИЛИСТРА","ДУЛОВО","С.ПОРОЙНО","Начално училище Светлина","1900320","8","32,94","8","43,63"
"СИЛИСТРА","ДУЛОВО","С.ПРАВДА","Основно училище ""Св.Св.Кирил и Методий""","1900309","13","49,85","13","44,23"
"СИЛИСТРА","ДУЛОВО","С.СЕКУЛОВО","Основно училище ""Св.св.Кирил и Методий""","1900304","10","71,35","10","72,2"
"СИЛИСТРА","ДУЛОВО","С.ЧЕРНИК","Основно училище ""Свети свети Кирил и Методий""","1900311","16","53,97","16","54,56"
"СИЛИСТРА","ДУЛОВО","С.ЧЕРНОЛИК","Основно училище ""Д-р Петър Берон""","1900312","9","41,17","9","38,44"
"СИЛИСТРА","ДУЛОВО","С.ЯРЕБИЦА","Основно училище ""Васил Левски""","1900313","18","41,81","18","35,06"
"СИЛИСТРА","КАЙНАРДЖА","С.ГОЛЕШ","Основно училище ""Васил Априлов""","1900401","28","19,27","28","14,14"
"СИЛИСТРА","КАЙНАРДЖА","С.КАЙНАРДЖА","Основно училище ""Черноризец Храбър""","1900403","6","30,67","7","28"
"СИЛИСТРА","КАЙНАРДЖА","С.СРЕДИЩЕ","Основно училище ""Цанко Церковски""","1900404","12","52,46","12","42,17"
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Средно училище ""Никола Йонков Вапцаров""","1900502","66","74,08","65","60,65"
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Основно училище ""Отец Паисий""","1900511","43","78,5","43","62,67"
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Основно училище ""Св. Св. Кирил и Методий""","1900512","46","79,71","45","66,04"
"СИЛИСТРА","СИЛИСТРА","ГР.СИЛИСТРА","Основно училище ""Иван Вазов""","1900514","97","80,6","98","67,79"
"СИЛИСТРА","СИЛИСТРА","С.БРАДВАРИ","Основно училище ""Св. св. Кирил и Методий""","1900516","4","59,75","4","45,75"
"СИЛИСТРА","СИЛИСТРА","С.КАЛИПЕТРОВО","Основно училище ""Св. Св. Кирил и Методий""","1900518","6","51,75","6","29,17"
"СИЛИСТРА","СИЛИСТРА","С.ПРОФЕСОР ИШИРКОВО","Обединено училище ""Свети Климент Охридски""","1900517","14","40,64","14","38,93"
"СИЛИСТРА","СИТОВО","С.ДОБРОТИЦА","Основно училище ""Отец Паисий""","1900601","16","46,59","16","31,31"
"СИЛИСТРА","СИТОВО","С.ИСКРА","Основно училище ""Стефан Караджа""","1900602","13","57,81","16","61"
"СИЛИСТРА","СИТОВО","С.СИТОВО","Основно училище ""Георги Сава Раковски""","1900604","5","51,4","5","45,8"
"СИЛИСТРА","ТУТРАКАН","ГР.ТУТРАКАН","Средно училище ""Йордан Йовков""","1900701","27","77,8","27","58,81"
"СИЛИСТРА","ТУТРАКАН","ГР.ТУТРАКАН","Средно училище ""Христо Ботев""","1900702","38","81,16","38","67,66"
"СИЛИСТРА","ТУТРАКАН","С.НОВА ЧЕРНА","Основно училище ""Свети Свети Кирил и Методий""","1900714","7","61","7","43,57"
"СИЛИСТРА","ТУТРАКАН","С.ЦАР САМУИЛ","Основно училище ""Стефан Караджа""","1900706","3","67,5","3","42"
"СЛИВЕН","КОТЕЛ","ГР.КОТЕЛ","Средно училище ""Георги Стойков Раковски""","2000201","24","61,02","24","30,79"
"СЛИВЕН","КОТЕЛ","ГР.КОТЕЛ","Национално училище за фолклорни изкуства ""Филип Кутев""","2902201","21","79,79","21","58,81"
"СЛИВЕН","КОТЕЛ","С.ГРАДЕЦ","Основно училище ""Капитан Петър Пармаков""","2000206","40","31,73","38","18,05"
"СЛИВЕН","КОТЕЛ","С.КИПИЛОВО","Основно училище ""Свети свети Кирил и Методий""","2000208","2","35,25","2","46"
"СЛИВЕН","КОТЕЛ","С.МОКРЕН","Основно училище ""Христо Ботев""","2000209","12","46,21","12","23,58"
"СЛИВЕН","КОТЕЛ","С.ПЪДАРЕВО","Основно училище ""Георги Стойков Раковски""","2000212","6","31,25","5","26,2"
"СЛИВЕН","КОТЕЛ","С.СТРЕЛЦИ","Основно училище ""Димитър Камбуров""","2000204","1","73,5","1","36"
"СЛИВЕН","КОТЕЛ","С.ТИЧА","ОУ ""Христо Ботев""","2000205","7","45,71","7","41,71"
"СЛИВЕН","КОТЕЛ","С.ФИЛАРЕТОВО","Основно училище ""Д-р Петър Берон""","2000213","10","39,8","10","28,4"
"СЛИВЕН","КОТЕЛ","С.ЯБЛАНОВО","Основно училище ""Никола Йонков Вапцаров""","2000214","30","68,5","30","53,57"
"СЛИВЕН","НОВА ЗАГОРА","ГР.НОВА ЗАГОРА","Начално училище ""Свети Паисий Хилендарски""","2000301","32","36,25","31","45,94"
"СЛИВЕН","НОВА ЗАГОРА","ГР.НОВА ЗАГОРА","Начално училище ""Любен Каравелов""","2000302","32","78,63","31","59,65"
"СЛИВЕН","НОВА ЗАГОРА","ГР.НОВА ЗАГОРА","Основно училище ""Христо Смирненски""","2000303","33","42,09","33","35,27"
"СЛИВЕН","НОВА ЗАГОРА","ГР.НОВА ЗАГОРА","Средно училище ""Иван Вазов""","2000304","10","30,15","10","26,9"
"СЛИВЕН","НОВА ЗАГОРА","ГР.НОВА ЗАГОРА","Средно училище ""Христо Ботев""","2000305","68","77,67","67","57,06"
"СЛИВЕН","НОВА ЗАГОРА","С.БАНЯ","Основно училище ""Злати Терзиев""","2000310","10","16,95","10","17"
"СЛИВЕН","НОВА ЗАГОРА","С.КАРАНОВО","Начално училище ""Д-р Петър Берон""","2000313","8","52,06","9","50,22"
"СЛИВЕН","НОВА ЗАГОРА","С.КОНЬОВО","Основно училище ""Свети свети Кирил и Методий""","2000314","10","26,6","11","16,27"
"СЛИВЕН","НОВА ЗАГОРА","С.КОРТЕН","Основно училище ""Петко Рачев Славейков""","2000315","7","47,21","8","45,88"
"СЛИВЕН","НОВА ЗАГОРА","С.ЛЮБЕНОВА МАХАЛА","Основно училище ""Иларион Макариополски""","2000316","2","19,25","2","18"
"СЛИВЕН","НОВА ЗАГОРА","С.СТОИЛ ВОЙВОДА","Основно училище"" Свети Паисий Хилендарски""","2000321","11","49,77","11","37,82"
"СЛИВЕН","НОВА ЗАГОРА","С.СЪДИЕВО","Основно училище ""Христо Ботев""","2000322","15","33,33","15","20,67"
"СЛИВЕН","СЛИВЕН","ГР.КЕРМЕН","Основно училище ""Христо Смирненски""","2000140","13","47,27","13","48,38"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","Начално училище ""Васил Левски""","2000102","65","82,02","64","65,66"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","Средно училище ""Хаджи Мина Пашов""","2000105","24","46,98","23","31,96"
"СЛИВЕН","СЛИВЕН","ГР.СЛИВЕН","Основно училище ""Христо Ботев""","2000106","86","78,61","86","61,35"
