Област,Община,Населено място,Училище,Код по Админ,БЕЛ,,МАТ,
,,,,,Явили се,Ср. успех в точки,Явили се,Ср. успех в точки
СЛИВЕН,КОТЕЛ,С.ГРАДЕЦ,"Основно училище ""Капитан Петър Пармаков""",2000206,37,46.54,36,36.03
СЛИВЕН,КОТЕЛ,С.КИПИЛОВО,"Основно училище ""Свети свети Кирил и Методий""",2000208,1,67,1,64
СЛИВЕН,КОТЕЛ,С.МОКРЕН,"Основно училище ""Христо Ботев""",2000209,4,31.75,4,26.63
СЛИВЕН,КОТЕЛ,С.ПЪДАРЕВО,"Основно училище ""Георги Стойков Раковски""",2000212,5,13,5,15.2
СЛИВЕН,КОТЕЛ,С.СТРЕЛЦИ,"Основно училище ""Димитър Камбуров""",2000204,1,85,1,89.5
СЛИВЕН,КОТЕЛ,С.ТИЧА,"ОУ ""Христо Ботев""",2000205,1,70,1,77.5
СЛИВЕН,КОТЕЛ,С.ФИЛАРЕТОВО,"Основно училище ""Д-р Петър Берон""",2000213,1,27,1,48
СЛИВЕН,КОТЕЛ,С.ЯБЛАНОВО,"Основно училище ""Никола Йонков Вапцаров""",2000214,33,56,33,52.42
СЛИВЕН,НОВА ЗАГОРА,ГР.НОВА ЗАГОРА,"Начално училище ""Свети Паисий Хилендарски""",2000301,30,47.2,30,64.85
СЛИВЕН,НОВА ЗАГОРА,ГР.НОВА ЗАГОРА,"Начално училище ""Любен Каравелов""",2000302,32,79.44,32,82.16
СЛИВЕН,НОВА ЗАГОРА,ГР.НОВА ЗАГОРА,"Основно училище ""Христо Смирненски""",2000303,29,38.45,30,45.77
СЛИВЕН,НОВА ЗАГОРА,ГР.НОВА ЗАГОРА,"Средно училище ""Иван Вазов""",2000304,13,37.31,13,49.69
СЛИВЕН,НОВА ЗАГОРА,ГР.НОВА ЗАГОРА,"Средно училище ""Христо Ботев""",2000305,63,71.49,63,56.21
СЛИВЕН,НОВА ЗАГОРА,С.БАНЯ,"Основно училище ""Злати Терзиев""",2000310,6,37.33,6,37.42
СЛИВЕН,НОВА ЗАГОРА,С.КАРАНОВО,"Начално училище ""Д-р Петър Берон""",2000313,9,45.78,9,47.5
СЛИВЕН,НОВА ЗАГОРА,С.КОНЬОВО,"Основно училище ""Свети свети Кирил и Методий""",2000314,5,39.8,6,34
СЛИВЕН,НОВА ЗАГОРА,С.КОРТЕН,"Основно училище ""Петко Рачев Славейков""",2000315,3,42,3,46.67
СЛИВЕН,НОВА ЗАГОРА,С.ЛЮБЕНОВА МАХАЛА,"Основно училище ""Иларион Макариополски""",2000316,4,54.5,4,42
СЛИВЕН,НОВА ЗАГОРА,С.СТОИЛ ВОЙВОДА,"Основно училище"" Свети Паисий Хилендарски""",2000321,18,42.44,20,66.1
СЛИВЕН,НОВА ЗАГОРА,С.СЪДИЕВО,"Основно училище ""Христо Ботев""",2000322,13,47.23,13,59.35
СЛИВЕН,СЛИВЕН,ГР.КЕРМЕН,"Основно училище ""Христо Смирненски""",2000140,10,64.5,10,59.3
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Начално училище ""Васил Левски""",2000102,58,85.62,58,78.17
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Средно училище ""Хаджи Мина Пашов""",2000105,15,52,15,43.37
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Основно училище ""Христо Ботев""",2000106,86,72.92,86,63.39
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Основно училище ""Д-р Иван Селимински""",2000107,66,84.36,66,75.35
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Основно училище ""Димитър Петров""",2000108,53,77.66,53,60.19
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Средно училище "" Пейо Крачолов Яворов """,2000109,57,74.56,57,64.58
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Основно училище ""Братя Миладинови""",2000110,116,18.34,115,21.1
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Основно училище ""Панайот Хитов""",2000111,17,68.76,17,54.59
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Основно училище ""Юрий Гагарин""",2000112,93,22.52,95,32.05
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Основно училище ""Свети свети Кирил и Методий""",2000113,18,75.28,18,57.94
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Средно училище ""Йордан Йовков""",2000114,33,65.15,33,55.29
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Средно училище ""Константин Константинов""",2000115,96,82.44,99,70.94
СЛИВЕН,СЛИВЕН,ГР.СЛИВЕН,"Основно училище ""Елисавета Багряна""",2000116,85,78.68,85,73.74
СЛИВЕН,СЛИВЕН,С.БЛАТЕЦ,"Основно училище ""Свети Климент Охридски""",2000132,26,38,27,50.33
СЛИВЕН,СЛИВЕН,С.БЯЛА,"Основно училище ""Хаджи Димитър""",2000131,2,37.5,2,46.5
СЛИВЕН,СЛИВЕН,С.ГАВРАИЛОВО,"Основно училище "" Найден Геров """,2000136,19,35.53,19,45.42
СЛИВЕН,СЛИВЕН,С.ЖЕЛЮ ВОЙВОДА,"Основно училище ""Д-р Петър Берон""",2000138,15,35.07,17,40.06
СЛИВЕН,СЛИВЕН,С.ЗЛАТИ ВОЙВОДА,"Основно училище ""Братя Миладинови""",2000139,13,22.69,12,20.42
СЛИВЕН,СЛИВЕН,С.КАМЕН,"Основно училище ""Свети Свети Кирил и Методий""",2000141,8,50.25,8,48.63
СЛИВЕН,СЛИВЕН,С.КРУШАРЕ,"Обединено училище ""Черноризец Храбър""",2000142,14,69.79,14,64.79
СЛИВЕН,СЛИВЕН,С.САМУИЛОВО,"Основно училище ""Христо Ботев""",2000147,28,50.18,28,49
СЛИВЕН,СЛИВЕН,С.СЕЛИМИНОВО,"Основно училище ""Хаджи Димитър""",2000149,15,29.67,14,33.5
СЛИВЕН,СЛИВЕН,С.СОТИРЯ,"Основно училище ""Свети Паисий Хилендарски""",2000146,31,25.68,30,21.83
СЛИВЕН,СЛИВЕН,С.СТАРА РЕКА,"Основно училище ""Васил Левски""",2000148,3,57.67,3,40.67
СЛИВЕН,СЛИВЕН,С.ТОПОЛЧАНЕ,"Основно училище ""Свети Паисий Хилендарски""",2000150,53,33.51,56,26.62
СЛИВЕН,СЛИВЕН,С.ЧИНТУЛОВО,"Начално училище ""Христо Ботев""",2000151,11,66,11,58.64
СЛИВЕН,ТВЪРДИЦА,ГР.ТВЪРДИЦА,"Средно училище ""Неофит Рилски""",2000402,62,38.69,60,35.42
СЛИВЕН,ТВЪРДИЦА,ГР.ШИВАЧЕВО,"Средно училище ""Георги Алексиев Каравелов""",2000408,40,54.65,40,40.73
СЛИВЕН,ТВЪРДИЦА,С.БЯЛА ПАЛАНКА,"Основно училище ""Никола Йонков Вапцаров""",2000405,9,79.67,9,82.5
СЛИВЕН,ТВЪРДИЦА,С.ОРИЗАРИ,"Начално училище ""Христо Ботев""",2000406,1,64,1,64
СЛИВЕН,ТВЪРДИЦА,С.СБОРИЩЕ,"Основно училище ""Никола Прокопиев""",2000407,22,52.09,21,48.43
СМОЛЯН,БАНИТЕ,С.БАНИТЕ,"Средно училище ""Христо Ботев""",2100201,9,72.89,9,70.89
СМОЛЯН,БАНИТЕ,С.ДАВИДКОВО,"Основно училище ""Св.Св. Кирил и Методий""",2100203,5,71.4,5,69.4
СМОЛЯН,БОРИНО,С.БОРИНО,"Средно училище ""Никола Йонков Вапцаров""",2100301,8,76.25,8,60.25
СМОЛЯН,БОРИНО,С.ЯГОДИНА,"Основно училище ""Отец Паисий""",2100303,2,78.5,2,77
СМОЛЯН,ДЕВИН,ГР.ДЕВИН,"Средно училище ""Христо Ботев""",2100401,32,80.19,32,61.36
СМОЛЯН,ДЕВИН,ГР.ДЕВИН,"Основно училище ""Св.Св.Кирил и Методий""",2100409,3,64.67,3,86
СМОЛЯН,ДЕВИН,С.ГРОХОТНО,"Основно училище ""Гео Милев""",2100405,7,57.86,7,59.14
СМОЛЯН,ДЕВИН,С.ГЬОВРЕН,"Основно училище ""Пейо Крачолов Яворов""",2100406,8,69.38,8,73.44
СМОЛЯН,ДОСПАТ,ГР.ДОСПАТ,"Средно училище ""Димитър Благоев""",2101001,12,79.75,12,73.54
СМОЛЯН,ДОСПАТ,С.БАРУТИН,"Основно училище ""Никола Йонков Вапцаров""",2101005,8,73,8,80.75
СМОЛЯН,ДОСПАТ,С.БРЪЩЕН,"Основно училище "" Яне Сандански """,2101009,7,89.14,7,71.86
СМОЛЯН,ДОСПАТ,С.ЗМЕИЦА,"Основно училище ""Васил Левски""",2101003,4,82,4,88.25
СМОЛЯН,ДОСПАТ,С.КЪСАК,"Основно училище ""Христо Ботев""",2101004,13,77.31,13,74.5
СМОЛЯН,ДОСПАТ,С.ЛЮБЧА,"Основно училище ""Христо Ботев""",2101007,3,79,3,65.33
СМОЛЯН,ДОСПАТ,С.ЦРЪНЧА,"Основно училище "" Никола Йонков Вапцаров""",2101008,5,57.4,5,54.3
СМОЛЯН,ДОСПАТ,С.ЧАВДАР,"Основно училище ""Васил Левски""",2101006,2,79,2,70
СМОЛЯН,ЗЛАТОГРАД,ГР.ЗЛАТОГРАД,"Основно училище ""Васил Левски""",2100606,37,82.38,37,69.01
СМОЛЯН,ЗЛАТОГРАД,С.ДОЛЕН,"ОСНОВНО УЧИЛИЩЕ ""Свети Свети Кирил и Методий""",2100605,5,86.6,5,79.9
СМОЛЯН,ЗЛАТОГРАД,С.СТАРЦЕВО,"Средно училище ""Свети княз Борис I""",2100602,11,80.09,11,76.41
СМОЛЯН,МАДАН,ГР.МАДАН,"Средно училище ""Отец Паисий""",2100701,43,75.16,43,65.37
СМОЛЯН,МАДАН,ГР.МАДАН,"Основно училище ""Никола Йонков Вапцаров""",2100704,6,87.67,6,75.42
СМОЛЯН,МАДАН,С.БОРОВИНА,"Основно училище ""ВАСИЛ ЛЕВСКИ""",2100706,2,79,2,73
СМОЛЯН,МАДАН,С.СРЕДНОГОРЦИ,"ОСНОВНО УЧИЛИЩЕ ""ПЕТКО РАЧОВ СЛАВЕЙКОВ""",2100709,11,75.27,11,69.5
СМОЛЯН,НЕДЕЛИНО,ГР.НЕДЕЛИНО,"Средно училище "" Свети Свети Кирил и Методий""",2100501,14,84.71,14,82.14
СМОЛЯН,РУДОЗЕМ,ГР.РУДОЗЕМ,Средно училище Свети свети Кирил и Методий,2100801,41,74.24,41,62.7
СМОЛЯН,РУДОЗЕМ,С.ЕЛХОВЕЦ,"Основно училище ""Христо Ботев""",2100804,9,84.11,9,89.33
СМОЛЯН,РУДОЗЕМ,С.ЧЕПИНЦИ,"Средно училище ""Христо Ботев""",2100802,13,83.69,12,80.54
СМОЛЯН,СМОЛЯН,ГР.СМОЛЯН,"Средно училище ""Св. Св. Кирил и Методий""",2100103,49,67.88,47,64.11
СМОЛЯН,СМОЛЯН,ГР.СМОЛЯН,"ОСНОВНО УЧИЛИЩЕ ""Юрий Гагарин""",2100104,13,66.85,14,52
СМОЛЯН,СМОЛЯН,ГР.СМОЛЯН,"Средно училище ""Отец Паисий""",2100105,17,86.41,17,73.76
СМОЛЯН,СМОЛЯН,ГР.СМОЛЯН,"Основно училище ""Професор доктор Асен Златаров""",2100107,36,84.83,36,74.56
СМОЛЯН,СМОЛЯН,ГР.СМОЛЯН,"Основно училище ""Стою Шишков""",2100109,27,78,26,74.31
СМОЛЯН,СМОЛЯН,ГР.СМОЛЯН,"ОСНОВНО УЧИЛИЩЕ ""ИВАН ВАЗОВ""",2100110,75,83.53,73,72.84
СМОЛЯН,СМОЛЯН,С.АРДА,"Основно училище ""Св. Св. Кирил и Методий""",2100119,3,93.67,3,87.5
СМОЛЯН,СМОЛЯН,С.МОМЧИЛОВЦИ,"Основно училище ""Св. Св. Кирил и Методий""",2100122,7,77.71,7,58.29
СМОЛЯН,СМОЛЯН,С.СМИЛЯН,"ОСНОВНО УЧИЛИЩЕ ""СВ. СВ. КИРИЛ И МЕТОДИЙ""",2100124,17,71.88,17,58.21
СМОЛЯН,СМОЛЯН,С.ТЪРЪН,"Основно училище ""Стою Шишков""",2100125,6,82.33,6,68.25
СМОЛЯН,СМОЛЯН,С.ШИРОКА ЛЪКА,"Основно училище ""Никола Йонков Вапцаров""",2100128,2,79.5,2,91.5
СМОЛЯН,ЧЕПЕЛАРЕ,ГР.ЧЕПЕЛАРЕ,"Средно Училище ""Васил Дечев""",2100901,31,74.26,31,59.92
СМОЛЯН,ЧЕПЕЛАРЕ,С.ЗАБЪРДО,"Основно училище ""Бачо Киро""",2100905,1,53,1,44.5
СМОЛЯН,ЧЕПЕЛАРЕ,С.ПАВЕЛСКО,"Основно училище ""Цар Симеон """,2100907,1,64,2,47.5
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.БАНКЯ,"78. Средно училище ""Христо Смирненски""",2201078,86,79.03,84,65.35
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.НОВИ ИСКЪР,"170 Средно училище ""Васил Левски""",2215170,56,79.05,54,73.88
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.НОВИ ИСКЪР,"171 ОСНОВНО УЧИЛИЩЕ ""СТОИЛ ПОПОВ""",2215171,41,79.83,41,69.05
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.НОВИ ИСКЪР,"172 Обединено училище ""Христо Ботев""",2215172,4,54.25,5,46.5
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"Частно начално училище ""Светилник""",2200014,3,82.67,3,73.83
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"ЧСУ ""Роналд Лаудер""",2200021,22,87.09,21,74.12
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"Частно начално училище ""Милеа""",2200022,7,39.86,7,41.29
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"Частно средно училище ""Константин-Кирил Философ""",2200023,5,57.8,5,55.4
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"Частно средно училище ""Наука за деца""",2200024,25,92.96,25,93.38
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,Частно Начално Училище Канадско Мече,2200031,20,85.35,20,78.73
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,Частно основно училище Прогресивно образование 3 - София,2200037,13,88,13,85.38
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,ЧАСТНО ОСНОВНО УЧИЛИЩЕ ФЮЖЪН,2200045,24,83.83,24,72.81
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"Частно основно училище ""Цар Симеон Велики""",2201515,13,75.15,14,66.43
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"2 Средно училище ""Академик Емилиян Станев """,2202002,130,85.08,126,77.5
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"5 Основно училище ""Иван Вазов""",2202005,80,83.46,79,71.91
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"26 Средно училище ""Йордан Йовков""",2202026,44,80.91,44,77.06
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"50. ОСНОВНО УЧИЛИЩЕ ""ВАСИЛ ЛЕВСКИ""",2202050,73,77.63,72,69.29
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"52. основно училище ""Цанко Церковски""",2202052,71,81.59,71,71.61
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"64 основно училище "" Цар Симеон Велики """,2202064,48,84.83,48,78.23
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"Частно профилирано средно училище ""Свети Наум""",2202534,6,82.83,7,83.14
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"ЧСУ ""Рьорих"" с ранно чуждоезиково обучение и разширено изучаване на музика и изобразително изкуство",2202535,10,81.1,10,84.1
СОФИЯ-ГРАД,СТОЛИЧНА,ГР.СОФИЯ,"Частно средно езиково училище ""Британика""",2202536,31,91.55,31,82.61
