"﻿Област","Община","Населено място","Код по Админ","Училище","Явили се БЕЛ","Ср. успех в точки БЕЛ","Явили се МАТ","Ср. успех в точки МАТ"
"СТАРА ЗАГОРА","КАЗАНЛЪК","ГР.КАЗАНЛЪК","2 400 274","ОСНОВНО УЧИЛИЩЕ  ""МАТИ БОЛГАРИЯ""","89","82,1","89","70,19"
"СТАРА ЗАГОРА","КАЗАНЛЪК","ГР.КАЗАНЛЪК","2 400 275","Основно училище ""Чудомир""","43","70,79","42","57,24"
"СТАРА ЗАГОРА","КАЗАНЛЪК","ГР.КАЗАНЛЪК","2 400 276","Основно училище ""Никола Йонков Вапцаров""","73","82,73","71","68,04"
"СТАРА ЗАГОРА","КАЗАНЛЪК","ГР.КАЗАНЛЪК","2 400 277","Основно училище  ""Антон Страшимиров""","26","32,12","26","52,42"
"СТАРА ЗАГОРА","КАЗАНЛЪК","ГР.КАЗАНЛЪК","2 400 264","Средно училище ""Екзарх Антим  ""","72","78,14","71","59,68"
"СТАРА ЗАГОРА","КАЗАНЛЪК","ГР.ШИПКА","2 400 289","Основно училище  ""Свети свети Кирил и Методий""","4","52,25","5","31,4"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.БУЗОВГРАД","2 400 278","Основно Училище "" Васил Левски""","6","38,5","6","30,83"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ГОРНО ЧЕРКОВИЩЕ","2 400 279","Основно училище""Свети Климент Охридски""","10","41,4","10","45,6"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ЕНИНА","2 400 280","Основно Училище ""Христо Ботев""","11","74","11","69,64"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.КОПРИНКА","2 400 281","Основно училище ""Кирил и Методий""","7","34,29","7","37,14"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.КРЪН","2 400 282","Основно училище  ""Свети Климент Охридски""","3","51,67","3","40"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.КЪНЧЕВО","2 400 283","Основно училище Свети Свети Кирил и Методий""","11","30,82","11","24,45"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ОВОЩНИК","2 400 284","Основно училище ""Д-р Петър Берон""","5","72,8","5","55,4"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.РЪЖЕНА","2 400 286","Обединено училище  ""Свети Свети Кирил и Методий""","12","33,67","12","29,08"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ХАДЖИДИМИТРОВО","2 400 287","Основно училище Свети Паисий Хилендарски","10","31,8","11","27,27"
"СТАРА ЗАГОРА","КАЗАНЛЪК","С.ШЕЙНОВО","2 400 288","ОУ ""Д-Р ПЕТЪР БЕРОН""","8","16,13","8","16"
"СТАРА ЗАГОРА","МЪГЛИЖ","ГР.МЪГЛИЖ","2 405 116","ОСНОВНО УЧИЛИЩЕ  ""ХРИСТО БОТЕВ""","25","59,48","25","57"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.ВЕТРЕН","2 405 118","Основно Училище ""Свети свети Кирил и Методий""","12","41","11","32"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.ДЪБОВО","2 405 119","Основно училище  ""Св.св.Кирил и Методий""","6","58,17","6","37,17"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.ЗИМНИЦА","2 405 123","Начално училище ,,Свeти Паисий Хилендарски""","16","26,19","16","23,56"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.ТУЛОВО","2 405 120","Основно училище ""Христо Смирненски""","5","42,6","7","32,57"
"СТАРА ЗАГОРА","МЪГЛИЖ","С.ЯГОДА","2 405 122","Основно училище ""Христо Ботев""","17","58,65","17","50"
"СТАРА ЗАГОРА","НИКОЛАЕВО","ГР.НИКОЛАЕВО","2 407 133","Основно училище ""Свети свети Кирил и Методий""","34","36,35","34","43,24"
"СТАРА ЗАГОРА","НИКОЛАЕВО","С.ЕДРЕВО","2 407 134","Начално училище ""Васил Левски""","8","38,25","8","54,25"
"СТАРА ЗАГОРА","НИКОЛАЕВО","С.ЕЛХОВО","2 407 135","Начално училище ""Братя Жекови""  с. Елхово общ. Николаево","6","58,83","6","43,33"
"СТАРА ЗАГОРА","НИКОЛАЕВО","С.НОВА МАХАЛА","2 407 136","Начално училище "" Св. Св. Кирил и Методий""","5","37,2","5","42"
"СТАРА ЗАГОРА","ОПАН","С.ОПАН","2 400 837","Обединено училище ""Христо Ботев""","8","50,13","8","54,13"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","ГР.ПАВЕЛ БАНЯ","2 409 139","Средно училище  ""Христо Ботев""","43","73,98","43","63,49"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.АЛЕКСАНДРОВО","2 409 141","Основно училище ""Христо Ботев""","19","47,37","19","41,26"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.ГАБАРЕВО","2 409 142","Основно училище ""Никола Йонков Вапцаров""","9","54,11","9","51,56"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.ГОРНО САХРАНЕ","2 409 143","Основно училище ""Васил Левски""","4","26,25","4","28,75"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.МАНОЛОВО","2 409 145","Основно училище ""Георги Бенковски""","4","19,75","6","26"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.ОСЕТЕНОВО","2 409 146","Основно училище  ""Христо Ботев""","7","35,71","7","39,86"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.СКОБЕЛЕВО","2 409 147","Основно училище""Генерал Скобелев""","11","66,55","11","55,45"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.ТЪЖА","2 409 148","Основно училище ""Просвета""","6","52,17","6","44,17"
"СТАРА ЗАГОРА","ПАВЕЛ БАНЯ","С.ТЪРНИЧЕНИ","2 409 149","ОСНОВНО УЧИЛИЩЕ ""Свети Паисий Хилендарски""","6","28,17","6","27,33"
"СТАРА ЗАГОРА","РАДНЕВО","ГР.РАДНЕВО","2 401 054","Първо основно училище  ""Свети Климент Охридски""","9","32,78","9","34,78"
"СТАРА ЗАГОРА","РАДНЕВО","ГР.РАДНЕВО","2 401 055","Второ основно училище ""Свети Паисий Хилендарски""","52","79,1","50","62,42"
"СТАРА ЗАГОРА","РАДНЕВО","ГР.РАДНЕВО","2 401 052","Средно училище ""Гео Милев""","61","65,51","61","50,69"
"СТАРА ЗАГОРА","РАДНЕВО","С.КОЛАРОВО","2 401 058","Основно училище ""Поп Минчо""","9","69,44","9","47,89"
"СТАРА ЗАГОРА","РАДНЕВО","С.СЪРНЕВО","2 401 060","Основно училище  ""Свети свети Кирил и Методий""","7","32,57","7","33,71"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 902 104","Национално училище за музикални  и сценични изкуства""Христина Морфова""","18","81,72","17","67,24"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 124","Начално училише ""Кольо Ганчев""","25","68,88","26","55,46"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 146","Начално училище ""Димитър Благоев""","54","90,17","53","92,83"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 147","Начално училище ""Зора""","8","66,13","8","72,25"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 109","Основно училище ""Георги Райчев""","46","68,67","46","54,83"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 122","Първо основно училище ""Георги Бакалов""","13","31,92","12","21,75"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 123","Основно училище ""П.Р.Славейков""","123","89,27","122","77,87"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 125","Основно училище  ""КИРИЛ ХРИСТОВ ""","134","85,9","134","71,51"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 126","Пето основно училище "" Митьо Станев ""","156","85,12","156","71,67"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 129","Основно училище Самара","16","67,81","16","51,06"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 130","IX ОУ ""Веселин Ханчев","61","79,52","61","64,3"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 132","Единадесето основно училище  ""Николай Лилиев""","48","86,75","48","75,06"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 133","Дванадесето основно училище ""Стефан Караджа""","28","18,36","25","19,04"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 134","Тринадесето основно училище ""Свети Паисий Хилендарски""","38","80,58","38","61,61"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 403 219","ШЕСТО ОСНОВНО УЧИЛИЩЕ  ""СВЕТИ НИКОЛА""","151","89,26","150","75,43"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 014","СРЕДНО УЧИЛИЩЕ ""ЖЕЛЕЗНИК""","78","82,68","78","64,35"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 104","СРЕДНО УЧИЛИЩЕ ""ВАСИЛ ЛЕВСКИ""","80","85,31","80","68,91"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 105","Средно училище ""Христо Смирненски""","34","35,82","34","37,26"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 106","Средно училище ""Максим Горки""","51","90,27","51","76,41"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 107","Средно училище  ""Иван Вазов""","107","84,54","106","65,55"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 174","Средно училище ""Христо Ботев""","12","57,5","12","39,83"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","ГР.СТАРА ЗАГОРА","2 400 167","Частно основно училище ""Елин Пелин""","25","78","25","76,36"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.БРАТЯ КУНЧЕВИ","2 400 138","Основно училище ""Христо Ботев""","18","45,56","18","43,83"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ГОРНО БОТЕВО","2 400 139","Основно училище ""Христо Ботев"" с. Горно Ботево","4","50","4","48,25"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ДЪЛБОКИ","2 400 140","Основно училище  ""Иван Мирчев""","11","41,45","11","40,36"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ЗАГОРЕ","2 400 141","Основно училище ""Христо Ботев""","8","48,25","8","47,13"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.КАЛОЯНОВЕЦ","2 400 142","Основно училище ""Отец Паисий""","13","46,69","13","44,69"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ПРЕСЛАВЕН","2 400 143","Основно училище ""Бойчо Русев""","7","43,43","7","41,43"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ХАН АСПАРУХОВО","2 400 144","Основно училище  ""Свети свети Кирил и Методий""","25","25,64","25","30,2"
"СТАРА ЗАГОРА","СТАРА ЗАГОРА","С.ХРИЩЕНИ","2 400 145","Основно училище  ""Христо Ботев""","5","51,4","5","55,4"
"СТАРА ЗАГОРА","ЧИРПАН","ГР.ЧИРПАН","2 401 189","Начално училище ""Свети Климент Охридски""","13","77,08","13","71,69"
"СТАРА ЗАГОРА","ЧИРПАН","ГР.ЧИРПАН","2 401 181","Основно училище ""Васил Левски""","35","76,23","35","68,03"
"СТАРА ЗАГОРА","ЧИРПАН","ГР.ЧИРПАН","2 401 182","Основно училище ""Свети свети Кирил и Методий""","37","39,59","37","41,05"
"СТАРА ЗАГОРА","ЧИРПАН","ГР.ЧИРПАН","2 401 178","Средно училище  ""Пейо Крачолов Яворов""","58","79,33","59","68,2"
"СТАРА ЗАГОРА","ЧИРПАН","С.ГИТА","2 401 184","Основно училище "" Васил Левски""","9","24","9","27"
"СТАРА ЗАГОРА","ЧИРПАН","С.ЗЕТЬОВО","2 401 185","Основно училище "" Отец Паисий ""","10","55,5","10","40,2"
"СТАРА ЗАГОРА","ЧИРПАН","С.СВОБОДА","2 401 186","Основно училище ""Кирил и Методий""","13","52,31","11","44,64"
"ТЪРГОВИЩЕ","АНТОНОВО","ГР.АНТОНОВО","2 500 201","Средно училище  ""Свети Свети Кирил и Методий""","12","36,17","11","38,73"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ИЗВОРОВО","2 510 001","Начално училище ""Д-р Петър Берон""","0","0","1","16"
"ТЪРГОВИЩЕ","АНТОНОВО","С.СТЕВРЕК","2 510 102","Основно Училище ""Никола Йонков Вапцаров""","2","55","2","57"
"ТЪРГОВИЩЕ","АНТОНОВО","С.ТРЕСКАВЕЦ","2 510 104","Основно училище  ""Никола Йонков Вапцаров""","3","55,67","3","50,67"
"ТЪРГОВИЩЕ","ОМУРТАГ","ГР.ОМУРТАГ","2 520 001","Първо начално училище ""Христо Смирненски""","45","72,24","45","63,58"
"ТЪРГОВИЩЕ","ОМУРТАГ","ГР.ОМУРТАГ","2 520 002","Второ начално училище "" Васил Левски ""","14","31,21","14","33"
"ТЪРГОВИЩЕ","ОМУРТАГ","С.БЕЛОМОРЦИ","2 520 101","Основно училище ""Георги Бенковски""","9","42,67","9","38"
"ТЪРГОВИЩЕ","ОМУРТАГ","С.ВРАНИ КОН","2 520 102","Основно училище  ""Никола Йонков Вапцаров""","16","63,94","16","58,63"
"ТЪРГОВИЩЕ","ОМУРТАГ","С.ЗЕЛЕНА МОРАВА","2 520 104","Основно училище ""Христо Ботев""","12","51,92","12","61,58"
"ТЪРГОВИЩЕ","ОМУРТАГ","С.КАМБУРОВО","2 520 105","Основно училище ""Христо Ботев""","23","45,22","23","41,96"
"ТЪРГОВИЩЕ","ОМУРТАГ","С.ПЛЪСТИНА","2 520 107","Основно училище ""Д-р Петър Берон""","17","59,65","16","69,56"
"ТЪРГОВИЩЕ","ОПАКА","ГР.ОПАКА","2 530 201","Средно училище ""Васил Левски""","9","67,11","9","70,44"
"ТЪРГОВИЩЕ","ОПАКА","С.ГОЛЯМО ГРАДИЩЕ","2 530 102","Основно училище  ""Алеко Константинов""","5","72,2","5","60,4"
