"﻿Област","Община","Населено място","Училище","Код по Админ","Явили се","Ср. успех в точки","Явили се","Ср. успех в точки"
"","","","","","БЕЛ","БЕЛ","МАТ","МАТ"
"ПАЗАРДЖИК","БЕЛОВО","ГР.БЕЛОВО","СУ ""Ал. Иванов - Чапай""","1 308 667","58","59,49","58","36,3"
"ПАЗАРДЖИК","БЕЛОВО","С.МЕНЕНКЬОВО","ОУ ""Отец Паисий""","1 308 560","7","32,29","7","19,5"
"ПАЗАРДЖИК","БРАЦИГОВО","ГР.БРАЦИГОВО","СУ ""Народни будители""","1 301 566","7","6,36","9","11"
"ПАЗАРДЖИК","БРАЦИГОВО","С.БЯГА","ОУ ""Христо Ботев""","1 302 071","7","37,14","7","22,04"
"ПАЗАРДЖИК","БРАЦИГОВО","С.ИСПЕРИХОВО","ОУ ""Христо Ботев""","1 302 096","21","13,71","20","13,64"
"ПАЗАРДЖИК","ВЕЛИНГРАД","ГР.ВЕЛИНГРАД","СУ ""Св.св.Кирил и Методий","1 301 674","53","63,05","53","37,69"
"ПАЗАРДЖИК","ВЕЛИНГРАД","ГР.ВЕЛИНГРАД","ОУ  ""Хр.Ботев""","1 301 699","37","58,09","37","32,87"
"ПАЗАРДЖИК","ВЕЛИНГРАД","ГР.ВЕЛИНГРАД","СУ ""Васил Левски""","1 302 573","42","56,5","42","39,46"
"ПАЗАРДЖИК","ВЕЛИНГРАД","ГР.ВЕЛИНГРАД","ОУ ""Неофит Рилски""","1 306 811","25","32,02","24","34,71"
"ПАЗАРДЖИК","ВЕЛИНГРАД","ГР.ВЕЛИНГРАД","ОУ "" Г.Бенковски ""","1 301 707","16","20,59","16","24,56"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.АБЛАНИЦА","ОУ ""Хр. Ботев""","1 302 438","2","59","2","50,63"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.БИРКОВА","ОУ ""Д-р. Петър Берон""","1 301 610","11","29,18","11","30,45"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.ГРАШЕВО","ОУ ""Васил Левски""","1 301 382","7","52,71","7","31,11"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.ДРАГИНОВО","СУ ""Методий Драгинов""","1 301 852","52","49,03","52","40,63"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.КРЪСТАВА","ОУ ""Васил Левски""","1 301 628","13","39,31","13","35,88"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.ПАШОВИ","ОУ ""Иван Вазов""","1 301 514","28","57,7","28","39,27"
"ПАЗАРДЖИК","ВЕЛИНГРАД","С.СВЕТА ПЕТКА","СУ ""Христо Смирненски""","1 302 349","30","46,78","30","30,3"
"ПАЗАРДЖИК","ЛЕСИЧОВО","С.ДИНКАТА","ОУ ""Кочо Честеменски""","1 309 813","11","14,14","11","14"
"ПАЗАРДЖИК","ЛЕСИЧОВО","С.КАЛУГЕРОВО","ОУ Христо Ботев","1 302 114","10","14,55","9","29,33"
"ПАЗАРДЖИК","ЛЕСИЧОВО","С.ЦЕРОВО","ОУ ""Христо  Ботев""","1 302 445","6","26,83","6","14"
"ПАЗАРДЖИК","ПАЗАРДЖИК","ГР.ПАЗАРДЖИК","ПМГ ""К. Величков""","1 309 018","46","73,05","46","76,53"
"ПАЗАРДЖИК","ПАЗАРДЖИК","ГР.ПАЗАРДЖИК","ОУ ""Проф. Ив. Батаклиев""","1 301 717","132","68,66","132","50,49"
"ПАЗАРДЖИК","ПАЗАРДЖИК","ГР.ПАЗАРДЖИК","ОУ  ""Любен Каравелов""","1 307 267","24","64,77","24","42,76"
"ПАЗАРДЖИК","ПАЗАРДЖИК","ГР.ПАЗАРДЖИК","I ОУ ""Св. Кл. Охридски""","1 302 502","41","64,67","41","39,48"
"ПАЗАРДЖИК","ПАЗАРДЖИК","ГР.ПАЗАРДЖИК","СУ ""Г. Бенковски""","1 304 948","103","62,38","103","33,86"
"ПАЗАРДЖИК","ПАЗАРДЖИК","ГР.ПАЗАРДЖИК","СУ ""Д-р П.Берон""","1 305 831","62","62,26","62","34,07"
"ПАЗАРДЖИК","ПАЗАРДЖИК","ГР.ПАЗАРДЖИК","СУ ""Георги Брегов""","1 305 338","83","60,14","83","33,24"
"ПАЗАРДЖИК","ПАЗАРДЖИК","ГР.ПАЗАРДЖИК","ОУ""Хр. Смирненски""","1 304 930","41","58,15","41","34,76"
"ПАЗАРДЖИК","ПАЗАРДЖИК","ГР.ПАЗАРДЖИК","СУ Пазарджик","1 300 013","75","44,46","75","22,2"
"ПАЗАРДЖИК","ПАЗАРДЖИК","ГР.ПАЗАРДЖИК","ОУ ""Стефан Захариев""","1 302 517","14","34,39","14","14,32"
"ПАЗАРДЖИК","ПАЗАРДЖИК","ГР.ПАЗАРДЖИК","ОУ ""Христо Ботев""","1 302 534","14","29,14","14","17,2"
"ПАЗАРДЖИК","ПАЗАРДЖИК","ГР.ПАЗАРДЖИК","СУ ""Димитър Гачев""","1 301 234","27","17,43","27","25,35"
"ПАЗАРДЖИК","ПАЗАРДЖИК","ГР.ПАЗАРДЖИК","ОУ ""Св.св.Кирил и Методий""","1 301 724","30","7,77","29","9,62"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.АЛЕКО КОНСТАНТИНОВО","ОУ ""Св. Климент Охридски""","1 302 453","22","13,05","22","10,36"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.БРАТАНИЦА","ОУ ""Христо Ботев""","1 302 025","6","9,33","6","12"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ВЕЛИЧКОВО","ОУ ""Васил Левски""","1 301 860","1","20,5","1","11"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ГЕЛЕМЕНОВО","ОУ "" Отец Паисий ""","1 303 456","10","11,2","10","14,25"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ГЛАВИНИЦА","ОУ ""Христо Ботев""","1 307 598","5","16","5","15,65"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ГОВЕДАРЕ","ОУ ""Отец Паисий""","1 302 178","9","17,33","9","15,31"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ЗВЪНИЧЕВО","ОУ ""Васил Левски""","1 302 032","6","23,83","6","15,67"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ИВАЙЛО","ОУ""Св.Св.Кирил и Методий""","1 302 235","5","32,8","5","16"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.МАЛО КОНАРЕ","ОУ""Св. св. Кирил и Методий""","1 302 146","17","22,26","17","15,78"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.МОКРИЩЕ","ОУ ""Св. Климент Охридски""","1 302 228","3","24,33","3","25"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ОГНЯНОВО","ОУ ""Отец Паисий""","1 302 185","8","20,06","7","15,04"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ПАТАЛЕНИЦА","ОУ ""Константин Величков""","1 302 043","12","51,92","12","29,04"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ПИЩИГОВО","ОУ ""К.Честименски""","1 302 299","7","21,79","8","24,03"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.САРАЯ","ОУ ""Христо Ботев""","1 301 980","13","22,46","13","16,69"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ЧЕРНОГОРОВО","ОУ ""Ас.Златаров""","1 302 566","18","44,75","18","38,35"
"ПАЗАРДЖИК","ПАЗАРДЖИК","С.ЮНАЦИТЕ","ОУ ""Христо Ботев""","1 307 713","7","20,57","7","11,86"
"ПАЗАРДЖИК","ПАНАГЮРИЩЕ","ГР.ПАНАГЮРИЩЕ","СУ ""НЕШО БОНЧЕВ""","1 302 623","78","57,41","77","30,68"
"ПАЗАРДЖИК","ПАНАГЮРИЩЕ","ГР.ПАНАГЮРИЩЕ","ОУ ""Проф. М. Дринов""","1 301 731","57","52,04","57","30,17"
"ПАЗАРДЖИК","ПАНАГЮРИЩЕ","ГР.ПАНАГЮРИЩЕ","ОУ ""20 април""","1 301 749","31","38,35","29","23,17"
"ПАЗАРДЖИК","ПАНАГЮРИЩЕ","С.ПОИБРЕНЕ","ОУ ""СВЕЩ. НЕДЕЛЬО ИВАНОВ""","1 305 555","10","26,5","10","10,5"
"ПАЗАРДЖИК","ПАНАГЮРИЩЕ","С.ПОПИНЦИ","ОУ ""ОТЕЦ ПАИСИЙ""","1 302 301","15","22,17","14","12,45"
"ПАЗАРДЖИК","ПЕЩЕРА","ГР.ПЕЩЕРА","СУ""Св. Климент Охридски""","1 302 630","39","55,03","39","29,5"
"ПАЗАРДЖИК","ПЕЩЕРА","ГР.ПЕЩЕРА","ОУ ""Петко Рачов Славейков""","1 300 034","24","51,48","23","40,12"
"ПАЗАРДЖИК","ПЕЩЕРА","ГР.ПЕЩЕРА","ОУ""Св. Патриарх Евтимий""","1 301 763","34","44,93","33","21,92"
"ПАЗАРДЖИК","ПЕЩЕРА","ГР.ПЕЩЕРА","ОУ ""Любен Каравелов""","1 304 357","27","16,24","29","17,48"
"ПАЗАРДЖИК","РАКИТОВО","ГР.КОСТАНДОВО","ОУ ""Неофит Рилски ""","1 300 054","48","44,71","48","18,55"
"ПАЗАРДЖИК","РАКИТОВО","ГР.РАКИТОВО","СУ ""Св.Кл.Охридски""","1 301 770","52","48,6","51","33,87"
"ПАЗАРДЖИК","РАКИТОВО","ГР.РАКИТОВО","ОУ ""Христо Ботев""","1 304 532","40","21,45","39","20,38"
"ПАЗАРДЖИК","РАКИТОВО","ГР.РАКИТОВО","ВУИ""Ангел Узунов""","1 302 722","9","13,44","9","10,22"
"ПАЗАРДЖИК","РАКИТОВО","С.ДОРКОВО","ОУ ""Христо Ботев""","1 302 324","22","53,89","24","27,43"
"ПАЗАРДЖИК","СЕПТЕМВРИ","ГР.ВЕТРЕН","ОУ ""Св.Св.Кирил и Методий""","1 301 891","14","37,25","14","19,02"
"ПАЗАРДЖИК","СЕПТЕМВРИ","ГР.СЕПТЕМВРИ","СУ ""Христо Ботев""","1 301 788","49","54,33","49","28,81"
"ПАЗАРДЖИК","СЕПТЕМВРИ","ГР.СЕПТЕМВРИ","СУ""Христо Смирненски""","1 303 889","28","18,71","26","13,87"
"ПАЗАРДЖИК","СЕПТЕМВРИ","С.ВАРВАРА","ОУ ""Никола Йонков Вапцаров""","1 301 806","10","42,75","10","46,85"
"ПАЗАРДЖИК","СЕПТЕМВРИ","С.ВЕТРЕН ДОЛ","ОУ ""Христо Смирненски""","1 301 813","2","34,5","2","16,75"
"ПАЗАРДЖИК","СЕПТЕМВРИ","С.ВИНОГРАДЕЦ","ОУ "" Г. БЕНКОВСКИ ""","1 301 902","4","28,38","5","12,4"
"ПАЗАРДЖИК","СЕПТЕМВРИ","С.КАРАБУНАР","ОУ ""Христо Ботев""","1 302 064","8","42,5","8","27,31"
"ПАЗАРДЖИК","СЕПТЕМВРИ","С.КОВАЧЕВО","ОУ""Св.Св.Кирил и Методий""","1 301 810","11","18,36","11","17,8"
"ПАЗАРДЖИК","СЕПТЕМВРИ","С.СЕМЧИНОВО","ОУ ""Христо Ботев""","1 301 838","16","30,97","16","15,61"
"ПАЗАРДЖИК","СТРЕЛЧА","ГР.СТРЕЛЧА","СУ","1 302 662","22","43,41","23","25,61"
"ПАЗАРДЖИК","СЪРНИЦА","ГР.СЪРНИЦА","СУ ""Св. св. Кирил и Методий""","1 300 706","30","42,02","30","21,55"
"ПАЗАРДЖИК","СЪРНИЦА","С.МЕДЕНИ ПОЛЯНИ","ОУ ""Георги С. Раковски""","1 302 406","10","43,4","10","38,78"
"ПАЗАРДЖИК","СЪРНИЦА","С.ПОБИТ КАМЪК","ОУ ""Никола Вапцаров""","1 304 923","11","50,05","11","53,07"
"ПЕРНИК","БРЕЗНИК","ГР.БРЕЗНИК","СУ ""В. Левски""","1 400 842","32","48,17","31","25,51"
"ПЕРНИК","БРЕЗНИК","С.НОЕВЦИ","ОУ ""Христо Смирненски""","1 400 841","8","36,94","8","25,25"
"ПЕРНИК","ЗЕМЕН","ГР.ЗЕМЕН","СУ  ""Св. Св. Кирил и Методий""","1 401 946","9","47,17","9","24,92"
"ПЕРНИК","КОВАЧЕВЦИ","С.КАЛИЩЕ","ОУ ""Св.Св.Кирил и Методий""","1 402 258","1","9","1","9,25"
"ПЕРНИК","ПЕРНИК","ГР.БАТАНОВЦИ","ОУ ""Христо Ботев""","1 403 218","22","48,07","22","26,35"
"ПЕРНИК","ПЕРНИК","ГР.ПЕРНИК","ПМГ ""Христо Смирненски""","1 403 219","26","80,85","26","81,79"
"ПЕРНИК","ПЕРНИК","ГР.ПЕРНИК","СУРИЧЕ ""Д-р Петър Берон""","1 403 216","86","67,65","86","36,19"
"ПЕРНИК","ПЕРНИК","ГР.ПЕРНИК","ОУ ""Св. Ив. Рилски""","1 403 201","149","67,39","149","41,9"
"ПЕРНИК","ПЕРНИК","ГР.ПЕРНИК","Х ОУ ""Ал. Константинов""","1 403 205","82","61,73","82","36,72"
"ПЕРНИК","ПЕРНИК","ГР.ПЕРНИК","XI ОУ""Елин Пелин""","1 403 206","95","61,71","95","36,19"
"ПЕРНИК","ПЕРНИК","ГР.ПЕРНИК","ОУ""Св.К.К.Философ""","1 403 211","16","58,09","16","24,27"
"ПЕРНИК","ПЕРНИК","ГР.ПЕРНИК","XVI  ОУ - гр. Перник","1 403 215","43","57,57","43","27,21"
"ПЕРНИК","ПЕРНИК","ГР.ПЕРНИК","VІІІ ОУ ""Кракра Пернишки""","1 403 203","19","52,68","20","21,04"
"ПЕРНИК","ПЕРНИК","ГР.ПЕРНИК","VII ОУ ""Г. С. Раковски""","1 403 202","26","49,46","26","32,91"
"ПЕРНИК","ПЕРНИК","ГР.ПЕРНИК","ХІІІ ОУ Св св Кирил и Методий","1 403 208","40","47,5","40","23,11"
"ПЕРНИК","ПЕРНИК","ГР.ПЕРНИК","VІ СУ""Св.Св.""Кирил и Методий""","1 403 214","26","47,21","26","26,72"
"ПЕРНИК","ПЕРНИК","ГР.ПЕРНИК","ХІІ ОУ ""Васил Левски""","1 403 207","20","47,13","19","25,29"
"ПЕРНИК","ПЕРНИК","ГР.ПЕРНИК","V СУ ""П.Р. Славейков""","1 403 213","15","39,8","15","15,83"
"ПЕРНИК","ПЕРНИК","ГР.ПЕРНИК","СУ ""Олимпиец""","1 403 217","17","32,97","17","20,44"
"ПЕРНИК","ПЕРНИК","ГР.ПЕРНИК","СУ ""Темелко Ненков""","1 403 204","28","24,07","27","12,02"
"ПЕРНИК","ПЕРНИК","С.ДИВОТИНО","ОУ  ""Св. Св. Кирил и Методий""","1 403 223","6","65,25","6","31,79"
"ПЕРНИК","ПЕРНИК","С.ДРАГИЧЕВО","ОУ с. Драгичево","1 403 228","14","57,71","14","32,7"
"ПЕРНИК","ПЕРНИК","С.ЯРДЖИЛОВЦИ","ОУ ""От. Паисий""","1 403 227","4","53,13","4","28"
"ПЕРНИК","РАДОМИР","ГР.РАДОМИР","СУ ""Св. Св. Кирил и Методий""","1 403 655","34","49,96","34","23,26"
"ПЕРНИК","РАДОМИР","ГР.РАДОМИР","ОУ ""Христо Смирненски""","1 403 650","75","46,56","75","26,6"
"ПЕРНИК","РАДОМИР","С.ГЪЛЪБНИК","ОУ ""Христо Ботев""","1 403 653","7","20,43","7","11,54"
"ПЕРНИК","РАДОМИР","С.ДРЕН","ОУ ""Хр. Ботев""","1 403 654","7","31,21","6","14,38"
"ПЕРНИК","РАДОМИР","С.ИЗВОР","ОУ ,,Иван Вазов""","1 403 652","3","38,33","3","21,67"
"ПЕРНИК","ТРЪН","ГР.ТРЪН","СУ ""Гео Милев""","1 405 144","21","28,93","20","17,01"
"ПЛЕВЕН","БЕЛЕНЕ","ГР.БЕЛЕНЕ","ОУ ""Васил Левски"" Белене","1 500 702","11","65,32","11","50,32"
"ПЛЕВЕН","БЕЛЕНЕ","ГР.БЕЛЕНЕ","СУ ""Димчо Дебелянов""","1 500 705","33","59,47","33","42,09"
"ПЛЕВЕН","ГУЛЯНЦИ","ГР.ГУЛЯНЦИ","СУ ""Христо Смирненски"" Гулянци","1 500 807","31","32,89","31","22,69"
"ПЛЕВЕН","ГУЛЯНЦИ","С.БРЕСТ","ОУ ""Христо Ботев"" Брест","1 501 136","9","49,22","9","26,39"
"ПЛЕВЕН","ГУЛЯНЦИ","С.ГИГЕН","СУ ""Асен Златаров""","1 500 808","10","43,45","10","41,63"
"ПЛЕВЕН","ГУЛЯНЦИ","С.МИЛКОВИЦА","ОУ ""Христо Ботев"" Милковица","1 500 804","11","47,27","11","26,75"
"ПЛЕВЕН","ДОЛНА МИТРОПОЛИЯ","ГР.ДОЛНА МИТРОПОЛИЯ","СУ ""Васил Априлов""","1 500 914","17","49,56","17","29,81"
"ПЛЕВЕН","ДОЛНА МИТРОПОЛИЯ","ГР.ТРЪСТЕНИК","СУ ""Евлоги Георгиев""","1 500 915","33","36,33","33","18,96"
"ПЛЕВЕН","ДОЛНА МИТРОПОЛИЯ","С.БОЖУРИЦА","ОУ ""Христо Ботев"" Божурица","1 500 903","16","40,31","16","16,81"
"ПЛЕВЕН","ДОЛНА МИТРОПОЛИЯ","С.ГОРНА МИТРОПОЛИЯ","ОУ ""Св. Св. Кирил и Методий"" Горна Митрополия","1 500 905","8","39,63","8","21,63"
"ПЛЕВЕН","ДОЛНА МИТРОПОЛИЯ","С.КОМАРЕВО","ОУ ""Христо Ботев"" Комарево","1 500 906","4","15,25","4","26,5"
"ПЛЕВЕН","ДОЛНА МИТРОПОЛИЯ","С.КРУШОВЕНЕ","ОУ ""Климент Охридски"" Крушовене","1 500 907","7","37,57","8","19,19"
"ПЛЕВЕН","ДОЛНА МИТРОПОЛИЯ","С.ОРЕХОВИЦА","ОУ ""Христо Смирненски"" Ореховица","1 500 908","8","34,94","8","17,22"
"ПЛЕВЕН","ДОЛНА МИТРОПОЛИЯ","С.СТАВЕРЦИ","ОУ ""Св. Св. Кирил и Методий"" Ставерци","1 500 913","15","21","15","16,3"
"ПЛЕВЕН","ДОЛНИ ДЪБНИК","ГР.ДОЛНИ ДЪБНИК","СУ ""Христо Ботев"" Долни Дъбник","1 500 507","9","35,39","10","18,65"
"ПЛЕВЕН","ДОЛНИ ДЪБНИК","С.ГОРНИ ДЪБНИК","ОУ ""Св.Св. Кирил и Методий"" Горни Дъбник","1 500 505","11","30,23","11","34,91"
"ПЛЕВЕН","ДОЛНИ ДЪБНИК","С.ГРАДИНА","ОУ ""Неофит Рилски"" Градина","1 500 506","10","18,45","10","21"
"ПЛЕВЕН","ДОЛНИ ДЪБНИК","С.КРУШОВИЦА","ОУ ""Св. Св. Кирил и Методий"" Крушовица","1 500 502","9","37,61","9","29,83"
"ПЛЕВЕН","ДОЛНИ ДЪБНИК","С.ПЕТЪРНИЦА","ОУ ""Св. Св. Кирил и Методий"" Петърница","1 500 504","11","23,64","11","30,52"
"ПЛЕВЕН","ДОЛНИ ДЪБНИК","С.САДОВЕЦ","ОУ ""Христо Ботев"" Садовец","1 500 503","11","38,14","10","49,55"
"ПЛЕВЕН","ИСКЪР","ГР.ИСКЪР","СУ ""Христо Смирненски"" Искър","1 500 404","21","28,69","21","18,24"
"ПЛЕВЕН","ИСКЪР","С.ДОЛНИ ЛУКОВИТ","ОУ ""Васил Левски"" Долни Луковит","1 500 401","4","33,5","4","12,25"
"ПЛЕВЕН","КНЕЖА","ГР.КНЕЖА","ОУ ""Васил Левски"" Кнежа","1 501 102","44","45,51","44","29,6"
"ПЛЕВЕН","КНЕЖА","ГР.КНЕЖА","ОУ ""Отец Паисий"" Кнежа","1 501 103","28","34","27","25,73"
"ПЛЕВЕН","КНЕЖА","ГР.КНЕЖА","СУ ""Неофит Рилски"" Кнежа","1 501 108","10","25,9","12","17,54"
"ПЛЕВЕН","КНЕЖА","С.БРЕНИЦА","ОУ ""Христо Ботев"" Бреница","1 501 104","18","28,81","18","40,97"
"ПЛЕВЕН","КНЕЖА","С.ЕНИЦА","ОУ ""Васил Левски"" Еница","1 501 105","7","43,64","7","17,18"
"ПЛЕВЕН","ЛЕВСКИ","ГР.ЛЕВСКИ","ОУ ""Максим Горки""","1 500 602","36","51,53","36","27,15"
"ПЛЕВЕН","ЛЕВСКИ","ГР.ЛЕВСКИ","СУ ""Крум Попов""","1 500 611","37","31,3","37","15,86"
"ПЛЕВЕН","ЛЕВСКИ","С.АСЕНОВЦИ","ОУ ""Христо  Ботев"" Асеновци","1 500 603","11","32,64","12","18,29"
"ПЛЕВЕН","ЛЕВСКИ","С.БЪЛГАРЕНЕ","ОУ ""Христо Ботев""  Българене","1 500 604","4","22,38","4","16,94"
"ПЛЕВЕН","ЛЕВСКИ","С.ОБНОВА","ОУ ""Неофит Рилски"" Обнова","1 500 608","11","33,68","11","14,18"
"ПЛЕВЕН","НИКОПОЛ","ГР.НИКОПОЛ","СУ ""Христо Ботев"" Никопол","1 501 007","21","35,6","21","27,56"
