"﻿Област","Община","Населено място","Училище","Код по Админ","Явили се","Ср. успех в точки","Явили се","Ср. успех в точки"
"","","","","","БЕЛ","БЕЛ","МАТ","МАТ"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","ОУ ""Лазар Станев""","1 500 115","20","55,6","20","35,18"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","ОУ ""Васил Левски"" Плевен","1 500 113","18","44,58","18","21,74"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","Спортно училище ""Георги Бенковски""","1 500 138","46","40,82","47","16,43"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","СУ ""Анастасия Димитрова""","1 500 132","16","22,88","16","16,44"
"ПЛЕВЕН","ПЛЕВЕН","ГР.ПЛЕВЕН","СУ ""Христо Смирненски"" Плевен","1 500 136","19","19,39","19","11,93"
"ПЛЕВЕН","ПЛЕВЕН","ГР.СЛАВЯНОВО","СУ ""Христо Ботев"" Славяново","1 500 137","18","30,94","17","20,93"
"ПЛЕВЕН","ПЛЕВЕН","С.БЕГЛЕЖ","ОУ ""Васил Левски"" Беглеж","1 500 121","3","32,17","4","27,75"
"ПЛЕВЕН","ПЛЕВЕН","С.БОХОТ","ОУ ""Антон Страшимиров""","1 500 126","4","27,63","4","13,75"
"ПЛЕВЕН","ПЛЕВЕН","С.БРЪШЛЯНИЦА","ОУ ""Св. Св. Кирил и Методий"" Бръшляница","1 500 128","10","34,95","10","38,53"
"ПЛЕВЕН","ПЛЕВЕН","С.БУКОВЛЪК","ОУ ""Св. Кл. Охридски"" Буковлък","1 500 119","40","17,55","40","14,6"
"ПЛЕВЕН","ПЛЕВЕН","С.МЕЧКА","ОбУ ""Христо Ботев"" Мечка","1 500 117","15","25,7","15","29,77"
"ПЛЕВЕН","ПЛЕВЕН","С.НИКОЛАЕВО","ОУ ""Хр. Ботев"" Николаево","1 500 123","16","10,69","16","10,75"
"ПЛЕВЕН","ПЛЕВЕН","С.ОПАНЕЦ","ОУ ""Отец Паисий"" Опанец","1 500 118","7","20,57","7","18,07"
"ПЛЕВЕН","ПЛЕВЕН","С.ПЕЛИШАТ","ОУ ""Христо Ботев"" Пелишат","1 500 125","6","23,17","6","12,67"
"ПЛЕВЕН","ПЛЕВЕН","С.ТЪРНЕНЕ","ОбУ ""Св.Св.Кирил и Методий"" Търнене","1 500 127","16","11,19","17","12,59"
"ПЛЕВЕН","ПЛЕВЕН","С.ЯСЕН","ОУ ""Св.Св. Кирил и Методий"" Ясен","1 500 124","5","34,9","5","22,4"
"ПЛЕВЕН","ПОРДИМ","ГР.ПОРДИМ","СУ ""Св.Св.Кирил и Методий"" Пордим","1 500 305","28","36,14","28","20,49"
"ПЛЕВЕН","ПОРДИМ","С.ВЪЛЧИТРЪН","ОбУ ""Никола Й. Вапцаров"" Вълчитрън","1 500 304","12","23,54","12","20,92"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.КОЙНАРЕ","СУ ""Христо Смирненски"" Койнаре","1 500 216","23","32,87","23","20,89"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.ЧЕРВЕН БРЯГ","СУ ""Д-р Петър Берон""","1 500 215","50","51,92","51","28,43"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.ЧЕРВЕН БРЯГ","ОУ ""Христо Смирненски"" Червен бряг","1 500 203","55","37,85","55","27,47"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","ГР.ЧЕРВЕН БРЯГ","ОУ ""Алеко Константинов"" Червен бряг","1 500 204","11","16,32","11","12,82"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","С.ГЛАВА","ОУ ""Христо Ботев"" Глава","1 500 206","8","29,44","8","16,5"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","С.РАДОМИРЦИ","ОбУ ""Отец Паисий"" Радомирци","1 500 210","13","24,92","12","34,42"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","С.РУПЦИ","ОУ ""Христо Ботев"" Рупци","1 500 209","13","19,15","13","28,08"
"ПЛЕВЕН","ЧЕРВЕН БРЯГ","С.ЧОМАКОВЦИ","ОУ ""Христо Ботев"" Чомаковци","1 500 207","16","45,72","16","21,75"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","ОУ ""Христо Ботев""","1 600 102","83","66,12","83","40,12"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","ОУ ""Ангел Кънчев""","1 600 101","53","65,53","53","42,74"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","СУ „Свети княз Борис I”","1 600 114","44","64","44","44,36"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","ОУ ""Отец Паисий"" - Асеновград","1 600 103","47","59,05","47","33,08"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","ОУ ""Петко Каравелов""","1 600 104","114","58,54","113","34,32"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","СУ ""Св.св. Кирил и Методий""","1 600 116","73","58,29","72","36,27"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","ОУ ""Панайот Волов""","1 600 107","18","57,94","18","43,57"
"ПЛОВДИВ","АСЕНОВГРАД","ГР.АСЕНОВГРАД","ОУ ""Н. Вапцаров""","1 600 105","49","7,53","50","11,78"
"ПЛОВДИВ","АСЕНОВГРАД","С.БОЯНЦИ","ОУ ""Проф. д-р Асен Златаров""","1 600 108","12","34,25","13","16,37"
"ПЛОВДИВ","АСЕНОВГРАД","С.ЗЛАТОВРЪХ","ОУ ""Климент Охридски""","1 600 113","9","25,72","9","17,94"
"ПЛОВДИВ","АСЕНОВГРАД","С.МУЛДАВА","ОУ ""От. Паисий""","1 600 111","10","39","10","32,9"
"ПЛОВДИВ","АСЕНОВГРАД","С.ТОПОЛОВО","ОУ ""От. Паисий""","1 600 115","18","41,78","18","21,46"
"ПЛОВДИВ","БРЕЗОВО","ГР.БРЕЗОВО","СУ ""Христо Смирненски""","1 600 705","38","28,04","37","15,16"
"ПЛОВДИВ","БРЕЗОВО","С.СТРЕЛЦИ","ОУ ""Св.Св.Кирил и Методий""","1 600 703","9","30,83","9","13,89"
"ПЛОВДИВ","КАЛОЯНОВО","С.ДЪЛГО ПОЛЕ","ОбУ ""Христо Ботев""","1 601 203","12","25,21","12","22,94"
"ПЛОВДИВ","КАЛОЯНОВО","С.ЖИТНИЦА","ОУ ""Христо Смирненски""","1 601 202","9","58,11","9","38,47"
"ПЛОВДИВ","КАЛОЯНОВО","С.КАЛОЯНОВО","ОУ ""Иван Вазов""","1 601 201","23","49","23","41,47"
"ПЛОВДИВ","КАЛОЯНОВО","С.ПЕСНОПОЙ","ОУ ""Отец Паисий""","1 601 206","6","16,75","6","31,33"
"ПЛОВДИВ","КАЛОЯНОВО","С.РЪЖЕВО КОНАРЕ","ОУ ""Христо Ботев""","1 601 204","5","43,5","5","15,15"
"ПЛОВДИВ","КАРЛОВО","ГР.БАНЯ","ОУ ""Н. Рилски""","1 601 316","12","13,29","11","13,64"
"ПЛОВДИВ","КАРЛОВО","ГР.КАЛОФЕР","СУ ""Христо Ботев""","1 601 306","23","50,48","23","22,74"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","СУ ""Васил Левски""","1 601 301","106","60,33","106","34,29"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","ОУ ""Св.Св.Кирил и Методий""","1 601 304","111","59,73","111","35,12"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","СУ ""Христо Проданов""","1 601 302","54","48,98","55","27,49"
"ПЛОВДИВ","КАРЛОВО","ГР.КАРЛОВО","ОУ ""Райно Попович""","1 601 305","35","23,61","34","16,48"
"ПЛОВДИВ","КАРЛОВО","ГР.КЛИСУРА","ОУ ""Христо Гр. Данов""","1 601 318","19","34,58","17","17,24"
"ПЛОВДИВ","КАРЛОВО","С.ВЕДРАРЕ","ОУ ""Св.св.Кирил и Методий""","1 601 309","21","32,26","19","16,54"
"ПЛОВДИВ","КАРЛОВО","С.КЪРНАРЕ","ОУ ""Васил Левски""","1 601 308","27","24,39","27","13,52"
"ПЛОВДИВ","КАРЛОВО","С.РОЗИНО","ОУ "" Хр. Г. Данов ""","1 601 307","54","16,58","55","13,66"
"ПЛОВДИВ","КАРЛОВО","С.ХРИСТО ДАНОВО","ОУ""Ген. Карцов""","1 601 317","23","13,85","23","14,61"
"ПЛОВДИВ","КРИЧИМ","ГР.КРИЧИМ","СУ ""П. Р. Славейков""","1 601 403","32","27,19","30","19,38"
"ПЛОВДИВ","КУКЛЕН","С.КУКЛЕН","СУ ""Отец Паисий""","1 601 101","55","52,81","54","35,44"
"ПЛОВДИВ","ЛЪКИ","ГР.ЛЪКИ","СУ ""Христо Ботев""","1 601 501","12","56,13","12","30,23"
"ПЛОВДИВ","МАРИЦА","С.БЕНКОВСКИ","ОУ ""Г. Бенковски""","1 601 704","7","51,5","8","30,66"
"ПЛОВДИВ","МАРИЦА","С.ВОЙВОДИНОВО","ОУ""Св.Св.Кирил и Методий""","1 601 702","13","25,62","12","19,29"
"ПЛОВДИВ","МАРИЦА","С.ГРАФ ИГНАТИЕВО","ОУ ""Граф Н.Игнатиев""","1 601 705","15","48,17","13","30,58"
"ПЛОВДИВ","МАРИЦА","С.КАЛЕКОВЕЦ","СУ ""Св. Св. Кирил и Методий""","1 601 709","35","36,29","32","26,94"
"ПЛОВДИВ","МАРИЦА","С.КОСТИЕВО","ОУ""Св.Св.Кирил и Методий""","1 601 707","11","23,23","11","24,86"
"ПЛОВДИВ","МАРИЦА","С.МАНОЛЕ","СУ ""В. Левски""","1 601 708","30","35,13","30","18,44"
"ПЛОВДИВ","МАРИЦА","С.РОГОШ","ОУ ""Васил Левски""","1 601 710","24","41,9","23","27,83"
"ПЛОВДИВ","МАРИЦА","С.СКУТАРЕ","ОУ ""Св. Кл. Охридски""","1 601 701","12","17,08","10","12,6"
"ПЛОВДИВ","МАРИЦА","С.СТРОЕВО","ОУ ""Христо Смирненски""","1 601 706","18","58,69","18","30,92"
"ПЛОВДИВ","МАРИЦА","С.ТРУД","ОУ ""Св.Св. Кирил и Методий""","1 601 711","14","53,07","14","30,09"
"ПЛОВДИВ","МАРИЦА","С.ЦАРАЦОВО","ОУ ""Дядо Ив. Арабаджията""","1 601 703","14","53,54","14","26,11"
"ПЛОВДИВ","ПЕРУЩИЦА","ГР.ПЕРУЩИЦА","ОУ ""ПЕТЪР БОНЕВ""","1 602 401","32","46,42","32","38,99"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","МГ ""Акад. К. Попов""","1 690 346","55","89,43","55","92,46"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ ""Свети Патриарх Евтимий""","1 690 156","202","80,07","202","71,12"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""Княз Александър I""","1 690 152","172","76,06","172","64,82"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""Душо Хаджидеков""","1 690 147","140","74,62","139","63,62"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""Ал.Константинов""","1 690 142","73","72,97","73","57,1"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""Райна Княгиня""","1 690 445","141","72,69","140","57,99"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ ""Черноризец Храбър""","1 690 645","147","72,02","147","53,35"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""Драган Манчов""","1 690 342","71","71,55","71","44,66"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""К.Честеменски""","1 690 149","63","70,95","63","55,07"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ ""Св. Седмочисленици""","1 690 643","50","70,02","50","48,42"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""Екзарх Антим І""","1 690 148","75","69,1","75","56,01"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""Яне Сандански""","1 690 547","121","68,12","121","52,33"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ ""Св. К. К. Философ""","1 690 550","105","67,9","105","47,33"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ЧСУ ""ДРУЖБА""","1 690 901","16","67,66","16","62,72"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""Тютюнджян""","1 690 143","42","67,36","42","52,12"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ЧОУ ""Бъдеще""","1 690 912","6","67,33","6","34,42"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""Д-р П. Берон""","1 690 146","71","66,93","71","49,92"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","НУМТИ ""Добрин Петков""","2 902 102","29","66,41","28","38,96"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ЧОУ ""Класик""","1 690 907","9","65,83","9","54,08"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""Тодор Каблешков""","1 690 344","23","65,43","23","46,34"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""Васил Левски""","1 690 244","92","65,38","92","49,36"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""Д.Талев""","1 690 544","131","65,37","131","45,23"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""Елин Пелин""","1 690 343","48","65,33","48","43,77"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ ""Никола Вапцаров""","1 690 446","35","65,16","34","43,96"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ ""П. К. Яворов""","1 690 447","102","64,75","102","44,78"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""Димитър Димов""","1 690 442","20","63,8","20","45,79"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ ""Св. св. Кирил и Методий""","1 690 345","52","63,74","52","36,79"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ ""Братя Миладинови""","1 690 542","29","61,26","29","41,01"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ  ""Св.Паисий Хилендарски""","1 690 154","95","60,53","95","43,52"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""Васил  Петлешков""","1 690 341","40","60,16","40","36,93"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ ""Св. Софроний Врачански""","1 690 644","100","59,73","100","34,58"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ ""Цар Симеон Велики""","1 690 157","35","59,54","35","36,45"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ ""Св. Кл. Охридски""","1 690 155","47","59,05","47","37,9"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ „Димитър Матевски""","1 690 642","113","57,69","113","35,07"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""Стоян Михайловски""","1 690 546","50","56,74","50","33,32"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ ""Христо Груев Данов""","1 690 448","53","55,17","53","28,14"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ ""Любен Каравелов""","1 690 150","25","54,78","25","30,96"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""Захари Стоянов""","1 690 545","19","54,34","19","32,74"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ ""Васил Левски""","1 690 347","85","44,66","84","23,19"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ ""Симон Боливар""","1 690 248","42","41,99","42","20,59"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ  ""Константин Величков""","1 690 549","19","41,53","19","25,11"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""Гео Милев""","1 690 144","15","17,83","15","10,78"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОбУ  ""Йордан Йовков""","1 690 443","12","13,67","11","14,82"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ за УУС","1 690 271","3","11,33","3","14,33"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""Д. Дебелянов""","1 690 245","69","10,7","66","12,92"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОбУ ""Пенчо Славейков""","1 690 246","71","8,97","71","11,7"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","СУ ""Н. Геров""","1 690 247","54","8,7","51","12,59"
"ПЛОВДИВ","ПЛОВДИВ","ГР.ПЛОВДИВ","ОУ ""П. Волов""","1 690 444","35","5,73","35","10,83"
"ПЛОВДИВ","ПЪРВОМАЙ","ГР.ПЪРВОМАЙ","СУ ""Асен Златаров""","1 602 314","92","57,03","92","38,94"
"ПЛОВДИВ","ПЪРВОМАЙ","ГР.ПЪРВОМАЙ","ОУ ""Св. Св. Кирил и Методий""","1 602 301","14","29,43","13","14,08"
"ПЛОВДИВ","ПЪРВОМАЙ","ГР.ПЪРВОМАЙ","ОУ ""Георги Караславов""","1 602 302","15","24,87","15","13,85"
"ПЛОВДИВ","ПЪРВОМАЙ","С.БЯЛА РЕКА","ОУ ""Любен Каравелов""","1 602 308","4","33,88","4","23,63"
"ПЛОВДИВ","ПЪРВОМАЙ","С.ВИНИЦА","ОУ ""Васил Априлов""","1 602 306","7","24,57","7","16,36"
"ПЛОВДИВ","ПЪРВОМАЙ","С.ГРАДИНА","ОУ ""Христо Ботев""","1 602 303","28","39,04","27","18,59"
"ПЛОВДИВ","ПЪРВОМАЙ","С.ДЪЛБОК ИЗВОР","ОУ ""Св.Св.Кирил и Методий""","1 602 305","8","20,88","8","15,06"
"ПЛОВДИВ","ПЪРВОМАЙ","С.ИСКРА","ОУ ""Отец Паисий""","1 602 304","11","29","11","15,64"
"ПЛОВДИВ","ПЪРВОМАЙ","С.КАРАДЖАЛОВО","ОУ ""Св.Св.Кирил и Методий""","1 602 307","10","28,95","10","25,25"
"ПЛОВДИВ","РАКОВСКИ","ГР.РАКОВСКИ","ОУ ""Христо Ботев""","1 602 502","81","56,43","80","35,7"
"ПЛОВДИВ","РАКОВСКИ","ГР.РАКОВСКИ","ОУ ""Христо Смирненски""","1 602 503","65","47,22","61","37,12"
"ПЛОВДИВ","РАКОВСКИ","С.БЕЛОЗЕМ","ОУ ""Гео Милев""","1 602 507","71","29,21","69","20,82"
"ПЛОВДИВ","РАКОВСКИ","С.СТРЯМА","ОУ ""Отец Паисий""","1 602 504","26","29,83","25","21,02"
"ПЛОВДИВ","РАКОВСКИ","С.ЧАЛЪКОВИ","ОУ ""Д-р Петър Берон""","1 602 505","16","31,56","16","21,19"
"ПЛОВДИВ","РОДОПИ","С.БЕЛАЩИЦА","ОУ ""П.Славейков""","1 602 602","18","61,86","18","47,24"
"ПЛОВДИВ","РОДОПИ","С.БРАНИПОЛЕ","ОУ "" Св.Св. Кирил и Методий ""","1 602 608","11","51,27","11","35,39"
"ПЛОВДИВ","РОДОПИ","С.БРЕСТНИК","ОУ ""В. Левски""","1 602 604","6","57,42","6","50,83"
"ПЛОВДИВ","РОДОПИ","С.БРЕСТОВИЦА","ОУ ""Христо Ботев""","1 602 605","17","46,91","17","27,24"
"ПЛОВДИВ","РОДОПИ","С.КАДИЕВО","ОУ ""Св. Св. Кирил и Методий""","1 602 606","9","37,78","8","41,88"
"ПЛОВДИВ","РОДОПИ","С.КРУМОВО","ОУ ""Хр. Ботев""","1 602 613","20","65,75","20","37,96"
"ПЛОВДИВ","РОДОПИ","С.МАРКОВО","ЧОУ""Слънчев лъч""","1 600 018","5","79,3","5","61,65"
"ПЛОВДИВ","РОДОПИ","С.МАРКОВО","ОУ ""Св. св. Кирил и Методий""","1 602 607","14","67,89","14","47,8"
"ПЛОВДИВ","РОДОПИ","С.ПЪРВЕНЕЦ","ОУ ""Св.Св.Кирил и Методий""","1 602 603","34","46,97","32","34,5"
"ПЛОВДИВ","РОДОПИ","С.УСТИНА","ОУ ""Св. Св. Кирил и  Методий""","1 602 609","11","40,14","11","30,7"
"ПЛОВДИВ","РОДОПИ","С.ЦАЛАПИЦА","ОУ,, Паисий Хилендарски ""","1 602 611","28","45,05","27","28,91"
"ПЛОВДИВ","РОДОПИ","С.ЯГОДОВО","ОУ ""Неофит Рилски""","1 602 612","20","48,35","20","28,45"
"ПЛОВДИВ","САДОВО","ГР.САДОВО","ОУ ""Гео Милев""","1 602 803","22","22,59","22","14,92"
"ПЛОВДИВ","САДОВО","С.БОГДАНИЦА","ОУ  с.Богданица","1 602 806","19","13,53","19","14,04"
"ПЛОВДИВ","САДОВО","С.БОЛЯРЦИ","ОУ ""Г. С. Раковски""","1 602 808","15","32,93","15","29,03"
"ПЛОВДИВ","САДОВО","С.КАРАДЖОВО","Основно училище ""Васил Левски""","1 602 807","16","40,38","17","25,57"
"ПЛОВДИВ","САДОВО","С.КАТУНИЦА","ОУ""Христо Ботев""","1 602 801","15","52,63","15","41,07"
"ПЛОВДИВ","САДОВО","С.ПОПОВИЦА","ОУ "" Христо Ботев ""","1 602 805","23","46,46","23","29,39"
"ПЛОВДИВ","САДОВО","С.ЧЕШНЕГИРОВО","ОУ ""Св. Св. Кирил и Методий""","1 602 804","9","20,67","9","14,61"
"ПЛОВДИВ","СОПОТ","ГР.СОПОТ","СУ ""Иван Вазов""","1 601 303","51","49,24","51","22,62"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","ГР.СТАМБОЛИЙСКИ","СУ ""Отец Паисий""","1 602 907","69","54,27","68","36,29"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","ГР.СТАМБОЛИЙСКИ","ОУ ""Христо Смирненски""-гр.Стам","1 602 905","19","51,97","19","35,21"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","ГР.СТАМБОЛИЙСКИ","ОУ ""Христо Ботев""","1 602 904","14","10,79","14","10,71"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","С.ЙОАКИМ ГРУЕВО","ОУ ""Хр. Ботев""","1 602 901","16","30,19","16","32,17"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","С.КУРТОВО КОНАРЕ","ОУ ""Св. Кирил и Методий""","1 602 902","11","18,18","11","16,89"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","С.НОВО СЕЛО","ОУ ""Хр.Смирненски""","1 602 903","15","11,67","15","15,2"
"ПЛОВДИВ","СТАМБОЛИЙСКИ","С.ТРИВОДИЦИ","ОУ""Васил Левски""","1 602 906","15","18,9","15","16,15"
"ПЛОВДИВ","СЪЕДИНЕНИЕ","ГР.СЪЕДИНЕНИЕ","СУ ""Христо Ботев""","1 603 301","34","35,84","34","20,54"
"ПЛОВДИВ","ХИСАРЯ","ГР.ХИСАРЯ","ОУ ""В.Левски""","1 603 704","13","53,54","14","34,32"
"ПЛОВДИВ","ХИСАРЯ","ГР.ХИСАРЯ","СУ ""Хр.Смирненски""","1 603 708","33","51,92","33","30,87"
"ПЛОВДИВ","ХИСАРЯ","ГР.ХИСАРЯ","ОУ""Климент Охридски""","1 603 705","6","38,67","6","20,71"
"ПЛОВДИВ","ХИСАРЯ","С.КРАСНОВО","ОбУ ""Христо Ботев ""","1 603 706","9","29,17","9","16,17"
"ПЛОВДИВ","ХИСАРЯ","С.ПАНИЧЕРИ","ОУ ""Хр. Ботев""","1 603 703","6","17,58","6","18,25"
"РАЗГРАД","ЗАВЕТ","ГР.ЗАВЕТ","СУ ""Св. Св.Кирил и Методий""","1 701 101","16","47,94","16","50,97"
"РАЗГРАД","ЗАВЕТ","С.БРЕСТОВЕНЕ","ОУ ""Христо Ботев""","1 701 104","18","37,89","18","31,76"
"РАЗГРАД","ЗАВЕТ","С.ВЕСЕЛЕЦ","ОУ""Христо Ботев""","1 701 106","8","29,5","8","34,53"
"РАЗГРАД","ЗАВЕТ","С.ОСТРОВО","ОУ ""Христо Ботев""","1 701 105","6","66,17","6","51,67"
"РАЗГРАД","ЗАВЕТ","С.СУШЕВО","ОУ ""Васил Левски""","1 701 108","2","30,75","2","53,75"
"РАЗГРАД","ИСПЕРИХ","ГР.ИСПЕРИХ","ОУ ""В.Априлов""","1 701 402","72","46,47","72","24,58"
"РАЗГРАД","ИСПЕРИХ","ГР.ИСПЕРИХ","ОУ  ""Хр. Ботев""","1 701 403","31","42,81","31","31,1"
"РАЗГРАД","ИСПЕРИХ","С.ВАЗОВО","ОУ""Н.Й.Вапцаров""","1 701 408","14","32,46","14","33,41"
"РАЗГРАД","ИСПЕРИХ","С.КИТАНЧЕВО","ОУ ""Хр.Ботев""","1 701 411","11","31,64","10","39,88"
"РАЗГРАД","ИСПЕРИХ","С.ЛУДОГОРЦИ","ОУ ""Хр.Ботев""","1 701 412","15","55,9","15","44,15"
"РАЗГРАД","ИСПЕРИХ","С.ПОДАЙВА","ОУ ""Отец Паисий""","1 701 413","21","41,26","21","38,46"
"РАЗГРАД","ИСПЕРИХ","С.ТОДОРОВО","ОУ""В.Левски""","1 701 416","1","20","",""
"РАЗГРАД","КУБРАТ","ГР.КУБРАТ","СУ ""Христо Ботев""","1 701 601","66","58,23","66","33,93"
"РАЗГРАД","КУБРАТ","ГР.КУБРАТ","ОУ ""Хр.Смирненски""","1 701 604","19","29,47","19","17,66"
"РАЗГРАД","КУБРАТ","С.БЕЛОВЕЦ","ОУ ""Васил Левски""","1 701 606","9","33,83","9","16,33"
"РАЗГРАД","КУБРАТ","С.БИСЕРЦИ","ОУ ""Н.Й.Вапцаров""","1 701 609","7","31,14","7","14,86"
"РАЗГРАД","КУБРАТ","С.СЕВАР","ОУ ""Н.Й.Вапцаров""","1 701 607","13","37,5","13","23,52"
"РАЗГРАД","КУБРАТ","С.СЕСЛАВ","ОУ ""Св. Св. Кирил и Методий""","1 701 612","7","31,57","7","18,18"
"РАЗГРАД","КУБРАТ","С.ЮПЕР","ОУ ""Свети Климент""","1 701 608","5","39,4","5","22"
"РАЗГРАД","ЛОЗНИЦА","ГР.ЛОЗНИЦА","СУ ""Христо Ботев""","1 701 701","20","43,98","19","23,78"
"РАЗГРАД","ЛОЗНИЦА","С.ВЕСЕЛИНА","ОУ ""Иван  Вазов""","1 701 706","6","19,08","6","17,33"
"РАЗГРАД","ЛОЗНИЦА","С.ГОРОЦВЕТ","ОУ ""Хр. Ботев""","1 701 709","15","22,5","15","15,92"
"РАЗГРАД","ЛОЗНИЦА","С.СЕЙДОЛ","ОУ ""Виделина""","1 701 703","11","44,45","11","31,34"
"РАЗГРАД","ЛОЗНИЦА","С.ТРАПИЩЕ","ОУ ""Кирил и Методий""","1 701 710","2","20,75","2","28"
