"Област","Община","Населено място","Училище","Код по НЕИСПУО","БЕЛ Явили се","БЕЛ Ср. успех в точки","МАТ Явили се","МАТ  Ср. успех в точки"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ДРАГАНОВО","Основно училище ""Климент Охридски""","300211","6","32.25","6","39.25"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ПИСАРЕВО","Основно училище ""Отец Паисий""","300209","2","17.25","2","36.5"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ПОЛИКРАЙЩЕ","Основно училище ""Св.Св.Кирил и Методий""","300212","10","54.75","9","71.67"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","С.ПЪРВОМАЙЦИ","Основно училище ""Елин Пелин""","300206","7","76.57","7","75.71"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","ГР.ЕЛЕНА","Начално училище ""Иларион Макариополски""","300301","15","75.93","15","63.13"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","ГР.ЕЛЕНА","Средно училище ""Иван Николов Момчилов""","300305","15","73.03","14","62.61"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.БЕБРОВО","Основно училище ""Христо Ботев""","300302","3","54","3","74.5"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.КОНСТАНТИН","Основно училище ""Отец Паисий""","300303","5","38.1","5","49.5"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","С.МАЙСКО","Обединено училище ""Отец Паисий""","300304","12","55.25","12","73.04"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","ГР.ЗЛАТАРИЦА","Средно училище ""Св. св. Кирил и Методий""","300404","19","51.97","19","41.34"
"ВЕЛИКО ТЪРНОВО","ЛЯСКОВЕЦ","ГР.ЛЯСКОВЕЦ","Начално училище ""Цани Гинчев""","300501","16","87.66","16","89"
"ВЕЛИКО ТЪРНОВО","ЛЯСКОВЕЦ","ГР.ЛЯСКОВЕЦ","Средно училище ""Максим Райкович""","300507","28","78.43","28","84.21"
"ВЕЛИКО ТЪРНОВО","ЛЯСКОВЕЦ","С.ДЖУЛЮНИЦА","Обединено училище ""Петко Рачев Славейков""","300506","15","58","15","51.93"
"ВЕЛИКО ТЪРНОВО","ПАВЛИКЕНИ","ГР.БЯЛА ЧЕРКВА","Основно училище ""Бачо Киро""","300604","7","47","7","45.29"
"ВЕЛИКО ТЪРНОВО","ПАВЛИКЕНИ","ГР.ПАВЛИКЕНИ","Основно училище ""Св. Климент Охридски""","300602","31","61.35","30","52.22"
"ВЕЛИКО ТЪРНОВО","ПАВЛИКЕНИ","ГР.ПАВЛИКЕНИ","Средно училище ""Бачо Киро""","300618","82","70.67","79","62.63"
"ВЕЛИКО ТЪРНОВО","ПАВЛИКЕНИ","С.БАТАК","Основно училище ""Св.Св.Кирил и Методий""","300612","8","31.06","8","44.06"
"ВЕЛИКО ТЪРНОВО","ПАВЛИКЕНИ","С.ВЪРБОВКА","Основно училище ""Филип Тотю""","300607","11","55.59","11","49.55"
"ВЕЛИКО ТЪРНОВО","ПОЛСКИ ТРЪМБЕШ","ГР.ПОЛСКИ ТРЪМБЕШ","Средно училище ""Цанко Церковски""","300711","53","52.41","52","57.59"
"ВЕЛИКО ТЪРНОВО","ПОЛСКИ ТРЪМБЕШ","С.ПЕТКО КАРАВЕЛОВО","Основно училище ""Васил Левски""","300708","8","43.13","8","41.38"
"ВЕЛИКО ТЪРНОВО","ПОЛСКИ ТРЪМБЕШ","С.РАДАНОВО","Основно училище ""Св.Св.Кирил и Методий""","300704","12","40","12","35.13"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","ГР.СВИЩОВ","Основно училище ""Филип Сакелариевич""","300801","5","73.1","5","52.1"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","ГР.СВИЩОВ","Средно училище ""Цветан Радославов""","300814","27","67.07","27","57.98"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","ГР.СВИЩОВ","Средно училище ""Николай Катранов""","300815","58","80.01","57","77.98"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","ГР.СВИЩОВ","Средно училище ""Димитър Благоев""","300816","57","79.53","57","75.54"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","С.АЛЕКОВО","Основно училище ""Христо Ботев""","300803","7","11.5","7","13"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","С.МОРАВА","Основно училище ""Свети свети Кирил и Методий""","300808","4","54.88","4","52"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","С.ОВЧА МОГИЛА","Основно училище ""Св. Св. Кирил и Методий""","300809","5","39.7","6","38.5"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","С.ОРЕШ","Основно училище ""Христо Ботев""","300810","1","72.5","1","77.5"
"ВЕЛИКО ТЪРНОВО","СТРАЖИЦА","ГР.СТРАЖИЦА","Средно училище ""Ангел Каралийчев""","300911","37","61.41","37","56.05"
"ВЕЛИКО ТЪРНОВО","СТРАЖИЦА","С.АСЕНОВО","Основно училище ""Свети свети Кирил и Методий""","300904","3","11.33","3","25"
"ВЕЛИКО ТЪРНОВО","СТРАЖИЦА","С.ВИНОГРАД","Основно училище ""Свети Климент Охридски""","300905","6","54.17","6","52.5"
"ВЕЛИКО ТЪРНОВО","СТРАЖИЦА","С.КАМЕН","Средно училище ""Св. Климент Охридски""","300916","20","52.05","20","52.98"
"ВЕЛИКО ТЪРНОВО","СТРАЖИЦА","С.КЕСАРЕВО","Основно училище ""Николай Райнов""","300909","4","33.5","4","30.25"
"ВЕЛИКО ТЪРНОВО","СТРАЖИЦА","С.ЦАРСКИ ИЗВОР","Начално училище ""Иван Вазов""","300901","4","21","4","26.5"
"ВЕЛИКО ТЪРНОВО","СУХИНДОЛ","ГР.СУХИНДОЛ","Средно училище ""Св. Климент Охридски""","300991","5","40.3","5","42"
"ВИДИН","БЕЛОГРАДЧИК","ГР.БЕЛОГРАДЧИК","НУ ""Васил Левски""","500203","26","58.96","25","48.36"
"ВИДИН","БЕЛОГРАДЧИК","С.РАБИША","ОУ ""Васил Евстатиев Априлов""","500204","3","33.5","3","38"
"ВИДИН","БОЙНИЦА","С.БОЙНИЦА","ОУ ""Васил Левски""","500301","4","38.25","4","37.38"
"ВИДИН","БРЕГОВО","ГР.БРЕГОВО","СУ ""Св. св. Кирил и Методий""","500401","10","61.85","10","60.9"
"ВИДИН","ВИДИН","ГР.ВИДИН","ОУ ""Любен Каравелов""","500104","65","79.18","65","70.72"
"ВИДИН","ВИДИН","ГР.ВИДИН","ОУ ""Епископ Софроний Врачански""","500111","24","42.52","24","62.4"
"ВИДИН","ВИДИН","ГР.ВИДИН","ОУ ""Св. Климент Охридски""","500113","9","54.72","9","51.44"
"ВИДИН","ВИДИН","ГР.ВИДИН","СУ ""Цар Симеон Велики""","503132","71","84.18","71","76.18"
"ВИДИН","ВИДИН","ГР.ВИДИН","СУ ""Св. св. Кирил и Методий""","503241","53","62.65","53","56.28"
"ВИДИН","ВИДИН","ГР.ВИДИН","СУ ""Петко Рачов Славейков""","503242","44","74.95","44","72.67"
"ВИДИН","ВИДИН","ГР.ВИДИН","ОУ ""Иван Вазов""","503312","69","78.16","69","71.75"
"ВИДИН","ВИДИН","ГР.ДУНАВЦИ","ОУ ""Христо Ботев""","503311","14","43.39","14","46.46"
"ВИДИН","ГРАМАДА","ГР.ГРАМАДА","СУ ""Христо Ботев""","500501","6","43","6","68.83"
"ВИДИН","ДИМОВО","ГР.ДИМОВО","СУ ""Св. св. Кирил и Методий""","500103","9","28.22","9","29.5"
"ВИДИН","ДИМОВО","С.АРЧАР","СУ ""Христо Ботев""","500603","25","38.72","24","31.94"
"ВИДИН","ДИМОВО","С.ОРЕШЕЦ (ГАРА ОРЕШЕЦ)","ОУ ""Димитър Благоев""","500604","9","39","9","30.33"
"ВИДИН","КУЛА","ГР.КУЛА","СУ ""Васил Левски""","500701","9","69.83","9","63.44"
"ВИДИН","МАКРЕШ","С.РАКОВИЦА","ОУ ""Христо Ботев""","500802","3","14","3","22"
"ВИДИН","НОВО СЕЛО","С.НОВО СЕЛО","СУ ""Св. св. Кирил и Методий""","500901","7","56.07","7","49.79"
"ВИДИН","РУЖИНЦИ","С.БЕЛО ПОЛЕ","ОУ ""Св. св. Кирил и Методий""","501004","3","35.17","3","27.67"
"ВИДИН","РУЖИНЦИ","С.ДРЕНОВЕЦ","СУ ""Никола Йонков Вапцаров""","501003","10","43.05","12","29.67"
"ВИДИН","РУЖИНЦИ","С.РУЖИНЦИ","СУ ""Никола Й. Вапцаров""","501010","11","49.64","10","44.85"
"ВИДИН","ЧУПРЕНЕ","С.ГОРНИ ЛОМ","ОУ ""Христо Ботев""","501102","6","28.92","5","39"
"ВИДИН","ЧУПРЕНЕ","С.ЧУПРЕНЕ","ОУ ""Акад. Михаил Димитров""","501101","2","74.25","2","79.5"
"ВРАЦА","БОРОВАН","С.БОРОВАН","Основно училище ""Отец Паисий""","602003","20","58.6","20","47.9"
"ВРАЦА","БОРОВАН","С.ДОБРОЛЕВО","Основно училище "" Свети свети Кирил и Методий""","602001","11","55.77","11","46.45"
"ВРАЦА","БОРОВАН","С.МАЛОРАД","Основно училище ""Свети свети Кирил и Методий""","602002","16","62.94","16","50.75"
"ВРАЦА","БЯЛА СЛАТИНА","ГР.БЯЛА СЛАТИНА","Начално училище ""Христо Ботев""","601007","38","76.62","38","70.99"
"ВРАЦА","БЯЛА СЛАТИНА","ГР.БЯЛА СЛАТИНА","Начално училище ""Цани Гинчев""","601008","43","67.22","44","61.58"
"ВРАЦА","БЯЛА СЛАТИНА","ГР.БЯЛА СЛАТИНА","Начално училище ""Христо Смирненски""","601009","21","54.62","21","50.38"
"ВРАЦА","БЯЛА СЛАТИНА","ГР.БЯЛА СЛАТИНА","Средно училище ""Васил Левски""","603024","19","68.03","19","52.97"
"ВРАЦА","БЯЛА СЛАТИНА","С.ГАБАРЕ","Средно училище ""Христо Ботев""","602022","10","39.55","10","49.45"
"ВРАЦА","БЯЛА СЛАТИНА","С.ГАЛИЧЕ","Средно училище ""Христо Ботев""","603025","7","47.43","7","44.07"
"ВРАЦА","БЯЛА СЛАТИНА","С.ПОПИЦА","Основно училище ""Св.св.Кирил и Методий""","602018","14","46.46","14","36.75"
"ВРАЦА","БЯЛА СЛАТИНА","С.ТЪРНАВА","Основно училище ""Христо Ботев""","601013","15","76.57","15","60.23"
"ВРАЦА","БЯЛА СЛАТИНА","С.ТЪРНАК","Основно училище ""Георги Стойков Раковски""","601014","12","40","12","50.71"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Начално училище ""Иванчо Младенов""","601031","68","86.76","68","77.37"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Начално училище ""Иван Вазов""","601035","90","84.28","89","80.42"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Начално училище ""Свети Софроний Врачански""","601037","89","81.93","88","78.82"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Основно училище ""Васил Левски""","602041","33","65.09","33","55.73"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Основно училище ""Свeти свети Кирил и Методий""","602042","13","47.04","14","43.79"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Средно училище ""Отец Паисий""","603057","18","42.89","18","36.22"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Средно училище ""Христо Ботев""","603058","47","84.84","47","82.28"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Средно училище ""Васил Кънчов""","603059","23","76.33","23","74.8"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","Средно училище ""Никола Войводов""","603070","92","76.54","92","70.02"
"ВРАЦА","ВРАЦА","С.БАНИЦА","Обединено училище ""Христо Ботев""","602052","11","59.77","11","79.09"
"ВРАЦА","ВРАЦА","С.ДЕВЕНЕ","Обединено училище ""Свети свети Кирил и Методий""","602045","11","60.27","11","49.09"
"ВРАЦА","ВРАЦА","С.ТИШЕВИЦА","Обединено училище ""Св.Климент Охридски""","601040","10","59.35","10","48.2"
"ВРАЦА","КОЗЛОДУЙ","ГР.КОЗЛОДУЙ","Начално училище ""Васил Левски""","601071","6","48.17","5","58.2"
"ВРАЦА","КОЗЛОДУЙ","ГР.КОЗЛОДУЙ","Средно училище ""Христо Ботев""","603076","38","74.74","38","66.96"
"ВРАЦА","КОЗЛОДУЙ","ГР.КОЗЛОДУЙ","Средно училище ""Св. св. Кирил и Методий""","603077","64","77.41","63","70.23"
"ВРАЦА","КОЗЛОДУЙ","С.БУТАН","Средно училище ""Св. Св. Кирил и Методий""","602073","23","47.37","23","45.24"
"ВРАЦА","КОЗЛОДУЙ","С.ГЛОЖЕНЕ","Основно училище ""Христо Ботев""","602075","23","58.07","23","48.39"
"ВРАЦА","КОЗЛОДУЙ","С.ХЪРЛЕЦ","Основно училище ""Васил Евстатиев Априлов""","602074","4","67.88","4","69.5"
"ВРАЦА","КРИВОДОЛ","ГР.КРИВОДОЛ","Средно училище ""Св. св. Кирил и Методий""","603087","24","45.31","24","40.19"
"ВРАЦА","КРИВОДОЛ","С.КРАВОДЕР","Обединено училище ""Св. св. Кирил и Методий""","602083","9","52.67","9","50.06"
"ВРАЦА","КРИВОДОЛ","С.ЛЕСУРА","Основно училище ""Васил Левски""","602084","5","33.7","5","40.2"
"ВРАЦА","КРИВОДОЛ","С.РАКЕВО","Основно училище ""Васил Левски""","602086","8","55.25","8","48.06"
"ВРАЦА","МЕЗДРА","ГР.МЕЗДРА","Основно училище ""Свети Свети Кирил и Методий""","602092","22","74.77","21","60.19"
"ВРАЦА","МЕЗДРА","ГР.МЕЗДРА","Основно училище ""Христо Ботев""","602093","44","78.83","44","72"
"ВРАЦА","МЕЗДРА","ГР.МЕЗДРА","Средно училище ""Иван Вазов""","603098","25","49.46","25","44.42"
"ВРАЦА","МЕЗДРА","С.ЗВЕРИНО","Средно училище ""Свети Климент Охридски""","603099","12","71.71","12","66.17"
"ВРАЦА","МИЗИЯ","ГР.МИЗИЯ","Основно училище ""Цанко Церкoвски""","602106","17","64.44","17","48.06"
"ВРАЦА","МИЗИЯ","С.КРУШОВИЦА","Основно училище ""Христо Ботев""","602104","4","66.5","4","52.63"
"ВРАЦА","МИЗИЯ","С.СОФРОНИЕВО","Основно училище ""Отец Паисий""","602107","2","54","2","62.5"
"ВРАЦА","ОРЯХОВО","ГР.ОРЯХОВО","Начално училище ""Св.Св.Кирил и Методий""","601110","24","79.42","24","82.33"
"ВРАЦА","ОРЯХОВО","ГР.ОРЯХОВО","Начално училище ""Д-р Петър Берон""","601111","7","57.64","7","55"
"ВРАЦА","ОРЯХОВО","С.ОСТРОВ","Основно училище ""Христо Ботев""","601113","7","57.64","7","66.57"
"ВРАЦА","ОРЯХОВО","С.СЕЛАНОВЦИ","Основно училище ""Никола Йонков Вапцаров""","602115","11","63.91","11","53.41"
"ВРАЦА","РОМАН","ГР.РОМАН","Начално училище ""Петко Рачов Славейков""","601119","29","63.24","29","62.98"
"ВРАЦА","РОМАН","С.КАМЕНО ПОЛЕ","Основно училище ""Свети Свети Кирил и Методий""","602121","2","72.5","2","39.5"
"ВРАЦА","ХАЙРЕДИН","С.МИХАЙЛОВО","Основно училище ""Горан Червеняшки""","602128","11","42.55","11","44.59"
"ВРАЦА","ХАЙРЕДИН","С.ХАЙРЕДИН","Средно училище ""Васил Воденичарски""","603130","12","65.5","11","59.36"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","Начално училище ""Васил Левски""","700101","33","80.83","33","73.92"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","Основно училище ""Ран Босилек""","700102","74","85.58","74","85.55"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","Основно училище ""Неофит Рилски""","700103","67","79.75","67","77.74"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","Основно училище""Свети Свети Кирил и Методий""","700108","64","81.59","64","74.41"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","Основно училище ""Христо Ботев""","700112","33","68.45","33","67.65"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","Средно училище ""Отец Паисий""","700113","33","78.09","33","72.26"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","Средно училище ""Райчо Каролев""","700114","41","77.88","41","73.35"
"ГАБРОВО","ДРЯНОВО","ГР.ДРЯНОВО","Средно училище ""Максим Райкович""","700204","44","62.94","44","55.6"
"ГАБРОВО","СЕВЛИЕВО","ГР.СЕВЛИЕВО","Основно училище ""Христо Ботев""","700307","17","28.82","17","28.65"
"ГАБРОВО","СЕВЛИЕВО","ГР.СЕВЛИЕВО","Основно училище ""Стефан Пешев""","700308","74","73.23","74","63.64"
"ГАБРОВО","СЕВЛИЕВО","ГР.СЕВЛИЕВО","Средно училище ""Васил Левски""","700318","92","80.18","92","77.86"
"ГАБРОВО","СЕВЛИЕВО","С.ГРАДНИЦА","Основно училище ""Свети Свети Кирил и Методий""","700312","10","76.3","10","69.15"
"ГАБРОВО","СЕВЛИЕВО","С.ДОБРОМИРКА","Основно училище ""Христо Ботев""","700310","9","37.22","9","36.5"
"ГАБРОВО","СЕВЛИЕВО","С.ДУШЕВО","Основно училище ""Св. Св. Кирил и Методий""","700311","15","26.97","15","34.07"
"ГАБРОВО","СЕВЛИЕВО","С.КРАМОЛИН","Основно училище""Свети Солунски братя""","700314","1","71","1","75"
"ГАБРОВО","СЕВЛИЕВО","С.ПЕТКО СЛАВЕЙКОВ","Основно училище ""Св.Св.Кирил и Методий""","700315","6","62.25","6","59.25"
"ГАБРОВО","СЕВЛИЕВО","С.ШУМАТА","Основно училище""Васил Левски""","700317","16","64.06","16","60.41"
"ГАБРОВО","ТРЯВНА","ГР.ТРЯВНА","Основно училище ""Професор Пенчо Николов Райков""","700401","7","75.07","7","58.79"
"ГАБРОВО","ТРЯВНА","ГР.ТРЯВНА","Средно училище ""Петко Рачев Славейков""","700403","39","77.21","39","71.27"
"ДОБРИЧ","БАЛЧИК","ГР.БАЛЧИК","Основно училище ""Свети Свети Кирил и Методий""","800059","23","63.8","23","56.93"
"ДОБРИЧ","БАЛЧИК","ГР.БАЛЧИК","Основно училище Антим","800060","42","78.98","42","63.69"
"ДОБРИЧ","БАЛЧИК","ГР.БАЛЧИК","Средно училище ""Христо Ботев""","800061","12","45.54","11","55.73"
"ДОБРИЧ","БАЛЧИК","С.ОБРОЧИЩЕ","Средно училище ""Христо Смирненски""","800065","5","71.2","5","63.8"
"ДОБРИЧ","БАЛЧИК","С.СЕНОКОС","Основно училище""Георги Раковски""","800057","13","33.38","13","32.42"
"ДОБРИЧ","БАЛЧИК","С.СОКОЛОВО","Основно училище ""Васил Левски""","800056","8","71.19","9","84.33"
"ДОБРИЧ","ГЕНЕРАЛ ТОШЕВО","ГР.ГЕНЕРАЛ ТОШЕВО","Основно училище ""Христо Смирненски""","800073","32","61.19","31","54.45"
"ДОБРИЧ","ГЕНЕРАЛ ТОШЕВО","ГР.ГЕНЕРАЛ ТОШЕВО","Средно училищe ""Никола Йонков Вапцаров""","800074","26","77.5","26","74.38"
"ДОБРИЧ","ГЕНЕРАЛ ТОШЕВО","С.КАРДАМ","Основно училище ""Христо Ботев""","800072","4","31.13","4","38.25"
"ДОБРИЧ","ГЕНЕРАЛ ТОШЕВО","С.КРАСЕН","Основно училище ""Йордан Йовков""","800071","4","50.38","4","41.5"
"ДОБРИЧ","ГЕНЕРАЛ ТОШЕВО","С.ПРЕСЕЛЕНЦИ","Основно училище ""Васил Левски""","800069","3","38.33","3","50.33"
"ДОБРИЧ","ГЕНЕРАЛ ТОШЕВО","С.СПАСОВО","Основно училище ""Йордан Йовков""","800068","9","39.06","9","35.78"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Обединено училище ""Йордан Йовков""","800003","11","39.77","11","44.36"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Основно училище ""Никола Йонков Вапцаров""","800004","10","24.15","11","29.14"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Основно училище ""Панайот Волов""","800007","14","50.68","14","79.04"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Основно училище ""Стефан Караджа""","800008","17","70.88","17","71.88"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Основно училище ""Хан Аспарух""","800009","90","86.66","90","79.14"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Основно училище ""Христо Смирненски""","800010","18","49.86","18","67.86"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Основно училище ""Христо Ботев""","800011","81","87.41","81","82.67"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Средно училище ""Димитър Талев""","800013","62","83.02","62","78.15"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Средно училище ""Свети Климент Охридски""","800015","68","83.03","68","74.32"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Средно училище ""Любен Каравелов""","800016","36","84.24","36","75.43"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Средно училище ""Петко Рачов Славейков""","800017","91","91.83","90","87.56"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Средно училище ""Свети свети Кирил и Методий""","800018","72","81.51","72","75.75"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Частно основно училище ""Мария Монтесори""","800112","8","89.75","8","88.44"
"ДОБРИЧ","ГР.ДОБРИЧ","ГР.ДОБРИЧ","Частно средно училище с профилирана подготовка по чужди езици и математика ""Леонардо да Винчи""","800326","4","78.5","4","72.5"
"ДОБРИЧ","ДОБРИЧ","С.БАТОВО","Основно училище ""Отец Паисий""","800045","13","53.69","13","41.46"
"ДОБРИЧ","ДОБРИЧ","С.БОЖУРОВО","Основно училище ""Васил Левски""","800038","4","63","4","71.25"
"ДОБРИЧ","ДОБРИЧ","С.ВЕДРИНА","Основно училище ""Свети Свети Кирил и Методий""","800049","4","65.13","4","64.63"
"ДОБРИЧ","ДОБРИЧ","С.ДОНЧЕВО","Основно училище ""Св. св. Кирил и Методий""","800050","1","34","1","45.5"
"ДОБРИЧ","ДОБРИЧ","С.ЖИТНИЦА","Основно училище ""Стефан Караджа""","800052","5","37.3","5","58.4"
"ДОБРИЧ","ДОБРИЧ","С.КАРАПЕЛИТ","Средно училище ""Никола Вапцаров""","800043","12","32.13","12","46.33"
"ДОБРИЧ","ДОБРИЧ","С.ЛОВЧАНЦИ","Основно училище "" Неофит Рилски ""","800044","2","64.25","2","70.5"
"ДОБРИЧ","ДОБРИЧ","С.ОВЧАРОВО","Основно училище ""Отец Паисий""","800046","1","38","1","42"
"ДОБРИЧ","ДОБРИЧ","С.ПОБЕДА","Обединено училище""Добри Войников""","800042","10","45.85","10","59.45"
"ДОБРИЧ","ДОБРИЧ","С.СМОЛНИЦА","Основно училище""Климент Охридски""","800048","4","64.38","4","55.88"
"ДОБРИЧ","ДОБРИЧ","С.СТЕФАНОВО","Обединено училище ""Пейо Крачолов Яворов""","800047","8","43.25","7","53.71"
"ДОБРИЧ","ДОБРИЧ","С.СТОЖЕР","Основно училище""Христо Ботев""","800054","10","24.4","10","35.7"
"ДОБРИЧ","ДОБРИЧ","С.ХИТОВО","Основно училище ""Васил Левски""","800039","3","29.17","3","43.67"
"ДОБРИЧ","КАВАРНА","ГР.КАВАРНА","ОСНОВНО УЧИЛИЩЕ ""ЙОРДАН ЙОВКОВ""","800080","28","55.27","27","56.26"
"ДОБРИЧ","КАВАРНА","ГР.КАВАРНА","Средно училище ""Стефан Караджа""","800082","39","73.54","39","65.36"
"ДОБРИЧ","КАВАРНА","С.БЕЛГУН","Основно училище ""Свети Свети Кирил и Методий""","800085","9","30.5","9","41.11"
"ДОБРИЧ","КРУШАРИ","С.КОРИТЕН","Основно училище ""Васил Левски""","800090","3","62.5","3","56"
"ДОБРИЧ","КРУШАРИ","С.КРУШАРИ","Средно училище ""Христо Смирненски""","800093","15","30.77","15","47.07"
"ДОБРИЧ","КРУШАРИ","С.ЛОЗЕНЕЦ","Основно училище""Отец Паисий""","800092","4","31.63","4","47.75"
"ДОБРИЧ","ТЕРВЕЛ","ГР.ТЕРВЕЛ","Средно училище "" Йордан Йовков ""","800094","40","69.41","40","65.31"
"ДОБРИЧ","ТЕРВЕЛ","С.БЕЗМЕР","Основно училище ""Паисий Хилендарски""","800101","7","41.07","7","65.5"
"ДОБРИЧ","ТЕРВЕЛ","С.ЗЪРНЕВО","Основно училище ""Христо Ботев""","800103","8","50","8","52.13"
"ДОБРИЧ","ТЕРВЕЛ","С.КАБЛЕШКОВО","Начално училище ""Христо Ботев""","800096","9","32.78","9","49.61"
"ДОБРИЧ","ТЕРВЕЛ","С.КОЛАРЦИ","Обединено училище""Д-р Петър Берон""","800099","7","43.07","7","45.71"
"ДОБРИЧ","ТЕРВЕЛ","С.НОВА КАМЕНА","Основно училище ""Отец Паисий""","800100","3","54.33","4","73.63"
"ДОБРИЧ","ТЕРВЕЛ","С.ОРЛЯК","Обединено училище""Васил Друмев""","800104","7","34.36","7","58.36"
"ДОБРИЧ","ШАБЛА","ГР.ШАБЛА","Средно училище ""Асен Златаров""","800109","19","67.47","20","58.9"
"ДОБРИЧ","ШАБЛА","С.ДУРАНКУЛАК","Основно училище ""Свети Климент Охридски""","800108","5","69.7","5","51.5"
"КЪРДЖАЛИ","АРДИНО","ГР.АРДИНО","Средно училище ""Васил Левски""","909201","29","72.97","29","70.79"
"КЪРДЖАЛИ","АРДИНО","С.БОРОВИЦА","Основно училище""Антон Семьонович Макаренко""","909205","2","33.5","2","42"
"КЪРДЖАЛИ","АРДИНО","С.ГОРНО ПРАХОВО","Основно училище ""Св. Св. Кирил и Методий""","909206","1","79","1","82.5"
"КЪРДЖАЛИ","АРДИНО","С.ЖЪЛТУША","Основно училище ""Отец Паисий""","909209","3","67.83","3","77.67"
"КЪРДЖАЛИ","ДЖЕБЕЛ","ГР.ДЖЕБЕЛ","Средно училище ""Христо Ботев""","909301","41","64.89","41","63.21"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.ПРИПЕК","Средно училище ""Паисий Хилендарски""","909315","4","80.38","4","90.75"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.РОГОЗЧЕ","Основно училище ""Христо Смирненски""","909309","2","56.25","2","58"
"КЪРДЖАЛИ","ДЖЕБЕЛ","С.УСТРЕН","Основно училище ""Васил Левски""","909310","4","70.75","4","64.13"
"КЪРДЖАЛИ","КИРКОВО","С.БЕНКОВСКИ","Средно училище ""Никола Йонков Вапцаров ""","909402","45","59.44","44","66.16"
"КЪРДЖАЛИ","КИРКОВО","С.ДРАНГОВО","Основно училище ""Васил Левски""","909410","5","72.2","5","63.7"
"КЪРДЖАЛИ","КИРКОВО","С.КИРКОВО","Средно училище ""Отец Паисий""","909401","22","67.09","22","84.61"
"КЪРДЖАЛИ","КИРКОВО","С.СТАРОВО","Оcновно училище "" Устрем""","909414","3","54.83","3","56"
"КЪРДЖАЛИ","КИРКОВО","С.ТИХОМИР","Основно училище ""Васил Левски""","909415","3","64.17","3","54.83"
"КЪРДЖАЛИ","КИРКОВО","С.ФОТИНОВО","Основно училище ""Христо Смирненски""","909417","13","51","13","76.35"
"КЪРДЖАЛИ","КИРКОВО","С.ЧАКАЛАРОВО","Основно училище ""Иван Вазов""","909416","6","88","6","91.08"
