Област;Община;Населено място;Код;Училище;Явили се БЕЛ;Ср. успех в точки БЕЛ (мах 65 т.);Явили се MAT;Ср. успех в точки MAT (мах 65 т.)
СОФИЯ-ГРАД;СТОЛИЧНА;С.СВЕТОВРАЧЕНЕ;2-215-177;177 ОУ Св.Св.Кирил и Методий;12;30.96;13;21.08
СОФИЯ-ГРАД;СТОЛИЧНА;С.ДОБРОСЛАВЦИ;2-215-179;179 ОУ Васил Левски;6;37.25;6;25.5
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-216-001;1 СУ Пенчо П. Славейков;70;41.74;70;43.39
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-216-112;112 ОУ;93;41.31;93;42.27
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-216-129;129 ОУ Антим -І;79;42.42;79;41.96
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-216-306;СМГ П. Хилендарски;129;55.54;127;63.64
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-216-532;ЧСУ УВЕКИНД;22;43.34;21;46.86
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-217-053;53 ОУ;11;40.73;11;34.64
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-217-066;66 СУ Филип Станиславов;19;17.66;19;12
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-217-072;72 ОУ Христо Ботев;11;35.41;11;31.55
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-217-088;88 СУ Д. Попниколов;110;38.18;110;36.22
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-217-149;149 СУ;40;33.33;39;26.97
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-217-151;Национално СУ София;95;42.46;95;40.82
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-217-525;ЧОУ Д-р Мария Монтесори;1;56;1;62
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-217-575;ЧСУ Евростар;12;48.33;12;57
СОФИЯ-ГРАД;СТОЛИЧНА;С.КАЗИЧЕНЕ;2-218-071;71 СУ П.Яворов;38;28.38;38;24.26
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-218-083;83. ОУ;21;36.69;21;37.9
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-218-084;84. ОУ;25;29.36;25;25
СОФИЯ-ГРАД;СТОЛИЧНА;С.КРИВИНА;2-218-155;155 ОУ;7;24.43;7;22.57
СОФИЯ-ГРАД;СТОЛИЧНА;С.ЖЕЛЕЗНИЦА;2-218-191;191 ОУ;6;23.08;6;22.67
СОФИЯ-ГРАД;СТОЛИЧНА;С.БИСТРИЦА;2-218-192;192 СУ;31;37.79;31;33.71
СОФИЯ-ГРАД;СТОЛИЧНА;С.ЛОЗЕН;2-218-200;200 ОУ;14;32.54;14;22.79
СОФИЯ-ГРАД;СТОЛИЧНА;С.ЛОЗЕН;2-218-201;201 ОУ;16;36.84;16;28.75
СОФИЯ-ГРАД;СТОЛИЧНА;С.ДОЛНИ ПАСАРЕЛ;2-218-202;202 ОУ;9;26.44;9;20.78
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-218-703;ЧОУ Изгрев;3;51;3;40.67
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-219-024;24 СУ П. К. Яворов;11;18.18;10;13
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-219-042;42 ОУ;93;35.78;93;32.78
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-219-044;44. СУ НЕОФИТ БОЗВЕЛИ;19;31.61;19;19.11
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-219-049;49-то ОУ Бенито Хуарес;106;39.03;106;41.16
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-219-095;95 СУ;59;39.21;59;32.27
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-219-106;106 ОУ;21;12.38;20;10.55
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-219-124;124 ОУ Васил Левски;15;11.93;15;11.93
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-219-130;130 СУ Стефан Караджа;33;27.89;34;21.35
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-219-143;143. ОУ Г. Бенковски;103;44.56;103;46.62
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-219-166;166 СУ В.Левски;67;28.68;69;23.55
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-219-199;199 ОУ Св.Ап.Й.Богослов;24;26.42;24;15.62
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-220-014;14 СУ Проф. д-р А. Златаров;50;42.25;49;39.18
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-220-029;29. СУ Кузман Шапкарев;9;14;8;10.5
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-220-048;48 ОУ Й. Ковачев;62;38.32;61;31.08
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-220-058;58 ОУ Сергей Румянцев;28;33.57;27;30.74
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-220-059;59 ОУ Васил Левски;21;16.19;21;12.43
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-220-060;60 ОУ Св.св.Кирил и Методий;34;30.46;33;26.94
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-220-100;100-но ОУ Н. Геров;16;39.97;16;31.12
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-221-023;23 СУ Фредерик Ж.-Кюри;71;37.82;71;38.96
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-221-031;31СУЧЕМ Иван Вазов;139;46.18;139;48.15
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-221-094;94 СУ Д.Страшимиров;63;14.41;63;12.62
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-221-109;109 ОУ;73;40.91;73;39.81
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-221-138;138 СУПроф.В.Златарски;140;40.43;141;43.11
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-221-148;148 ОУ Проф. д-р Л. Милетич;27;29.83;27;19.63
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-221-501;ЧОУ Образователни технологии;40;40.49;40;43.75
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-221-563;ПЧМГ;71;53.49;71;63.11
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-221-614;ЧОУ Джани РоДари;2;43.25;2;35
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-222-006;6 ОУ Граф Игнатиев;61;47.13;61;43.28
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-222-007;7. СУ Свети Седмочисленици;51;45.16;51;46.88
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-222-012;12 СУ Цар Иван Асен ІІ;49;39.83;49;41.04
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-222-038;38ОУ;85;44.71;85;45.42
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-222-127;127 СРЕДНО УЧИЛИЩЕ;25;36.64;25;39.2
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-222-133;133 СУ А.С.Пушкин;103;47.17;103;47.7
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-223-008;8. СУ;19;34.13;19;27
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-223-055;55 СУ;120;44.76;119;46.28
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-224-020;20 ОУ Тодор Минков;125;50.23;125;52.12
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-224-022;22 СУ Г. С. Раковски;109;44.52;109;45.24
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-224-041;41 0У Св. Патриарх Евтимий;88;43.57;88;46.17
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-224-047;47СУ;28;39.04;29;31.48
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-224-073;73. СУ Владислав Граматик;124;48.89;124;49.31
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-224-104;104 ОУ Захари Стоянов;100;43.38;100;41.1
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-224-121;121 СУ;35;39.16;35;30.43
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-224-126;126 ОУ П. Ю. Тодоров;67;36.66;67;30.56
СОФИЯ-ГРАД;СТОЛИЧНА;ГР.СОФИЯ;2-224-544;Частно СУ Артис;10;44.25;10;41.7
СОФИЯ-ОБЛАСТ;СВОГЕ;С.СВИДНЯ;2-300-028;ОУ Отец Паисий;3;33.17;3;30.33
СОФИЯ-ОБЛАСТ;САМОКОВ;С.ГОВЕДАРЦИ;2-300-062;ОУ Димчо Дебелянов;8;35.44;8;30
СОФИЯ-ОБЛАСТ;КОСТИНБРОД;ГР.КОСТИНБРОД;2-300-067;2ОУ Васил Левски;13;24.62;13;18.77
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;ГР.БОТЕВГРАД;2-300-099;ППМГАкад.проф.д-р Ас.Златаров;27;42.35;27;34.81
СОФИЯ-ОБЛАСТ;ПИРДОП;ГР.ПИРДОП;2-300-105;СУ Саво Савов;50;30.08;50;27.66
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;С.ЛИПНИЦА;2-300-109;ОУ Св.св.Кирил и Методий;10;10.4;8;10.75
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;С.ТРУДОВЕЦ;2-300-114;ОУ Любен Каравелов;19;26.37;19;23.79
СОФИЯ-ОБЛАСТ;САМОКОВ;ГР.САМОКОВ;2-300-131;ПГ Константин Фотинов;34;42.9;34;37.41
СОФИЯ-ОБЛАСТ;ГОДЕЧ;ГР.ГОДЕЧ;2-300-163;СУ Проф.д-р Ас. Златаров;26;28.17;26;22.88
СОФИЯ-ОБЛАСТ;ЕЛИН ПЕЛИН;ГР.ЕЛИН ПЕЛИН;2-300-170;СУ Васил Левски;84;35.44;84;30.05
СОФИЯ-ОБЛАСТ;ИХТИМАН;ГР.ИХТИМАН;2-300-188;СУ Христо Ботев;79;31.33;79;36.87
СОФИЯ-ОБЛАСТ;ЕТРОПОЛЕ;ГР.ЕТРОПОЛЕ;2-300-195;СУ Хр. Ясенов;90;30.15;90;31.72
СОФИЯ-ОБЛАСТ;ДРАГОМАН;ГР.ДРАГОМАН;2-300-214;СУ Христо Ботев;19;27.39;20;17.1
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;ГР.БОТЕВГРАД;2-301-045;ОУ Св.Св.Кирил и Методий;37;31.55;37;23.46
СОФИЯ-ОБЛАСТ;САМОКОВ;ГР.САМОКОВ;2-301-881;ОУ Св.Св.Кирил и Методий;30;33.67;30;28.07
СОФИЯ-ОБЛАСТ;СВОГЕ;С.ЦЕРОВО;2-302-003;ОУ Васил Левски;11;34.95;11;26
СОФИЯ-ОБЛАСТ;КОСТИНБРОД;С.ПЕТЪРЧ;2-302-142;ОУ Отец Паисий;10;25.05;10;18.8
СОФИЯ-ОБЛАСТ;САМОКОВ;ГР.САМОКОВ;2-303-106;СУ Отец Паисий;59;29.43;59;19.78
СОФИЯ-ОБЛАСТ;ЕТРОПОЛЕ;С.ЛОПЯН;2-303-456;ОУ Хр. Ботев;17;16.24;17;29.29
СОФИЯ-ОБЛАСТ;КОСТЕНЕЦ;ГР.КОСТЕНЕЦ;2-303-490;СУ Св. Климент Охридски;49;36.49;49;32.92
СОФИЯ-ОБЛАСТ;САМОКОВ;ГР.САМОКОВ;2-303-825;ОУ Неофит Рилски;59;11.07;56;14.04
СОФИЯ-ОБЛАСТ;ИХТИМАН;ГР.ИХТИМАН;2-304-101;ОУ Д.Дебелянов;18;21.36;19;9.47
СОФИЯ-ОБЛАСТ;САМОКОВ;ГР.САМОКОВ;2-304-610;СУНикола Велчев;20;23.2;20;23.25
СОФИЯ-ОБЛАСТ;КОСТЕНЕЦ;С.КОСТЕНЕЦ;2-304-763;ОУ Константин Костенечки;25;25.64;26;24.62
СОФИЯ-ОБЛАСТ;ДОЛНА БАНЯ;ГР.ДОЛНА БАНЯ;2-306-213;СУН.Рилски;32;19.02;32;14
СОФИЯ-ОБЛАСТ;КОПРИВЩИЦА;ГР.КОПРИВЩИЦА;2-306-331;СУ Любен Каравелов;21;28.64;21;22.67
СОФИЯ-ОБЛАСТ;СЛИВНИЦА;ГР.СЛИВНИЦА;2-306-517;СУ--Св.Св.Кирил и Методий;60;31.48;60;26.77
СОФИЯ-ОБЛАСТ;СЛИВНИЦА;С.АЛДОМИРОВЦИ;2-306-518;ОУ Ив.Вазов;14;31.43;14;20.36
СОФИЯ-ОБЛАСТ;ЧЕЛОПЕЧ;С.ЧЕЛОПЕЧ;2-307-223;ОУ Св.Св.Кирил и Методий;17;33.26;17;30.18
СОФИЯ-ОБЛАСТ;АНТОН;С.АНТОН;2-307-255;ОУ Св.Св. Кирил и Методий;10;23.95;10;43.3
СОФИЯ-ОБЛАСТ;МИРКОВО;С.МИРКОВО;2-307-277;ОУ Г.Бенковски;8;26.75;8;25.62
СОФИЯ-ОБЛАСТ;КОСТИНБРОД;ГР.КОСТИНБРОД;2-308-290;I ОУ Васил Левски;23;27.33;23;20.74
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;С.ЛИТАКОВО;2-308-415;ОУ В. Левски;23;14.2;22;13.45
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;ГР.БОТЕВГРАД;2-308-753;ОУ В. Левски;19;18.53;19;13.16
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;ГР.БОТЕВГРАД;2-308-760;ОУ Н.Й.Вапцаров;104;34.75;104;32.76
СОФИЯ-ОБЛАСТ;ЕЛИН ПЕЛИН;С.ЕЛИН ПЕЛИН (ГАРА ЕЛИН П;2-308-778;ОУ Стефан Стефанов;21;30.29;21;28.24
СОФИЯ-ОБЛАСТ;ЕТРОПОЛЕ;ГР.ЕТРОПОЛЕ;2-308-785;ОУ Хр.Ботев-Етрополе;6;21.33;7;14.43
СОФИЯ-ОБЛАСТ;ЗЛАТИЦА;ГР.ЗЛАТИЦА;2-308-792;СУ Св. Паисий Хилендарски;46;33.53;46;28.09
СОФИЯ-ОБЛАСТ;ИХТИМАН;ГР.ИХТИМАН;2-308-810;ОУ Св.Св. Кирил и Методий;65;10.08;60;11.35
СОФИЯ-ОБЛАСТ;СВОГЕ;С.ИСКРЕЦ;2-308-828;ОУ Св. Иван Рилски;11;25.59;11;29.64
СОФИЯ-ОБЛАСТ;СВОГЕ;ГР.СВОГЕ;2-308-867;СУ Иван Вазов;59;33.09;59;27.97
СОФИЯ-ОБЛАСТ;САМОКОВ;ГР.САМОКОВ;2-308-917;ОУ Митрополит Авкс.Велешки;78;30.34;77;24.68
СОФИЯ-ОБЛАСТ;САМОКОВ;ГР.САМОКОВ;2-308-924;ОУ Христо Максимов;23;26.11;23;21.13
СОФИЯ-ОБЛАСТ;БОЖУРИЩЕ;ГР.БОЖУРИЩЕ;2-308-970;СУЛетец Хр.Топракчиев;36;34.35;36;29.86
СОФИЯ-ОБЛАСТ;БОЖУРИЩЕ;С.ХЕРАКОВО;2-308-988;ОУ Св. св. Кирил и Методий;3;13.33;2;14
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;С.ВРАЧЕШ;2-309-015;ОУ Отец Паисий;29;20.14;29;13.9
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;С.СКРАВЕНА;2-309-022;ОУ Св.Св. Кирил и Методий;11;22.36;11;19.36
СОФИЯ-ОБЛАСТ;ИХТИМАН;С.ВАКАРЕЛ;2-309-054;ОУ Христо Смирненски;17;22.82;17;18.35
СОФИЯ-ОБЛАСТ;ЕЛИН ПЕЛИН;С.ГАБРА;2-309-080;ОУ Отец Паисий;5;39.1;5;23
СОФИЯ-ОБЛАСТ;СВОГЕ;С.ЛАКАТНИК(ГАРА ЛАКАТНИК);2-309-111;ОУ Христо Ботев;5;37.9;5;20.4
СОФИЯ-ОБЛАСТ;ГОРНА МАЛИНА;С.АПРИЛОВО;2-309-200;ОУ Св. Св. Кирил и Методий;13;12.69;13;14.54
СОФИЯ-ОБЛАСТ;ГОРНА МАЛИНА;С.ГОРНА МАЛИНА;2-309-225;СУ Хр. Ботев;26;24.85;26;16.42
СОФИЯ-ОБЛАСТ;ЕЛИН ПЕЛИН;С.РАВНО ПОЛЕ;2-309-264;ОУ Христо Ботев;8;34.56;8;26
СОФИЯ-ОБЛАСТ;ПРАВЕЦ;С.ДЖУРОВО;2-309-314;ОУ Христо Ботев;17;28.29;18;36.06
СОФИЯ-ОБЛАСТ;ПРАВЕЦ;С.ВИДРАРЕ;2-309-321;ОУ Васил Левски;6;36;6;25
СОФИЯ-ОБЛАСТ;ПРАВЕЦ;С.ОСИКОВИЦА;2-309-339;ОУ Любен Каравелов;7;28.86;9;20.56
СОФИЯ-ОБЛАСТ;САМОКОВ;С.РАДУИЛ;2-309-353;ОУ Христо Смирненски;1;14;1;8
СОФИЯ-ОБЛАСТ;ГОРНА МАЛИНА;С.ДОЛНО КАМАРЦИ;2-309-385;ОУ Отец Паисий;2;26.25;2;31
СОФИЯ-ОБЛАСТ;ЕЛИН ПЕЛИН;С.МУСАЧЕВО;2-309-403;ОУ Иван Вазов;2;20.5;2;17
СОФИЯ-ОБЛАСТ;ЕЛИН ПЕЛИН;С.НОВИ ХАН;2-309-410;ОУ Св.Св. Кирил и Методий;14;40.61;14;32.29
СОФИЯ-ОБЛАСТ;ЕТРОПОЛЕ;С.МАЛКИ ИСКЪР;2-309-454;ОУ Г. Бенковски;8;19.38;8;23.62
СОФИЯ-ОБЛАСТ;ЧАВДАР;С.ЧАВДАР;2-309-499;ОУ Св.св.Кирил и Методий;7;24.5;7;26.71
СОФИЯ-ОБЛАСТ;КОСТЕНЕЦ;ГР.КОСТЕНЕЦ;2-309-531;ОУ Св.св.Кирил и Методий;30;33.57;30;20.67
СОФИЯ-ОБЛАСТ;КОСТЕНЕЦ;С.МОМИН ПРОХОД;2-309-532;ОУ Хр. Смирненски;7;27;7;38.29
СОФИЯ-ОБЛАСТ;САМОКОВ;С.ЯРЛОВО;2-309-606;ОУ Васил Левски;7;15.07;7;8.29
СОФИЯ-ОБЛАСТ;КОСТИНБРОД;ГР.КОСТИНБРОД;2-309-638;СУ Д-р Петър Берон;65;35.33;65;30.94
СОФИЯ-ОБЛАСТ;ЕЛИН ПЕЛИН;С.ДОГАНОВО;2-309-684;ОУ Св.Св.Кирил и Методий;8;16.25;7;9.71
СОФИЯ-ОБЛАСТ;ЕЛИН ПЕЛИН;С.ЛЕСНОВО;2-309-691;ОУ Христо Ботев;13;29.62;13;23.62
СОФИЯ-ОБЛАСТ;БОТЕВГРАД;С.НОВАЧЕНЕ;2-309-766;ОУ В.Левски;8;7;9;10.56
СОФИЯ-ОБЛАСТ;ПРАВЕЦ;ГР.ПРАВЕЦ;2-309-862;ОУ Васил Левски;35;31.61;35;26.49
СОФИЯ-ОБЛАСТ;ПРАВЕЦ;С.РАЗЛИВ;2-309-875;ОУ Христо Ботев;9;12.44;9;19.11
СОФИЯ-ОБЛАСТ;СВОГЕ;С.РЕБРОВО;2-309-912;ОУ Д-р Петър Берон;9;33.39;9;28.11
СОФИЯ-ОБЛАСТ;СВОГЕ;С.ВЛАДО ТРИЧКОВ;2-309-928;ОУ Елин Пелин;3;35.67;3;17
СОФИЯ-ОБЛАСТ;СВОГЕ;С.БОВ (ГАРА БОВ);2-309-990;ОУ Св.Св.Кирил и Методий;2;40.5;2;44
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-400-014;СУ ЖЕЛЕЗНИК;70;37.8;70;29.14
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-400-102;ППМГ Гео Милев;57;52.34;57;58.7
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-400-104;СУВасил Левски-Стара Загора;92;37.1;92;29.6
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-400-105;СУ Христо Смирненски;41;10.48;41;10.44
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-400-106;СУ Максим Горки;51;46.83;51;44.69
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-400-107;СУ Иван Вазов;77;35.05;73;30
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-400-108;СУ Т.Каблешков;38;23.33;39;17.85
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-400-109;ОУ Георги Райчев;28;25.41;27;22.52
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-400-122;І ОУ Георги Бакалов-СЗ;20;14.4;20;11.2
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-400-123;ІІ ОУ – Стара Загора;104;45.17;104;41.32
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-400-125;ОУ Кирил Христов;106;40.88;106;37.49
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-400-126;V ОУ М. Станев;113;41.29;113;37.62
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-400-129;ОУ Самара;24;21.67;24;15.96
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-400-130;Девето ОУ В.Ханчев Ст.Загора;46;39.76;46;34.39
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-400-132;ХІ ОУ Николай Лилиев;28;22.5;27;18.89
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-400-133;XII ОУ Стефан Караджа;43;7.58;42;11.1
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-400-134;XIII ОУ Св.П.ХИЛЕНДАРСКИ;37;38.78;37;29.62
СТАРА ЗАГОРА;СТАРА ЗАГОРА;С.БРАТЯ КУНЧЕВИ;2-400-138;ОУ Христо Ботев;15;19.63;15;15.07
СТАРА ЗАГОРА;СТАРА ЗАГОРА;С.ГОРНО БОТЕВО;2-400-139;ОУ с.Горно Ботево;10;9.3;11;24.36
СТАРА ЗАГОРА;СТАРА ЗАГОРА;С.ДЪЛБОКИ;2-400-140;ОУ Иван Мирчев;9;19.17;10;32.3
СТАРА ЗАГОРА;СТАРА ЗАГОРА;С.ЗАГОРЕ;2-400-141;ОУ Хр.БотевЗагоре;11;15.18;11;7.82
СТАРА ЗАГОРА;СТАРА ЗАГОРА;С.КАЛОЯНОВЕЦ;2-400-142;ОУ От. Паисий- Калояновец;14;11.71;16;11.44
СТАРА ЗАГОРА;СТАРА ЗАГОРА;С.ПРЕСЛАВЕН;2-400-143;ОУ Преславен;9;16.28;9;12.11
СТАРА ЗАГОРА;СТАРА ЗАГОРА;С.ХАН АСПАРУХОВО;2-400-144;ОУ Св.св. Кирил и Методий;16;7.94;17;18.29
СТАРА ЗАГОРА;СТАРА ЗАГОРА;С.ХРИЩЕНИ;2-400-145;ОУ – с. Хрищени;12;26.5;12;37
СТАРА ЗАГОРА;СТАРА ЗАГОРА;С.КИРИЛОВО;2-400-161;ЧСУ Нов век;9;33.44;9;30.11
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-400-167;ЧОУ Елин Пелин;17;40.03;17;40.82
СТАРА ЗАГОРА;СТАРА ЗАГОРА;С.СТАРОЗАГОРСКИ БАНИ;2-400-173;ЧСУ Делфините;7;29.57;7;23.43
СТАРА ЗАГОРА;СТАРА ЗАГОРА;ГР.СТАРА ЗАГОРА;2-400-174;СУ Христо Ботев;21;16;19;10.79
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;2-400-262;ППМГ Н. Обрешков;56;49.66;56;51.73
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;2-400-263;ПХГ Св.Св.Кирил и МетодийКк;29;34.86;29;23
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;2-400-264;СУ Е. Антим ІКазанлък;84;39.27;84;34.65
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;2-400-271;ОУ КУЛАТА;20;27.05;19;16.37
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;2-400-272;ОУ Георги Кирков- Казанлък;50;39.06;50;24.08
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;2-400-273;ОУ СВ. П. ХИЛЕНДАРСКИ;23;24.89;23;17.26
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;2-400-274;ОУ МАТИ БОЛГАРИЯ;48;34.59;48;31.06
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;2-400-275;ОУ Чудомир;40;24.58;40;14.85
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;2-400-276;ОУ Н.Й.Вапцаров;46;34.2;46;28.59
СТАРА ЗАГОРА;КАЗАНЛЪК;ГР.КАЗАНЛЪК;2-400-277;ОУ Антон Страшимиров;34;17.91;36;16.72
СТАРА ЗАГОРА;КАЗАНЛЪК;С.БУЗОВГРАД;2-400-278;ОУ – Бузовград;5;8.8;6;13.67
СТАРА ЗАГОРА;КАЗАНЛЪК;С.ГОРНО ЧЕРКОВИЩЕ;2-400-279;ОУ Св.Кл.Охридски;16;13.5;16;10.31
СТАРА ЗАГОРА;КАЗАНЛЪК;С.ЕНИНА;2-400-280;ОУ ЕНИНА;13;29.08;13;18.46
СТАРА ЗАГОРА;КАЗАНЛЪК;С.КОПРИНКА;2-400-281;ОУ -с.Копринка;10;10;8;10
СТАРА ЗАГОРА;КАЗАНЛЪК;С.КРЪН;2-400-282;ОУ Св. Климент Охридски;13;24.85;13;14
СТАРА ЗАГОРА;КАЗАНЛЪК;С.КЪНЧЕВО;2-400-283;ОУ --Св. Св. Кирил и Методий;10;18.95;10;12.3
СТАРА ЗАГОРА;КАЗАНЛЪК;С.ОВОЩНИК;2-400-284;ОУ Д-р Петър Берон;10;26.25;10;19.5
СТАРА ЗАГОРА;КАЗАНЛЪК;С.РЪЖЕНА;2-400-286;ОУ Св.Св.Кирил и Методий;11;18;11;21.91
