Област;Община;Населено място;Код;Училище;Явили се БЕЛ;Ср. успех в точки БЕЛ (мах 65 т.);Явили се MAT;Ср. успех в точки MAT (мах 65 т.)
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;300-126;СУ Владимир Комаров;9;28.44;9;22.33
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;300-127;СУ Г. С. Раковски;4;14;5;13.6
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;300-143;Спортно училище;33;31.02;33;20.94
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;ГР.ГОРНА ОРЯХОВИЦА;300-201;ОУ Иван Вазов;84;37.13;84;36.1
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;ГР.ГОРНА ОРЯХОВИЦА;300-202;ОУ Св.св.Кирил и Методий;21;26.4;21;27.14
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;ГР.ГОРНА ОРЯХОВИЦА;300-205;ОУ Св.П.Хилендарски;17;18.71;17;13.24
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;С.ПЪРВОМАЙЦИ;300-206;ОУ Елин Пелин;7;12.43;8;10.38
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;ГР.ДОЛНА ОРЯХОВИЦА;300-208;ОУ Св.св.Кирил и Методий;14;29.61;15;21.93
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;С.ПИСАРЕВО;300-209;ОУ Отец Паисий;8;22.5;8;13.25
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;С.ВЪРБИЦА;300-21;ОУ Васил Левски;8;14.25;7;16.71
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;С.ДРАГАНОВО;300-211;ОУ Кл.Охридски;11;18.82;11;8.91
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;С.ПОЛИКРАЙЩЕ;300-212;ОУ Св.Св.Кирил и Методий;5;15.2;5;8
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;ГР.ГОРНА ОРЯХОВИЦА;300-216;СУ Георги Измирлиев;95;32.56;95;27.05
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;ГР.ГОРНА ОРЯХОВИЦА;300-217;СУ Вичо Грънчаров;53;31.7;53;22.32
ВЕЛИКО ТЪРНОВО;ЕЛЕНА;С.БЕБРОВО;300-302;ОУ Христо Ботев;5;26.8;5;28.8
ВЕЛИКО ТЪРНОВО;ЕЛЕНА;С.КОНСТАНТИН;300-303;ОУ Отец Паисий;8;24.13;8;12.38
ВЕЛИКО ТЪРНОВО;ЕЛЕНА;С.МАЙСКО;300-304;ОУ Отец Паисий;13;27.12;13;25.77
ВЕЛИКО ТЪРНОВО;ЕЛЕНА;ГР.ЕЛЕНА;300-305;СУИван Н.Момчилов;44;32.38;44;27.48
ВЕЛИКО ТЪРНОВО;ЗЛАТАРИЦА;С.СРЕДНО СЕЛО;300-403;ОУ Васил Левски;4;13.25;4;10.5
ВЕЛИКО ТЪРНОВО;ЗЛАТАРИЦА;ГР.ЗЛАТАРИЦА;300-404;СУ Св.св.Кирил и Методий;21;19.43;21;14.57
ВЕЛИКО ТЪРНОВО;ЛЯСКОВЕЦ;С.ДЖУЛЮНИЦА;300-506;ОУ П.Р.Славейков;12;29.96;12;26.58
ВЕЛИКО ТЪРНОВО;ЛЯСКОВЕЦ;ГР.ЛЯСКОВЕЦ;300-507;СУ М. Райкович;66;29.57;66;23.23
ВЕЛИКО ТЪРНОВО;ПАВЛИКЕНИ;ГР.ПАВЛИКЕНИ;300-602;ОУ Св.Климент Охридски;57;26.96;56;18.09
ВЕЛИКО ТЪРНОВО;ПАВЛИКЕНИ;ГР.БЯЛА ЧЕРКВА;300-604;ОУ Бачо Киро;15;20.27;15;25.07
ВЕЛИКО ТЪРНОВО;ПАВЛИКЕНИ;С.ВЪРБОВКА;300-607;ОУ Филип Тотю;18;14.17;18;11.5
ВЕЛИКО ТЪРНОВО;ПАВЛИКЕНИ;С.КАРАИСЕН;300-611;ОУ Х.Димитър и Ст.Караджа;3;27.33;3;11
ВЕЛИКО ТЪРНОВО;ПАВЛИКЕНИ;С.БАТАК;300-612;ОУ Св.св.Кирил и Методий;11;23.55;11;15
ВЕЛИКО ТЪРНОВО;ПАВЛИКЕНИ;ГР.ПАВЛИКЕНИ;300-618;СУ Бачо Киро;56;28.85;56;23.71
ВЕЛИКО ТЪРНОВО;ПОЛСКИ ТРЪМБЕШ;С.РАДАНОВО;300-704;ОУ Св.Св.Кирил и Методий;14;14.36;14;33.14
ВЕЛИКО ТЪРНОВО;ПОЛСКИ ТРЪМБЕШ;С.ПЕТКО КАРАВЕЛОВО;300-708;ОУ Васил Левски;17;17.44;17;23.76
ВЕЛИКО ТЪРНОВО;ПОЛСКИ ТРЪМБЕШ;ГР.ПОЛСКИ ТРЪМБЕШ;300-711;СУ Ц.Церковски;51;22.85;51;17.08
ВЕЛИКО ТЪРНОВО;СВИЩОВ;ГР.СВИЩОВ;300-801;ОУ Ф.Сакелариевич;17;20.76;17;14.53
ВЕЛИКО ТЪРНОВО;СВИЩОВ;С.АЛЕКОВО;300-803;ОУ Христо Ботев;9;8.78;9;13.56
ВЕЛИКО ТЪРНОВО;СВИЩОВ;С.МОРАВА;300-808;ОУ Св.св.Кирил и Методий;6;27;6;14.67
ВЕЛИКО ТЪРНОВО;СВИЩОВ;С.ОВЧА МОГИЛА;300-809;ОУ Св. св. Кирил и Методий;20;28.08;20;20.6
ВЕЛИКО ТЪРНОВО;СВИЩОВ;С.ОРЕШ;300-81;ОУ Хр. Ботев;6;30.58;6;24.5
ВЕЛИКО ТЪРНОВО;СВИЩОВ;ГР.СВИЩОВ;300-814;СУ Цв. Радославов;36;27.53;36;20.78
ВЕЛИКО ТЪРНОВО;СВИЩОВ;ГР.СВИЩОВ;300-815;СУ Николай Катранов;64;37.45;64;32.41
ВЕЛИКО ТЪРНОВО;СВИЩОВ;ГР.СВИЩОВ;300-816;СУ Д.Благоев;69;32.5;69;29.04
ВЕЛИКО ТЪРНОВО;СТРАЖИЦА;С.АСЕНОВО;300-904;ОУ Св. св. Кирил и Методий;9;9.11;10;13.8
ВЕЛИКО ТЪРНОВО;СТРАЖИЦА;С.ВИНОГРАД;300-905;ОУ Св.Кл.Охридски;10;24.6;10;20.5
ВЕЛИКО ТЪРНОВО;СТРАЖИЦА;С.КЕСАРЕВО;300-909;ОУ Н. Райнов;19;17.84;19;22.37
ВЕЛИКО ТЪРНОВО;СТРАЖИЦА;ГР.СТРАЖИЦА;300-911;СУ А.Каралийчев;55;24.41;55;16.93
ВЕЛИКО ТЪРНОВО;СТРАЖИЦА;С.КАМЕН;300-916;СУ Св.Кл. Охридски;24;17.73;25;13.84
ВЕЛИКО ТЪРНОВО;СУХИНДОЛ;ГР.СУХИНДОЛ;300-991;СУ Св.Кл.Охридски;12;24.96;13;13.31
ВАРНА;ВАРНА;ГР.ВАРНА;400-003;ОУ Антон Страшимиров;104;38.57;104;31.21
ВАРНА;ВАРНА;ГР.ВАРНА;400-005;ОУ Васил Априлов;50;36.25;50;30.12
ВАРНА;ВАРНА;ГР.ВАРНА;400-006;ОУ Г. С. Раковски;106;41.58;106;44.42
ВАРНА;ВАРНА;ГР.ВАРНА;400-007;ОУ Добри Чинтулов;123;38.04;123;33.94
ВАРНА;ВАРНА;ГР.ВАРНА;400-008;ОУ Захари Стоянов;122;45.34;122;47.01
ВАРНА;ВАРНА;ГР.ВАРНА;400-009;ОУ Иван Вазов;37;31.45;37;26.81
ВАРНА;ВАРНА;ГР.ВАРНА;400-01;ОУ Св. Иван Рилски;24;16.29;24;10.42
ВАРНА;ВАРНА;ГР.ВАРНА;400-011;ОУ Йордан Йовков;39;40.88;39;38.64
ВАРНА;ВАРНА;ГР.ВАРНА;400-012;ОУ Константин Арабаджиев;15;27.3;15;41.2
ВАРНА;ВАРНА;С.КАМЕНАР;400-014;ОУ Д. Войников;20;15.2;20;12.35
ВАРНА;ВАРНА;ГР.ВАРНА;400-015;ОУ Кап. Петко войвода;10;31.4;10;22.5
ВАРНА;ВАРНА;ГР.ВАРНА;400-017;ОУ Отец Паисий;14;7.21;14;16.71
ВАРНА;ВАРНА;ГР.ВАРНА;400-018;ОУ Панайот Волов;25;38.04;25;33.28
ВАРНА;ВАРНА;ГР.ВАРНА;400-019;ОУ Св. Патриарх Евтимий;77;40.44;78;31.83
ВАРНА;ВАРНА;ГР.ВАРНА;400-02;ОУ Петко Р.Славейков;133;47.92;133;50.84
ВАРНА;ВАРНА;ГР.ВАРНА;400-022;ОУ Св.св.Кирил и Методий;97;46.13;97;50.66
ВАРНА;ВАРНА;ГР.ВАРНА;400-023;ОУ Стефан Караджа;45;38.81;45;33.56
ВАРНА;ВАРНА;ГР.ВАРНА;400-024;ОУ Стоян Михайловски;43;33.22;43;33.44
ВАРНА;ВАРНА;ГР.ВАРНА;400-026;ОУ Христо Ботев;44;32.58;44;27.23
ВАРНА;ВАРНА;С.ТОПОЛИ;400-027;ОУ Христо Смирненски;18;33.42;18;24.61
ВАРНА;ВАРНА;ГР.ВАРНА;400-028;ОУ Цар Симеон І;88;40.24;88;35.32
ВАРНА;ВАРНА;ГР.ВАРНА;400-029;ОУ Черноризец Храбър;71;38.14;71;38.85
ВАРНА;ВАРНА;ГР.ВАРНА;400-03;VІІ СУ Найден Геров;127;44.02;127;49.19
ВАРНА;ВАРНА;ГР.ВАРНА;400-031;СУЕО Ал. С. Пушкин;103;46.38;103;50.17
ВАРНА;ВАРНА;ГР.ВАРНА;400-032;ОУ Васил Друмев;27;36.91;27;36.56
ВАРНА;ВАРНА;ГР.ВАРНА;400-033;СУ Георги Бенковски;67;26.1;67;17.9
ВАРНА;ВАРНА;ГР.ВАРНА;400-034;СУ Гео Милев;122;41.79;122;43.93
ВАРНА;ВАРНА;ГР.ВАРНА;400-036;СУ Елин Пелин;18;21.81;18;13.94
ВАРНА;ВАРНА;ГР.ВАРНА;400-037;СУ Любен Каравелов;42;18.89;41;18.07
ВАРНА;ВАРНА;ГР.ВАРНА;400-039;СУ Пейо Кр. Яворов;60;35.06;60;26.65
ВАРНА;ВАРНА;ГР.ВАРНА;400-04;СУ Св.Климент Охридски;153;44.04;153;42.39
ВАРНА;ВАРНА;ГР.ВАРНА;400-046;МГ Д-р П. Берон;55;54.89;55;64.38
ВАРНА;ВАРНА;ГР.ВАРНА;400-047;СУХНИ Константин Преславски;137;40.3;136;36.59
ВАРНА;ВАРНА;ГР.ВАРНА;400-054;СУУНЗ Проф.д-р Иван Шишманов;3;35.67;3;15.67
ВАРНА;ВАРНА;ГР.ВАРНА;400-075;ЧОУ Малкият принц;35;43.17;34;38.59
ВАРНА;АВРЕН;С.АВРЕН;400-079;ОУ Христо Бoтев;10;25.15;10;19.2
ВАРНА;АВРЕН;С.ДЪБРАВИНО;400-081;ОУ Свети Климент Охридски;18;23.56;18;15.61
ВАРНА;АВРЕН;С.ПРИСЕЛЦИ;400-083;ОУ Д-р Петър Берон;16;29.06;16;20.12
ВАРНА;АВРЕН;С.СИНДЕЛ;400-084;СУ Св.Св.Кирил и Методий;11;20.45;11;15.64
ВАРНА;АВРЕН;С.ТРЪСТИКОВО;400-085;ОУ Св. св. Кирил и Методий;4;12.5;4;11.25
ВАРНА;АВРЕН;С.ЦАРЕВЦИ;400-086;ОУ Д-р П. Берон;10;20.85;10;13.5
ВАРНА;АКСАКОВО;ГР.АКСАКОВО;400-087;СУ Св. Климент Охридски;63;37.4;63;30.89
ВАРНА;АКСАКОВО;С.ВЪГЛЕН;400-089;ОУ Хр.Смирненски;12;23.33;12;13.75
ВАРНА;АКСАКОВО;С.ИГНАТИЕВО;400-09;СУ Св. Св. Кирил и Методий;35;13.54;35;10.77
ВАРНА;АКСАКОВО;С.ИЗВОРСКО;400-091;ОУ Св.Кл.Охридски;13;16.65;13;10.85
ВАРНА;АКСАКОВО;С.КИЧЕВО;400-092;ОУ Св.Климент Охридски;10;33.45;10;29.6
ВАРНА;АКСАКОВО;С.ЛЮБЕН КАРАВЕЛОВО;400-093;ОУ Иван Вазов;22;25.25;22;14.95
ВАРНА;БЕЛОСЛАВ;ГР.БЕЛОСЛАВ;400-096;СУ Св. св. Кирил и Методий;64;26.98;63;20.35
ВАРНА;БЕЛОСЛАВ;ГР.БЕЛОСЛАВ;400-097;ОУ Св. П. Евтимий;22;21.43;21;16.95
ВАРНА;БЕЛОСЛАВ;С.ЕЗЕРОВО;400-099;ОУ Св.Св.Кирил и Методий;11;30.5;11;22.27
ВАРНА;ВАРНА;С.КОНСТАНТИНОВО;400-1;ОУ Свети Климент Охридски;9;25.11;8;27.75
ВАРНА;БЯЛА;ГР.БЯЛА;400-103;ОУ Отец Паисий;16;17;16;11.19
ВАРНА;ВЕТРИНО;С.ВЕТРИНО;400-108;СУХристо Ботев;22;27.2;23;16.09
ВАРНА;ВЪЛЧИ ДОЛ;ГР.ВЪЛЧИДОЛ;400-112;СУ В. Левски;36;20.06;36;17.06
ВАРНА;ВЪЛЧИ ДОЛ;С.МИХАЛИЧ;400-117;ОУ Васил Левски;14;23.43;14;24.86
ВАРНА;ВЪЛЧИ ДОЛ;С.СТЕФАН КАРАДЖА;400-118;ОУ Климент Охридски;7;11.71;7;12.14
ВАРНА;ВЪЛЧИ ДОЛ;С.ЧЕРВЕНЦИ;400-119;ОУ Св.И.Рилски;16;14;16;16.88
ВАРНА;ДЕВНЯ;ГР.ДЕВНЯ;400-123;СУ В. Левски;36;23.11;36;18.78
ВАРНА;ДЕВНЯ;ГР.ДЕВНЯ;400-124;ОУ Св.св.Кирил и Методий;17;19.26;17;14.41
ВАРНА;ДОЛНИ ЧИФЛИК;ГР.ДОЛНИ ЧИФЛИК;400-126;СУ В. Левски;60;21.18;60;14.62
ВАРНА;ДОЛНИ ЧИФЛИК;С.ВЕНЕЛИН;400-128;ОУ Св.Св.Кирил и Методий;12;14.58;13;26.85
ВАРНА;ДОЛНИ ЧИФЛИК;С.ГОЛИЦА;400-129;ОУ Св. Св. Кирил и Методий;3;32.5;3;20.67
ВАРНА;ДОЛНИ ЧИФЛИК;С.ГОРЕН ЧИФЛИК;400-13;ОУ П.Хилендарски;9;17.22;9;34.67
ВАРНА;ДОЛНИ ЧИФЛИК;С.ГРОЗДЬОВО;400-131;ОУ Христо Смирненски;20;12.3;20;11.85
ВАРНА;ДОЛНИ ЧИФЛИК;С.ПЧЕЛНИК;400-133;ОУ Христо Ботев;18;19.14;18;19
ВАРНА;ДОЛНИ ЧИФЛИК;С.СТАРО ОРЯХОВО;400-134;ОУ Св. св. Кирил и Методий;53;24.37;54;17.63
ВАРНА;ДЪЛГОПОЛ;ГР.ДЪЛГОПОЛ;400-136;СУ Св.Климент Охридски;48;23.29;46;17.24
ВАРНА;ДЪЛГОПОЛ;С.ЛОПУШНА;400-141;ОУ Митко Палаузов;9;19.11;9;22.11
ВАРНА;ДЪЛГОПОЛ;С.МЕДОВЕЦ;400-142;СУ Назъм Хикмет;14;25.04;14;21.29
ВАРНА;ДЪЛГОПОЛ;С.ПАРТИЗАНИ;400-143;ОУ Христо Ботев;14;20.79;14;17.93
ВАРНА;ДЪЛГОПОЛ;С.ПОЛЯЦИТЕ;400-144;ОУ Васил Левски;9;25.33;9;23.56
ВАРНА;ДЪЛГОПОЛ;С.ЦОНЕВО;400-145;ОУ Христо Ботев;41;15.24;39;14.79
ВАРНА;ПРОВАДИЯ;ГР.ПРОВАДИЯ;400-146;I ОУ Христо Смирненски;31;26.61;31;20.48
ВАРНА;ПРОВАДИЯ;ГР.ПРОВАДИЯ;400-147;II ОУ Иван Вазов;48;29.34;48;24.83
ВАРНА;ПРОВАДИЯ;ГР.ПРОВАДИЯ;400-148;СУ Д.Благоев;31;26.37;31;20.13
ВАРНА;ПРОВАДИЯ;С.БЛЪСКОВО;400-152;ОУ Св.Св.Кирил и Методий;28;21.8;28;16.57
ВАРНА;ПРОВАДИЯ;С.БОЗВЕЛИЙСКО;400-153;ОУ Васил Левски;17;19.35;17;26.29
ВАРНА;ПРОВАДИЯ;С.ГРАДИНАРОВО;400-155;ОУ Св.Св.Кирил и Методий;17;26;17;28.76
ВАРНА;ПРОВАДИЯ;С.ЖИТНИЦА;400-156;ОУ Хр. Ботев;8;10.63;8;12
ВАРНА;ПРОВАДИЯ;С.СЛАВЕЙКОВО;400-159;ОУ А. Златаров;2;21.5;2;29
ВАРНА;СУВОРОВО;ГР.СУВОРОВО;400-163;СУ Никола Й. Вапцаров;29;29.83;29;20.07
ВАРНА;СУВОРОВО;С.НИКОЛАЕВКА;400-164;ОУ Хр.Ботев;8;12.25;9;13
ВАРНА;СУВОРОВО;С.ЧЕРНЕВО;400-165;ОУ Христо Ботев;12;26.92;12;36
ВАРНА;ВАРНА;ГР.ВАРНА;403-535;ОУ Св. княз Борис I;38;30.09;38;22.29
ВАРНА;ВАРНА;ГР.ВАРНА;403-536;ІІІ ОУ А. Кънчев;103;41.71;103;43.53
ВАРНА;ВАРНА;ГР.ВАРНА;403-537;СУ Димчо Дебелянов;34;35.76;34;24.76
ВАРНА;ВАРНА;ГР.ВАРНА;403-538;СУ Неофит Бозвели;24;30.69;22;26.68
ВАРНА;ВАРНА;ГР.ВАРНА;403-543;Второ ОУ Н.Й.Вапцаров;61;36.84;61;31.82
ВАРНА;ВАРНА;ГР.ВАРНА;403-558;ЧСУ Мечтатели;8;30.88;8;25.12
ВАРНА;АВРЕН;С.АВРЕН;403-559;ЧСУ Юрий Гагарин;29;40.64;29;37.93
ВИДИН;ВИДИН;ГР.ВИДИН;500-102;ППМГ Екзарх Антим І;29;45.97;29;49.97
ВИДИН;ДИМОВО;ГР.ДИМОВО;500-103;СУСв.Св.Кирил и Методий;14;16.64;14;17.5
ВИДИН;ВИДИН;ГР.ВИДИН;500-104;ОУ Любен Каравелов;84;28.74;84;23.99
ВИДИН;ВИДИН;ГР.ВИДИН;500-111;ОУ Еп. Софроний Врачански;40;19.13;41;19.2
ВИДИН;ВИДИН;ГР.ВИДИН;500-112;ОУ Отец Паисий;16;29.66;13;29
ВИДИН;ВИДИН;ГР.ВИДИН;500-113;ОУ Св. Климент Охридски;18;34.72;15;31.13
ВИДИН;БЕЛОГРАДЧИК;ГР.БЕЛОГРАДЧИК;500-201;СУ Христо Ботев;39;27.77;37;20.14
ВИДИН;БЕЛОГРАДЧИК;С.РАБИША;500-204;ОУ Васил Евст. Априлов;8;13.88;7;12.14
ВИДИН;БОЙНИЦА;С.БОЙНИЦА;500-301;ОУ Васил Левски;6;18.33;5;32
ВИДИН;БОЙНИЦА;С.РАБРОВО;500-302;ОУ Хр. Ботев;5;22;5;23
ВИДИН;БРЕГОВО;ГР.БРЕГОВО;500-401;СУ Св.Св.Кирил и Методий;23;23.61;22;16.05
ВИДИН;ГРАМАДА;ГР.ГРАМАДА;500-501;СУ Христо Ботев;5;18.4;5;12
ВИДИН;ДИМОВО;С.АРЧАР;500-603;СУ Христо Ботев;38;20.99;39;15.46
ВИДИН;ДИМОВО;С.ОРЕШЕЦ (ГАРА ОРЕШЕЦ);500-604;ОУ Д. Благоев;8;18.56;8;28.5
ВИДИН;КУЛА;ГР.КУЛА;500-701;СУ В. Левски;20;30.23;19;22.68
ВИДИН;МАКРЕШ;С.РАКОВИЦА;500-802;ОУ Хр. Ботев;6;26;6;27.17
ВИДИН;НОВО СЕЛО;С.НОВО СЕЛО;500-901;СУ Св. Св. Кирил и Методий;12;30.25;12;30.17
ВИДИН;РУЖИНЦИ;С.ДРЕНОВЕЦ;501-003;СУ Н.Й.Вапцаров;11;23.5;10;22.1
ВИДИН;РУЖИНЦИ;С.БЕЛО ПОЛЕ;501-004;ОУ Св.св. Кирил и Методий;10;27.3;8;29.62
ВИДИН;РУЖИНЦИ;С.РУЖИНЦИ;501-01;СУ Никола Й. Вапцаров;17;15.38;15;26.8
ВИДИН;ЧУПРЕНЕ;С.ЧУПРЕНЕ;501-101;ОУ Акад.М.Димитров;4;26.13;3;37.33
ВИДИН;ЧУПРЕНЕ;С.ГОРНИ ЛОМ;501-102;ОУ Хр. Ботев;10;26.7;10;32.3
ВИДИН;ВИДИН;ГР.ВИДИН;503-132;СУ Цар Симеон Велики;85;37.5;85;24.28
ВИДИН;ВИДИН;ГР.ВИДИН;503-241;СУСв.св.Кирил и Методий;65;32.78;64;22.08
ВИДИН;ВИДИН;ГР.ВИДИН;503-242;СУ П. Р. Славейков;38;28.17;37;28.22
ВИДИН;ВИДИН;ГР.ДУНАВЦИ;503-311;ОУ Хр. Ботев;9;35.78;9;18.89
ВИДИН;ВИДИН;ГР.ВИДИН;503-312;ОУ Иван Вазов;69;44.88;69;31.65
ВРАЦА;ВРАЦА;ГР.ВРАЦА;600-061;ПЕГ Йоан Екзарх;48;40.47;48;32.5
ВРАЦА;ВРАЦА;ГР.ВРАЦА;600-327;СУ Козма Тричков;48;33.71;48;29.96
ВРАЦА;БЯЛА СЛАТИНА;С.ТЪРНАВА;601-013;ОУ Хр.Ботев;14;26.5;14;26.21
ВРАЦА;БЯЛА СЛАТИНА;С.ТЪРНАК;601-014;ОУ Г.С.Раковски;10;19.85;10;19.9
ВРАЦА;БЯЛА СЛАТИНА;ГР.БЯЛА СЛАТИНА;601-015;ОУ Св.Кл.Охридски;91;26.46;92;26.76
ВРАЦА;ВРАЦА;С.ТИШЕВИЦА;601-04;ОУ Св.Кл.Охридски;15;22.2;14;9.36
ВРАЦА;ОРЯХОВО;С.ОСТРОВ;601-113;ОУ Христо Ботев;11;22.68;11;16.55
ВРАЦА;БОРОВАН;С.ДОБРОЛЕВО;602-001;ОУ Св.Св.Кирил и Методий;11;16.36;11;12.82
ВРАЦА;БОРОВАН;С.МАЛОРАД;602-002;ОУ Св.св.Кирил и Методий;33;25.09;33;19.3
ВРАЦА;БОРОВАН;С.БОРОВАН;602-003;ОУ Отец Паисий;33;17.65;31;13.81
ВРАЦА;БЯЛА СЛАТИНА;С.ПОПИЦА;602-018;ОУ Св.св.Кирил и Методий;14;31.29;14;30.07
ВРАЦА;БЯЛА СЛАТИНА;С.ГАБАРЕ;602-022;СУ Хр.Ботев;20;18.88;19;18.37
ВРАЦА;ВРАЦА;ГР.ВРАЦА;602-041;ОУ Васил Левски;32;27.02;31;18.03
ВРАЦА;ВРАЦА;ГР.ВРАЦА;602-042;ОУ Св.св.Кирил и Методий;19;21.79;19;15.84
ВРАЦА;ВРАЦА;С.ДЕВЕНЕ;602-045;ОУ Св.св.Кирил и Методий;10;27.7;10;34.4
ВРАЦА;ВРАЦА;С.ПАВОЛЧЕ;602-048;ОУ Хр. Ботев;7;12.43;7;12.57
ВРАЦА;ВРАЦА;С.БАНИЦА;602-052;ОУ Христо Ботев;14;32.79;14;24.71
ВРАЦА;ВРАЦА;ГР.ВРАЦА;602-062;ППМГ Акад. Иван Ценов;57;51.81;57;57.61
ВРАЦА;КОЗЛОДУЙ;С.БУТАН;602-073;СУ Св.св.Кирил и Методий;21;19.76;22;10.91
ВРАЦА;КОЗЛОДУЙ;С.ХЪРЛЕЦ;602-074;ОУ Васил Априлов;13;20.23;13;13.77
ВРАЦА;КОЗЛОДУЙ;С.ГЛОЖЕНЕ;602-075;ОУ Христо Ботев;18;29.08;18;20.61
ВРАЦА;КРИВОДОЛ;С.КРАВОДЕР;602-083;ОУ Св. св. Кирил и Методий;13;22.62;13;22.85
ВРАЦА;КРИВОДОЛ;С.ЛЕСУРА;602-084;ОУ Васил Левски;10;21;10;11.7
ВРАЦА;КРИВОДОЛ;С.РАКЕВО;602-086;ОУ Васил Левски;10;18.4;10;14.5
