"﻿Област","Община","Населено място","Код","Училище","Явили се МАТ","Явили се БЕЛ","Явили се ЧО","Явили се ЧП","Ср. успех в точки МАТ (мах 100 т)","Ср. успех в точки БЕЛ (мах 100 т)","Ср. успех в точки ЧО (мах 100 т)","Ср. успех в точки ЧП (мах 100 т)"
"Монтана","Лом","Лом","1203512","Първо основно училище ""Никола Първанов""","45","44","44","44","85,44","87,5","89,2","91,93"
"Монтана","Брусарци","Брусарци","1204000","Средно училище ""Христо Ботев""","13","12","13","13","63,08","74,17","68,08","66,92"
"Монтана","Брусарци","Крива бара","1204001","Основно училище ""Пейо Крачолов Яворов""","9","10","9","9","47,22","39","53,89","47,22"
"Монтана","Брусарци","Василовци","1204003","Основно училище ""Петко Рачов Славейков""","5","5","6","6","63","52","56,67","60,83"
"Монтана","Медковец","Медковец","1205000","Средно училище ""Отец Паисий""","17","17","17","17","50","46,76","60","67,94"
"Монтана","Медковец","Расово","1205001","Основно училище ""Христо Ботев""","12","13","11","12","61,25","60","64,09","66,67"
"Монтана","Георги Дамяново","Георги Дамяново","1206002","Основно училище ""Отец Паисий""","3","3","3","3","68,33","58,33","60","70"
"Монтана","Вълчедръм","Вълчедръм","1207001","Първо основно училище ""Васил Левски""","11","11","11","11","79,55","53,18","80","89,09"
"Монтана","Вълчедръм","Вълчедръм","1207002","Второ основно училище ""Иван Вазов""","17","17","17","17","65","68,53","72,35","83,24"
"Монтана","Вълчедръм","Долни Цибър","1207003","Обединено училище ""Христо Ботев""","9","10","9","11","61,67","46","69,44","55"
"Монтана","Вълчедръм","Златия","1207004","Основно училище ""Христо Ботев""","4","5","4","4","53,75","48","55","60"
"Монтана","Вълчедръм","Септемврийци","1207007","Основно училище ""Д-р Петър Берон""","10","11","11","10","62","60,91","63,18","68,5"
"Монтана","Вършец","Вършец","1208000","Начално училище ""Васил Левски""","28","27","31","31","59,11","54,44","64,52","64,84"
"Монтана","Вършец","Вършец","1208002","Средно училище „Иван Вазов“","39","38","38","39","81,03","71,58","79,61","86,79"
"Монтана","Лом","Лом","1209002","II Основно училище ""Константин Фотинов""","63","65","65","66","79,44","73,38","89","85,08"
"Монтана","Лом","Лом","1209003","Средно училище ""Отец Паисий""","13","13","15","15","64,62","66,92","74,33","77,67"
"Монтана","Лом","Лом","1209004","ІV Основно училище ""Христо Ботев""","17","20","18","18","38,82","30,5","55,28","56,67"
"Монтана","Лом","Лом","1209005","Средно училище ""Димитър Маринов""","38","39","39","39","76,58","79,1","78,72","80,51"
"Монтана","Лом","Замфир","1209007","Основно училище ""Кирил и Методий""","6","6","6","6","40,83","32,5","62,5","59,17"
"Монтана","Лом","Ковачица","1209008","Основно училище ""Св.Св.Кирил и Методий""","8","7","8","8","58,13","39,29","69,38","70"
"Монтана","Лом","Сталийска махала","1209010","Основно Училище ""Климент Охридски""","13","13","13","13","58,85","56,15","67,69","76,15"
"Пазарджик","Батак","Нова махала","1300015","Средно училище ""Кирил и Методий""","15","15","15","15","77","70,33","80","74,67"
"Пазарджик","Пещера","Пещера","1300034","Основно училище ""Петко Рачов Славейков""","21","21","18","18","74,05","76,43","81,94","78,33"
"Пазарджик","Ракитово","Костандово","1300054","Основно училище ""Неофит Рилски""","53","53","51","52","68,3","60,09","80,69","85,19"
"Пазарджик","Сърница","Сърница","1300706","Средно училище ""Св. св. Кирил и Методий""","30","30","30","30","73,33","68,33","77,67","77,83"
"Пазарджик","Пазарджик","Пазарджик","1301215","Начално училище ""Васил Левски""","52","53","51","52","88,37","90,28","92,35","95,38"
"Пазарджик","Пазарджик","Пазарджик","1301222","Начално училище ""Отец Паисий""","88","88","88","88","93,3","93,24","96,48","98,13"
"Пазарджик","Пазарджик","Пазарджик","1301234","Средно училище ""Димитър Гачев""","39","42","37","35","50,13","38,81","50,27","55,71"
"Пазарджик","Пазарджик","Пазарджик","1301247","Начално училище ""Васил Друмев""","43","43","43","43","92,09","89,77","95,12","96,98"
"Пазарджик","Пазарджик","Пазарджик","1301254","Начално училище ""Георги Сава Раковски""","77","77","77","77","65,84","61,04","79,55","79,35"
"Пазарджик","Пещера","Пещера","1301329","Начално Училище "" Михаил Каролиди ""","36","36","36","36","89,31","87,08","97,64","95,83"
