Област;Община;Населено място;Код;Училище;Явили се БЕЛ;Ср. успех в точки БЕЛ;Явили се MAT;Ср. успех в точки MAT
БЛАГОЕВГРАД;ГОЦЕ ДЕЛЧЕВ;С.БУКОВО;103407;ОУ Иван Вазов;12;51.38;12;23.35
БЛАГОЕВГРАД;ГОЦЕ ДЕЛЧЕВ;С.БАНИЧАН;103408;ОУ Св. Паисий Хилендарски;3;44.33;3;39.00
БЛАГОЕВГРАД;ГОЦЕ ДЕЛЧЕВ;С.ЛЪЖНИЦА;103409;ОбУ Петър Берон;22;45.55;22;31.32
БЛАГОЕВГРАД;ГОЦЕ ДЕЛЧЕВ;С.КОРНИЦА;103410;ОбУ Св. Паисий Хилендарскси;19;43.79;19;33.72
БЛАГОЕВГРАД;РАЗЛОГ;ГР.РАЗЛОГ;103501;СУ Бр.Каназиреви;67;58.19;65;39.93
БЛАГОЕВГРАД;РАЗЛОГ;ГР.РАЗЛОГ;103502;ОУ Никола Парапунов;51;49.30;52;27.64
БЛАГОЕВГРАД;РАЗЛОГ;С.БАНЯ;103503;ОУ Св. Паисий Хилендарски;39;49.05;39;25.42
БЛАГОЕВГРАД;РАЗЛОГ;С.БАЧЕВО;103504;ОУ Св. Св. Кирил и Методий;11;44.45;11;33.41
БЛАГОЕВГРАД;РАЗЛОГ;С.ГОРНО ДРАГЛИЩЕ;103506;ОУ Неофит Рилски;6;47.17;6;35.00
БЛАГОЕВГРАД;РАЗЛОГ;С.ЕЛЕШНИЦА;103508;ОУ Братя Миладинови;12;44.29;11;21.52
БЛАГОЕВГРАД;ПЕТРИЧ;ГР.ПЕТРИЧ;104002;СУ Антон Попов;19;23.47;17;16.84
БЛАГОЕВГРАД;ПЕТРИЧ;С.КОЛАРОВО;104003;СУ Васил Левски;21;39.57;21;23.45
БЛАГОЕВГРАД;ПЕТРИЧ;С.ПЪРВОМАЙ;104004;СУ Св.Паисий Хилендарски;38;58.09;38;35.28
БЛАГОЕВГРАД;ПЕТРИЧ;С.СКРЪТ;104005;ОУ Пейо Кр. Яворов;17;60.56;17;38.19
БЛАГОЕВГРАД;ПЕТРИЧ;ГР.ПЕТРИЧ;104006;І ОУ Кочо Мавродиев;50;41.63;49;27.22
БЛАГОЕВГРАД;ПЕТРИЧ;ГР.ПЕТРИЧ;104007;ІІІ ОУ Гоце Делчев;62;55.24;62;32.69
БЛАГОЕВГРАД;ПЕТРИЧ;ГР.ПЕТРИЧ;104008;ІV ОУ Хр. Смирненски;57;49.01;56;29.41
БЛАГОЕВГРАД;ПЕТРИЧ;С.МИХНЕВО;104016;ОУ Екзарх Йосиф;8;33.63;8;29.03
БЛАГОЕВГРАД;ПЕТРИЧ;С.РУПИТЕ;104017;ОУ Св.св. Кирил и Методий;12;29.21;12;26.04
БЛАГОЕВГРАД;ПЕТРИЧ;С.МАРИКОСТИНОВО;104018;ОУ Св.св.Кирил и Методий;14;46.68;14;24.14
БЛАГОЕВГРАД;ПЕТРИЧ;С.КУЛАТА;104020;ОУ Св.Св.Кирил и Методий;4;54.00;4;32.50
БЛАГОЕВГРАД;ПЕТРИЧ;С.БЕЛАСИЦА;104022;ОУ Хр.Ботев;15;53.23;15;22.95
БЛАГОЕВГРАД;ПЕТРИЧ;С.КАВРАКИРОВО;104024;ОУ Св.Св.Кирил и Методий;25;31.40;25;25.38
БЛАГОЕВГРАД;ПЕТРИЧ;С.КЪРНАЛОВО;104025;ОУ Братя Миладинови;11;51.00;11;22.61
БЛАГОЕВГРАД;САНДАНСКИ;ГР.САНДАНСКИ;104104;І ОУ Св. Климент Охридски;55;52.42;57;37.65
БЛАГОЕВГРАД;САНДАНСКИ;ГР.САНДАНСКИ;104106;ІІІ ОУ Христо Ботев;106;58.19;106;37.09
БЛАГОЕВГРАД;САНДАНСКИ;ГР.САНДАНСКИ;104107;ІV ОУ Св. Св. Козма и Дамян;44;49.47;44;23.18
БЛАГОЕВГРАД;САНДАНСКИ;С.СКЛАВЕ;104111;ОУ Братя Миладинови;15;31.93;16;16.92
БЛАГОЕВГРАД;САНДАНСКИ;С.ДАМЯНИЦА;104113;ОУ Св.Св.Кирил и Методий;10;24.05;9;22.64
БЛАГОЕВГРАД;САНДАНСКИ;С.КАТУНЦИ;104116;ОУ Христо Ботев;10;38.75;10;21.35
БЛАГОЕВГРАД;БЕЛИЦА;ГР.БЕЛИЦА;105001;СУ Св.Св.Кирил и Методий;51;41.83;49;46.20
БЛАГОЕВГРАД;БЕЛИЦА;С.КРАИЩЕ;105003;ОУ Св.Паисий Хилендарски;36;38.42;36;46.82
БЛАГОЕВГРАД;БЕЛИЦА;С.ГОРНО КРАИЩЕ;105004;ОУ Пейо Кр. Яворов;15;46.40;15;44.38
БЛАГОЕВГРАД;БЕЛИЦА;С.БАБЯК;105005;ОУ Св.Св.Кирил и Методий;16;37.53;16;42.91
БЛАГОЕВГРАД;КРЕСНА;ГР.КРЕСНА;105101;СУ Св.Паисий Хилендарски;36;55.58;36;40.06
БЛАГОЕВГРАД;БАНСКО;ГР.БАНСКО;105201;СУ Неофит Рилски;81;49.45;81;27.73
БЛАГОЕВГРАД;БАНСКО;С.ДОБРИНИЩЕ;105202;ОУ Св. Кл. Охридски;25;44.78;24;27.42
БЛАГОЕВГРАД;ЯКОРУДА;С.БЕЛ КАМЕН;107020;ОУ Неофит Рилски;3;70.50;3;45.17
БЛАГОЕВГРАД;ЯКОРУДА;С.СМОЛЕВО;107021;ОбУ Гоце Делчев;13;40.85;13;22.42
БЛАГОЕВГРАД;ЯКОРУДА;ГР.ЯКОРУДА;107090;СУ Св. Св. Кирил и Методий;32;36.83;31;34.15
БЛАГОЕВГРАД;ЯКОРУДА;С.КОНАРСКО;107092;ОбУ Братя Миладинови;10;32.35;10;33.80
БЛАГОЕВГРАД;ЯКОРУДА;С.ЮРУКОВО;107094;ОбУ Васил Левски;13;67.12;13;34.50
БЛАГОЕВГРАД;ХАДЖИДИМОВО;ГР.ХАДЖИДИМОВО;108001;СУ Никола Й. Вапцаров;32;45.97;32;35.40
БЛАГОЕВГРАД;ХАДЖИДИМОВО;С.КОПРИВЛЕН;108003;ОУ Никола Вапцаров;8;55.44;8;47.97
БЛАГОЕВГРАД;ХАДЖИДИМОВО;С.АБЛАНИЦА;108004;СУ Св. Паисий Хилендарски;25;58.26;25;40.73
БЛАГОЕВГРАД;ХАДЖИДИМОВО;С.БЛАТСКА;108006;ОУ Св. Св. Кирил и Методий;8;35.00;8;24.81
БЛАГОЕВГРАД;ХАДЖИДИМОВО;С.БЕСЛЕН;108007;ОУ Гоце Делчев;13;54.73;13;30.77
БЛАГОЕВГРАД;СТРУМЯНИ;С.МИКРЕВО;108100;СУ Св. Паисий Хилендарски;25;19.26;25;16.55
БЛАГОЕВГРАД;САТОВЧА;С.ВЪЛКОСЕЛ;109030;СУ Христо Ботев;34;52.03;34;34.68
БЛАГОЕВГРАД;САТОВЧА;С.СЛАЩЕН;109037;СУ Св. Климент Охридски;16;49.53;16;24.72
БЛАГОЕВГРАД;САТОВЧА;С.ГОДЕШЕВО;109038;ОУ Братя Миладинови;4;44.50;4;22.06
БЛАГОЕВГРАД;САТОВЧА;С.ТУХОВИЩА;109039;ОУ Св. Св. Кирил и Методий;5;43.10;5;25.15
БЛАГОЕВГРАД;САТОВЧА;С.САТОВЧА;109050;СУ Св.св. Кирил и Методий;23;52.78;23;37.74
БЛАГОЕВГРАД;САТОВЧА;С.ПЛЕТЕНА;109054;ОбУ Св.Св.Кирил и Методий;15;44.37;15;29.28
БЛАГОЕВГРАД;САТОВЧА;С.КОЧАН;109055;СУ Христо Смирненски;28;56.07;28;36.98
БЛАГОЕВГРАД;САТОВЧА;С.ВАКЛИНОВО;109057;ОУ Стефка Събчева;5;45.30;5;34.00
БЛАГОЕВГРАД;СИМИТЛИ;С.КРУПНИК;109102;СУ Св.св.Кирил и Методий;25;32.70;24;16.22
БЛАГОЕВГРАД;СИМИТЛИ;С.ДОЛНО ОСЕНОВО;109107;ОбУ Св. Паисий Хилендарски;21;44.14;21;18.51
БЛАГОЕВГРАД;САНДАНСКИ;ГР.САНДАНСКИ;109185;Спортно училище;16;34.84;15;23.42
БУРГАС;АЙТОС;ГР.АЙТОС;200104;ОУ Атанас Манчев;40;9.73;38;10.53
БУРГАС;АЙТОС;С.КАРАГЕОРГИЕВО;200105;ОУ Св.Св.Кирил и Методий;15;38.27;15;39.05
БУРГАС;АЙТОС;С.МЪГЛЕН;200107;Основно училище Хр.Ботев;16;32.69;17;14.60
БУРГАС;АЙТОС;С.ПИРНЕ;200109;ОУ Хр.Ботев;18;23.83;18;28.69
БУРГАС;АЙТОС;С.ТОПОЛИЦА;200110;ОУ Светлина;9;42.56;9;20.64
БУРГАС;АЙТОС;ГР.АЙТОС;200112;СУ Христо Ботев;99;50.66;99;36.14
БУРГАС;АЙТОС;ГР.АЙТОС;200113;СУ Н. Й. Вапцаров;63;51.02;63;31.44
БУРГАС;БУРГАС;ГР.БУРГАС;200205;ОУ П. Р. Славейков;104;68.78;104;53.71
БУРГАС;БУРГАС;ГР.БУРГАС;200206;ОУ Св. княз Борис І;104;59.68;104;45.47
БУРГАС;БУРГАС;ГР.БУРГАС;200207;ОУ Л. Каравелов;58;65.39;58;41.00
БУРГАС;БУРГАС;ГР.БУРГАС;200208;ОУ Найден Геров;61;52.61;61;35.55
БУРГАС;БУРГАС;ГР.БУРГАС;200209;ОУ Антон Страшимиров;188;68.06;188;51.79
БУРГАС;БУРГАС;ГР.БУРГАС;200210;ОУ Св.Климент Охридски;80;64.24;80;49.55
БУРГАС;БУРГАС;ГР.БУРГАС;200211;ОУ Георги Бенковски;57;64.00;57;45.19
БУРГАС;БУРГАС;ГР.БУРГАС;200212;ОУ П. К. Яворов;57;67.07;57;43.39
БУРГАС;БУРГАС;ГР.БУРГАС;200213;ОУ Васил Априлов;111;73.66;111;58.21
БУРГАС;БУРГАС;ГР.БУРГАС;200214;ОУ Братя Миладинови;190;65.13;190;51.35
БУРГАС;БУРГАС;ГР.БУРГАС;200215;ОУ Елин Пелин;145;63.62;145;47.43
БУРГАС;БУРГАС;ГР.БУРГАС;200216;ОУ Васил Левски – Бургас;47;17.10;49;20.18
БУРГАС;БУРГАС;ГР.БУРГАС;200217;ОУ Хр. Ботев (кв. Сарафово);23;50.87;23;30.39
БУРГАС;БУРГАС;ГР.БУРГАС;200218;ОУ Христо Ботев (кв. Победа);66;8.56;64;11.36
БУРГАС;БУРГАС;ГР.БУРГАС;200219;ОУ Христо Ботев (кв. Д. Езерово);29;40.05;29;20.25
БУРГАС;БУРГАС;ГР.БЪЛГАРОВО;200220;ОУ В.Левски;14;39.54;14;18.64
БУРГАС;БУРГАС;ГР.БУРГАС;200221;СУ Хр. Ботев (кв. Черно Море);16;33.28;15;18.65
БУРГАС;БУРГАС;ГР.БУРГАС;200222;ОУ Иван Вазов;15;52.87;15;40.13
БУРГАС;БУРГАС;ГР.БУРГАС;200223;ОУ Христо Ботев (кв. Ветрен);15;57.70;15;39.50
БУРГАС;БУРГАС;С.МАРИНКА;200224;ОУ Хр.Ботев;10;45.15;10;27.93
БУРГАС;БУРГАС;С.РАВНЕЦ;200225;ОУ Св.Св. К. и Методий;13;23.15;14;16.82
БУРГАС;БУРГАС;С.РУДНИК;200226;Обединено училище Св. Климент Охридски;13;20.46;13;16.46
БУРГАС;БУРГАС;ГР.БУРГАС;200228;СУ Йордан Йовков;41;56.84;41;38.73
БУРГАС;БУРГАС;ГР.БУРГАС;200229;СУ Еп. Константин Преславски;58;55.83;58;40.14
БУРГАС;БУРГАС;ГР.БУРГАС;200230;СУ Димчо Дебелянов;47;55.65;47;44.31
БУРГАС;БУРГАС;ГР.БУРГАС;200231;СУ Добри Чинтулов;25;63.06;25;37.81
БУРГАС;БУРГАС;ГР.БУРГАС;200232;СУ К. Петканов;48;53.69;49;30.08
БУРГАС;БУРГАС;ГР.БУРГАС;200233;СУ Петко Росен;71;51.55;71;35.96
БУРГАС;БУРГАС;ГР.БУРГАС;200234;СУ Св. Св.Кирил и Методий;132;65.95;132;44.55
БУРГАС;БУРГАС;ГР.БУРГАС;200239;ППМГ Акад. Никола Обрешков;85;86.16;85;95.34
БУРГАС;БУРГАС;ГР.БУРГАС;200240;СУ Юрий Гагарин;40;39.86;40;23.83
БУРГАС;БУРГАС;ГР.БУРГАС;200241;ОУ А. Георгиев-Коджакафалията;75;81.61;75;74.03
БУРГАС;БУРГАС;ГР.БУРГАС;200259;ПЧОУ;23;79.54;23;78.07
БУРГАС;КАМЕНО;С.РУСОКАСТРО;200304;ОУ Иван Вазов;15;27.80;15;19.05
БУРГАС;КАМЕНО;С.ТРОЯНОВО;200306;ОУ Христо Ботев;15;33.83;15;12.80
БУРГАС;КАМЕНО;ГР.КАМЕНО;200308;СУ Христо Ботев;33;34.48;34;21.57
БУРГАС;КАРНОБАТ;ГР.КАРНОБАТ;200404;ОУ Хр.Смирненски;64;43.96;62;23.12
БУРГАС;КАРНОБАТ;ГР.КАРНОБАТ;200405;ОУ П. Р. Славейков;32;9.20;30;12.85
БУРГАС;КАРНОБАТ;С.ЕКЗАРХ АНТИМОВО;200406;ОУ Христо Ботев;19;22.26;20;18.90
БУРГАС;КАРНОБАТ;С.КЛИКАЧ;200408;ОУ Христо Ботев;11;42.05;11;35.64
БУРГАС;КАРНОБАТ;ГР.КАРНОБАТ;200411;СУ Св.Св. Кирил и Методий;60;40.64;59;22.72
БУРГАС;КАРНОБАТ;ГР.КАРНОБАТ;200412;СУ Христо Ботев;38;44.79;38;24.16
БУРГАС;МАЛКО ТЪРНОВО;ГР.МАЛКО ТЪРНОВО;200503;СУ Васил Левски;19;33.50;19;29.47
БУРГАС;НЕСЕБЪР;ГР.ОБЗОР;200601;Обединено училище Св.Св.Кирил и Методий;15;45.67;15;31.33
БУРГАС;НЕСЕБЪР;С.ГЮЛЬОВЦА;200602;ОУ Св. св. Кирил и Методий;8;20.00;8;13.78
БУРГАС;НЕСЕБЪР;С.КОШАРИЦА;200603;ОУ Св. Ив. Рилски с. Кошариц;6;28.42;6;29.88
БУРГАС;НЕСЕБЪР;С.ОРИЗАРЕ;200604;ОУ Г.С.Раковски;17;18.41;17;12.10
БУРГАС;НЕСЕБЪР;С.РАВДА;200605;ОУ Св.Св.Кирил и Методий;14;60.00;14;40.02
БУРГАС;НЕСЕБЪР;С.СВЕТИ ВЛАС;200606;ОУ Св.Св.Кирил и Методий;20;68.48;20;47.66
БУРГАС;НЕСЕБЪР;С.ТЪНКОВО;200607;Основно училище Васил Левски;7;22.21;7;7.43
БУРГАС;НЕСЕБЪР;ГР.НЕСЕБЪР;200608;СУ Любен Каравелов;125;55.84;125;38.71
БУРГАС;ПОМОРИЕ;ГР.КАБЛЕШКОВО;200702;ОУ Св. П. Хилендарски;40;38.13;41;22.90
БУРГАС;ПОМОРИЕ;ГР.ПОМОРИЕ;200703;ОУ Христо Ботев;28;38.13;29;26.98
БУРГАС;ПОМОРИЕ;С.АХЕЛОЙ;200704;ОУ Христо Ботев;15;53.63;15;50.47
БУРГАС;ПОМОРИЕ;С.БАТА;200705;ОУ Христо Ботев;13;54.65;13;25.65
БУРГАС;ПОМОРИЕ;С.ГОРИЦА;200706;ОУ Христо Ботев;9;16.67;9;41.67
БУРГАС;ПОМОРИЕ;С.ГЪЛЪБЕЦ;200707;ОУ Г.Ст.Раковски;18;36.08;19;17.51
БУРГАС;ПОМОРИЕ;С.ДЪБНИК;200708;ОУ ЕЛИН ПЕЛИН;4;62.13;4;44.94
БУРГАС;ПОМОРИЕ;С.ПОРОЙ;200709;ОУ Св.св. Кирил и Методий;10;38.05;10;31.90
БУРГАС;ПОМОРИЕ;С.СТРАЦИН;200710;ОУ Отец Паисий;28;31.84;28;19.73
БУРГАС;ПОМОРИЕ;ГР.ПОМОРИЕ;200711;СУ Иван Вазов;74;65.59;74;41.08
БУРГАС;ПРИМОРСКО;С.НОВО ПАНИЧАРЕВО;200801;ОУ Хр.Ботев;1;9.00;1;9.00
БУРГАС;ПРИМОРСКО;ГР.ПРИМОРСКО;200803;СУ Н.Й.ВАПЦАРОВ;42;49.82;42;31.31
БУРГАС;РУЕН;С.ВРЕСОВО;200907;ОУ Д-р П. Берон;8;18.69;8;21.94
БУРГАС;РУЕН;С.ДОБРА ПОЛЯНА;200908;ОУ Св.Св.Кирил и Методий;11;55.82;11;31.95
БУРГАС;РУЕН;С.ДЪСКОТНА;200910;ОУ Климент Охридски;17;45.97;17;33.76
БУРГАС;РУЕН;С.ЗАЙЧАР;200912;ОУ Н.Й.Вапцаров;11;22.00;11;33.32
БУРГАС;РУЕН;С.ПЛАНИНИЦА;200915;ОУ Н.Й.Вапцаров;11;33.00;11;26.45
БУРГАС;РУЕН;С.ПРОСЕНИК;200918;Обединено училище Св.Св.Кирил и Методий;22;30.05;22;17.74
БУРГАС;РУЕН;С.РАЗБОЙНА;200919;ОУ Д-р П. Берон;9;32.22;9;43.67
БУРГАС;РУЕН;С.РЕЧИЦА;200920;ОУ А.С.Макаренко;16;45.81;16;31.75
БУРГАС;РУЕН;С.РЪЖИЦА;200922;ОУ Иван Вазов;18;29.19;18;33.75
БУРГАС;РУЕН;С.СИНИ РИД;200923;ОУ Р. Кюпчу;14;36.36;14;26.95
БУРГАС;РУЕН;С.СКАЛАК;200924;ОУ Й. Йовков;2;14.00;2;13.50
БУРГАС;РУЕН;С.СНЯГОВО;200926;ОУ Д. Дебелянов;18;37.64;18;43.82
БУРГАС;РУЕН;С.СТРУЯ;200927;ОУ Ив. Вазов;5;33.80;5;36.60
БУРГАС;РУЕН;С.ТОПЧИЙСКО;200928;ОУ Р. Кюпчю;13;51.50;13;42.04
БУРГАС;РУЕН;С.ТРЪНАК;200929;СУ Д. Полянов;25;27.74;25;15.61
БУРГАС;РУЕН;С.ЧЕРЕША;200930;ОУ Хр. Ботев;4;38.00;4;34.00
БУРГАС;РУЕН;С.ЛЮЛЯКОВО;200931;СУ Отец Паисий;24;36.94;24;28.54
БУРГАС;РУЕН;С.РУЕН;200932;СУ Елин Пелин;58;25.69;57;36.79
БУРГАС;СОЗОПОЛ;С.ЗИДАРОВО;201003;ОУ Хр. Ботев;20;26.60;16;14.38
БУРГАС;СОЗОПОЛ;С.РАВНА ГОРА;201006;ОУ Отец Паисий;6;23.58;6;15.46
БУРГАС;СОЗОПОЛ;С.РОСЕН;201007;Обединено училище Христо Ботев;11;38.68;11;19.91
БУРГАС;СОЗОПОЛ;С.ЧЕРНОМОРЕЦ;201008;ОУ Христо Ботев;23;54.80;23;31.98
БУРГАС;СОЗОПОЛ;ГР.СОЗОПОЛ;201009;СУ Св. Св. Кирил и Методий;39;49.55;39;29.67
БУРГАС;СРЕДЕЦ;С.ДЕБЕЛТ;201101;ОУ Антон Страшимиров;13;25.88;17;27.69
БУРГАС;СРЕДЕЦ;С.ЗАГОРЦИ;201102;ОУ Св.Св.Кирил и Методий;16;23.13;16;14.00
БУРГАС;СРЕДЕЦ;С.ФАКИЯ;201103;ОУ Н. Й. Вапцаров;12;17.08;11;21.91
БУРГАС;СРЕДЕЦ;ГР.СРЕДЕЦ;201104;СУ Св. Св. Кирил и Методий;82;31.51;82;17.63
БУРГАС;СУНГУРЛАРЕ;С.ГРОЗДЕН;201206;ОУ Св.св.Кирил и Методий;12;18.50;12;16.75
БУРГАС;СУНГУРЛАРЕ;С.ЛОЗАРЕВО;201207;ОУ Христо Ботев;10;44.05;11;37.75
БУРГАС;СУНГУРЛАРЕ;С.МАНОЛИЧ;201208;ОУ Св.Св.Кирил и Методий;7;9.43;7;38.14
БУРГАС;СУНГУРЛАРЕ;С.ПРИЛЕП;201209;ОУ Васил Левски;2;44.00;2;35.50
БУРГАС;СУНГУРЛАРЕ;С.СЪЕДИНЕНИЕ;201211;ОУ Отец Пайсий;12;45.67;12;43.40
БУРГАС;СУНГУРЛАРЕ;ГР.СУНГУРЛАРЕ;201212;СУ Хр.Ботев;45;25.11;44;19.53
БУРГАС;ЦАРЕВО;ГР.АХТОПОЛ;201304;ОУ Св.Св. Кирил и Методий;8;22.19;9;14.94
БУРГАС;ЦАРЕВО;ГР.ЦАРЕВО;201305;СУ Н.Й.Вапцаров;50;53.53;50;32.21
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;300101;ОУ Христо Ботев;12;34.71;12;16.88
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;300102;ОУ Бачо Киро;103;66.94;103;50.81
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;300103;ОУ Св.Патр. Евтимий;111;64.66;111;50.44
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;300104;ОУ Д.Благоев;52;53.93;52;38.98
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;300105;ОУ П.Р.Славейков;20;55.83;20;32.98
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;С.ЛЕДЕНИК;300106;ОУ Васил Левски;2;18.50;2;12.00
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ДЕБЕЛЕЦ;300109;ОУ Д-р П.Берон;21;42.29;21;27.87
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;С.БАЛВАН;300110;ОУ Св.Иван Рилски;6;29.42;5;16.10
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;С.РЕСЕН;300111;ОУ Христо Ботев;9;46.83;9;33.33
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;С.ВОДОЛЕЙ;300112;ОУ Хр.Смирненски;5;21.10;5;14.05
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;С.САМОВОДЕНЕ;300113;ОУ Хр.Смирненски;4;44.88;4;27.88
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;С.ЦЕРОВА КОРИЯ;300114;ОУ П.Р.Славейков;5;31.10;5;24.30
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.КИЛИФАРЕВО;300116;ОУ Неофит Рилски;9;47.83;9;34.78
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;300124;СУ Емилиян Станев;175;68.12;175;44.02
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;300125;СУ Вела Благоева;68;58.40;69;32.41
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;300126;СУ Владимир Комаров;16;34.94;16;15.84
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;ГР.ВЕЛИКО ТЪРНОВО;300143;Спортно училище;33;47.20;33;28.49
ВЕЛИКО ТЪРНОВО;ВЕЛИКО ТЪРНОВО;С.РУСАЛЯ;300144;Частно начално училище по изкуствата Димитър Екимов;2;43.00;2;17.38
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;ГР.ГОРНА ОРЯХОВИЦА;300201;ОУ Иван Вазов;66;57.41;66;40.45
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;ГР.ГОРНА ОРЯХОВИЦА;300202;ОУ Св.св.Кирил и Методий;28;49.63;28;25.99
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;ГР.ГОРНА ОРЯХОВИЦА;300205;ОУ Св.П.Хилендарски;26;12.65;26;12.02
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;С.ПЪРВОМАЙЦИ;300206;ОУ Елин Пелин;5;54.80;5;29.40
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;ГР.ДОЛНА ОРЯХОВИЦА;300208;ОУ Св.св.Кирил и Методий;16;46.28;16;37.00
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;С.ПИСАРЕВО;300209;ОУ Отец Паисий;2;20.25;2;9.50
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;С.ВЪРБИЦА;300210;ОУ Васил Левски;4;19.00;4;33.00
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;С.ДРАГАНОВО;300211;ОУ Кл.Охридски;8;20.00;8;13.75
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;С.ПОЛИКРАЙЩЕ;300212;ОУ Св.Св.Кирил и Методий;4;19.25;4;13.50
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;ГР.ГОРНА ОРЯХОВИЦА;300216;СУ Георги Измирлиев;111;55.72;111;35.82
ВЕЛИКО ТЪРНОВО;ГОРНА ОРЯХОВИЦА;ГР.ГОРНА ОРЯХОВИЦА;300217;СУ Вичо Грънчаров;43;57.40;43;34.46
ВЕЛИКО ТЪРНОВО;ЕЛЕНА;С.БЕБРОВО;300302;ОУ Христо Ботев;3;32.83;3;29.75
ВЕЛИКО ТЪРНОВО;ЕЛЕНА;С.КОНСТАНТИН;300303;ОУ Отец Паисий;6;24.00;6;30.79
ВЕЛИКО ТЪРНОВО;ЕЛЕНА;С.МАЙСКО;300304;ОУ Отец Паисий;15;23.77;16;24.94
ВЕЛИКО ТЪРНОВО;ЕЛЕНА;ГР.ЕЛЕНА;300305;СУ Иван Н.Момчилов;47;50.76;47;34.17
ВЕЛИКО ТЪРНОВО;ЗЛАТАРИЦА;ГР.ЗЛАТАРИЦА;300404;СУ Св.св.Кирил и Методий;29;26.84;27;16.12
ВЕЛИКО ТЪРНОВО;ЛЯСКОВЕЦ;С.ДЖУЛЮНИЦА;300506;ОУ П.Р.Славейков;10;14.45;9;9.39
ВЕЛИКО ТЪРНОВО;ЛЯСКОВЕЦ;ГР.ЛЯСКОВЕЦ;300507;СУ М. Райкович;65;47.60;64;30.84
ВЕЛИКО ТЪРНОВО;ПАВЛИКЕНИ;ГР.ПАВЛИКЕНИ;300602;ОУ Св.Климент Охридски;49;39.48;49;24.79
ВЕЛИКО ТЪРНОВО;ПАВЛИКЕНИ;ГР.БЯЛА ЧЕРКВА;300604;ОУ Бачо Киро;9;13.83;10;12.20
ВЕЛИКО ТЪРНОВО;ПАВЛИКЕНИ;С.ВЪРБОВКА;300607;ОУ Филип Тотю;11;13.45;12;12.67
ВЕЛИКО ТЪРНОВО;ПАВЛИКЕНИ;С.БАТАК;300612;ОУ Св.св.Кирил и Методий;10;11.10;10;19.13
ВЕЛИКО ТЪРНОВО;ПАВЛИКЕНИ;ГР.ПАВЛИКЕНИ;300618;СУ Бачо Киро;58;46.97;58;29.06
ВЕЛИКО ТЪРНОВО;ПОЛСКИ ТРЪМБЕШ;С.РАДАНОВО;300704;ОУ Св.Св.Кирил и Методий;15;15.20;15;17.32
ВЕЛИКО ТЪРНОВО;ПОЛСКИ ТРЪМБЕШ;С.ПЕТКО КАРАВЕЛОВО;300708;ОУ Васил Левски;12;23.25;12;15.27
ВЕЛИКО ТЪРНОВО;ПОЛСКИ ТРЪМБЕШ;ГР.ПОЛСКИ ТРЪМБЕШ;300711;СУ Ц.Церковски;62;40.58;63;25.69
ВЕЛИКО ТЪРНОВО;СВИЩОВ;ГР.СВИЩОВ;300801;ОУ Ф.Сакелариевич;12;29.71;12;13.92
ВЕЛИКО ТЪРНОВО;СВИЩОВ;С.АЛЕКОВО;300803;ОУ Христо Ботев;5;16.00;6;13.71
